rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hit_rate,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,hit_L5,sample_L10,hit_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,projection,over_L5_raw,under_L5_raw,over_L10_raw,under_L10_raw,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,implied_team_total,game_total,opp_saa,opp_shots_allowed_avg,opp_pk_pct,player_avg_shots_L5,player_avg_shots_L10,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge,abs_edge,ml_prob,edge_score,blended_score,pick_type,Game Date,game_date,Game Time,game_start,game_script_mult,game_script_note,open_line,line_movement,line_direction_shift,rest_days,back_to_back,goalie_name,goalie_sv_pct,line_combo,line_combo_toi_pct,on_pp1_line,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
45,D,Erik Karlsson,PIT,DAL,0,SKATER,D,Shots On Goal,shots_on_goal,1.5,OVER,0.7508,0.7508,0.8,0.7,0.75,0.7333,5,4/5,10,7/10,20,30,,,,,,,,4,1,7,3,,,,,SECONDARY,PP_REGULAR,ELITE,2,2.721,,,0.000,0.0,0.000,1.80,2.50,0.880,0.347,,23.60,0.46203,-1.5000,1.5000,0.2388,,0.4620,goblin,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,0.980,"PIT -1.5 pt margin vs DAL, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",1.50,0.000,stable,,0,,,,,0,0.00,2.00,2.00,2.00,3.00,4.00,2.00,1.00,8.00,1.00
46,D,Jason Robertson,DAL,PIT,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,0.6533,0.6533,0.6,0.7,0.7,0.6333,5,3/5,10,7/10,20,30,,,,,,,,3,2,7,3,,,,,ELITE,PP1_STAR,SOLID,15,3.101,,,0.000,0.0,0.000,3.60,4.40,1.171,0.500,,20.25,0.45869,-2.5000,2.5000,0.2388,,0.4587,goblin,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"DAL +1.5 pt margin vs PIT, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,2.00,2.00,6.00,4.00,4.00,2.00,5.00,5.00,4.00,10.00
49,D,Sebastian Aho,CAR,NJ,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,20,30,,,,,,,,3,2,7,3,,,,,ELITE,PP_REGULAR,SOLID,12,3.029,,,0.000,0.0,0.000,3.40,2.90,1.013,0.342,,19.62,0.44373,-1.5000,1.5000,0.2388,,0.4437,goblin,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"CAR +1.5 pt margin vs NJ, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,5.00,3.00,1.00,7.00,1.00,3.00,1.00,3.00,2.00,3.00
50,D,Patrick Kane,DET,PHI,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,0.6817,0.6817,0.6,0.7,0.8,0.7667,5,3/5,10,7/10,20,30,,,,,,,,3,2,7,3,,,,,SECONDARY,PP_REGULAR,SOLID,14,3.088,,,0.000,0.0,0.000,2.40,2.30,0.851,0.284,,17.70,0.43994,-1.5000,1.5000,0.2388,,0.4399,goblin,2026-03-28,2026-03-28,8:00 PM,2026-03-28T20:00:00.000-04:00,1.000,"DET +1.5 pt margin vs PHI, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",1.50,0.000,stable,,0,,,,,0,1.00,3.00,1.00,5.00,2.00,1.00,2.00,3.00,2.00,3.00
51,D,Dylan Larkin,DET,PHI,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,OVER,0.6733,0.6733,0.8,0.6,0.6,0.5333,5,4/5,10,6/10,20,30,,,,,,,,4,1,6,4,,,,,ELITE,PP_REGULAR,SOLID,14,3.088,,,0.000,0.0,0.000,4.40,3.70,0.905,0.324,,20.18,0.43739,-3.5000,3.5000,0.1818,,0.4374,demon,2026-03-28,2026-03-28,8:00 PM,2026-03-28T20:00:00.000-04:00,1.000,"DET +1.5 pt margin vs PHI, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",3.50,0.000,stable,,0,,,,,0,4.00,4.00,5.00,1.00,8.00,4.00,2.00,3.00,1.00,5.00
53,D,Adrian Kempe,LA,UTA,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,0.6733,0.6733,0.8,0.5,0.7,0.7333,5,4/5,10,5/10,20,30,,,,,,,,4,1,5,5,,,,,ELITE,PP_OCC,ELITE,4,2.786,,,0.000,0.0,0.000,3.20,2.30,0.901,0.148,,19.30,0.42704,-1.5000,1.5000,0.2388,,0.4270,goblin,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,1.000,"LA +1.5 pt margin vs ARZ, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",1.50,0.000,stable,,0,,,,,0,3.00,2.00,0.00,7.00,4.00,5.00,1.00,0.00,0.00,1.00
68,D,Alex DeBrincat,DET,PHI,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,0.5908,0.5908,0.4,0.7,0.75,0.7333,5,2/5,10,7/10,20,30,,,,,,,,2,3,7,3,,,,,ELITE,PP_REGULAR,SOLID,14,3.088,,,0.000,0.0,0.000,2.20,3.50,1.037,0.280,,18.50,0.39219,-2.5000,2.5000,0.2388,,0.3922,goblin,2026-03-28,2026-03-28,8:00 PM,2026-03-28T20:00:00.000-04:00,1.000,"DET +1.5 pt margin vs PHI, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,1.00,3.00,5.00,1.00,1.00,4.00,4.00,8.00,4.00,4.00
79,D,Dylan Guenther,UTA,LA,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,0.5542,0.5542,0.6,0.5,0.55,0.5667,5,3/5,10,5/10,20,30,,,,,,,,3,2,5,5,,,,,ELITE,PP_REGULAR,SOLID,11,3.015,,,0.000,0.0,0.000,2.80,2.90,0.924,0.304,,17.40,0.35763,-2.5000,2.5000,0.2388,,0.3576,goblin,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,0.980,"UTA -1.5 pt margin vs ?, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,1.00,4.00,3.00,4.00,2.00,3.00,2.00,8.00,1.00,1.00
86,D,Bryan Rust,PIT,DAL,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,0.5558,0.5558,0.4,0.6,0.75,0.7333,5,2/5,10,6/10,20,30,,,,,,,,2,3,6,4,,,,,ELITE,PP_REGULAR,ELITE,2,2.721,,,0.000,0.0,0.000,1.40,2.10,0.903,0.333,,19.95,0.33925,-1.5000,1.5000,0.2388,,0.3392,goblin,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,0.980,"PIT -1.5 pt margin vs DAL, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",1.50,0.000,stable,,0,,,,,0,0.00,2.00,3.00,1.00,1.00,1.00,2.00,4.00,3.00,4.00
90,D,Clayton Keller,UTA,LA,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,0.5242,0.5242,0.4,0.6,0.65,0.5667,5,2/5,10,6/10,20,30,,,,,,,,2,3,6,4,,,,,ELITE,PP_REGULAR,SOLID,11,3.015,,,0.000,0.0,0.000,2.00,2.70,1.073,0.329,,19.08,0.33573,-2.5000,2.5000,0.2388,,0.3357,goblin,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,0.980,"UTA -1.5 pt margin vs ?, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,2.00,0.00,2.00,3.00,3.00,3.00,2.00,4.00,4.00,4.00
105,D,Travis Konecny,PHI,DET,0,SKATER,F,Shots On Goal,shots_on_goal,1.5,OVER,0.5275,0.5275,0.4,0.6,0.65,0.6,5,2/5,10,6/10,20,30,,,,,,,,2,3,6,4,,,,,SECONDARY,PP_OCC,SOLID,9,2.957,,,0.000,0.0,0.000,1.20,2.10,0.883,0.182,,19.08,0.31207,-1.5000,1.5000,0.2388,,0.3121,goblin,2026-03-28,2026-03-28,8:00 PM,2026-03-28T20:00:00.000-04:00,0.980,"PHI -1.5 pt margin vs DET, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",1.50,0.000,stable,,0,,,,,0,0.00,3.00,0.00,2.00,1.00,5.00,3.00,5.00,2.00,0.00
113,D,Andrei Svechnikov,CAR,NJ,0,SKATER,F,Goals,goals,0.5,OVER,0.6517,0.6517,0.8,0.6,0.5,0.4667,5,4/5,10,6/10,20,30,,,,,,,,4,1,6,4,,,,,SECONDARY,PP_REGULAR,SOLID,12,3.029,,,0.000,0.0,0.000,,,0.886,0.367,,16.98,0.28758,-0.5000,0.5000,0.2388,,0.2876,demon,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"CAR +1.5 pt margin vs NJ, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",1.50,1.000,moved_up,,0,,,,,0,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
117,D,Cole Caufield,MTL,NSH,0,SKATER,F,Goals,goals,0.5,OVER,0.52,0.52,0.4,0.6,0.6,0.6,5,2/5,10,6/10,20,30,,,,,,,,2,3,6,4,,,,,ELITE,PP_REGULAR,WEAK,27,3.333,,,0.000,0.0,0.000,,,1.086,0.358,,18.18,0.27562,-0.5000,0.5000,0.2388,,0.2756,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,1.000,"MTL +1.5 pt margin vs NSH, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00
118,D,Nikolaj Ehlers,CAR,NJ,0,SKATER,F,Shots On Goal,shots_on_goal,2.5,OVER,0.46,0.46,0.4,0.5,0.5,0.5,5,2/5,10,5/10,20,30,,,,,,,,2,3,5,5,,,,,SECONDARY,PP_REGULAR,SOLID,12,3.029,,,0.000,0.0,0.000,2.00,2.30,0.866,0.354,,16.60,0.27482,-2.5000,2.5000,0.2388,,0.2748,demon,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"CAR +1.5 pt margin vs NJ, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",2.50,0.000,stable,,0,,,,,0,2.00,0.00,2.00,3.00,3.00,0.00,3.00,3.00,2.00,5.00
119,D,Steven Stamkos,NSH,MTL,0,SKATER,F,Goals,goals,0.5,OVER,0.5642,0.5642,0.6,0.6,0.45,0.4667,5,3/5,10,6/10,20,30,,,,,,,,3,2,6,4,,,,,SECONDARY,PP_REGULAR,WEAK,25,3.309,,,0.000,0.0,0.000,,,0.805,0.317,,17.83,0.27417,-0.5000,0.5000,0.2388,,0.2742,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,0.980,"NSH -1.5 pt margin vs MTL, goals: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00
124,D,Martin Necas,COL,WPG,0,SKATER,F,Goals,goals,0.5,OVER,0.5442,0.5442,0.6,0.5,0.55,0.4667,5,3/5,10,5/10,20,30,,,,,,,,3,2,5,5,,,,,ELITE,PP_REGULAR,AVERAGE,21,3.145,,,0.000,0.0,0.000,,,1.282,0.308,,21.50,0.26221,-0.5000,0.5000,0.2388,,0.2622,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,1.000,"COL +1.5 pt margin vs WPG, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00
129,D,Jason Robertson,DAL,PIT,0,SKATER,F,Goals,goals,0.5,OVER,0.5183,0.5183,0.6,0.5,0.4,0.4333,5,3/5,10,5/10,20,30,,,,,,,,3,2,5,5,,,,,ELITE,PP1_STAR,SOLID,15,3.101,,,0.000,0.0,0.000,,,1.171,0.500,,20.25,0.25474,-0.5000,0.5000,0.2388,,0.2547,demon,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"DAL +1.5 pt margin vs PIT, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
133,D,Filip Forsberg,NSH,MTL,0,SKATER,F,Goals,goals,0.5,OVER,0.4633,0.4633,0.4,0.5,0.5,0.5333,5,2/5,10,5/10,20,30,,,,,,,,2,3,5,5,,,,,ELITE,PP_REGULAR,WEAK,25,3.309,,,0.000,0.0,0.000,,,0.915,0.317,,18.88,0.25291,-0.5000,0.5000,0.2857,,0.2529,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,0.980,"NSH -1.5 pt margin vs MTL, goals: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00,1.00
137,D,Dylan Guenther,UTA,LA,0,SKATER,F,Goals,goals,0.5,OVER,0.5442,0.5442,0.6,0.5,0.55,0.4667,5,3/5,10,5/10,20,30,,,,,,,,3,2,5,5,,,,,ELITE,PP_REGULAR,SOLID,11,3.015,,,0.000,0.0,0.000,,,0.924,0.304,,17.40,0.24393,-0.5000,0.5000,0.2388,,0.2439,demon,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,0.980,"UTA -1.5 pt margin vs ?, goals: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,1.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00
146,D,Nick Suzuki,MTL,NSH,0,SKATER,F,Goals,goals,0.5,OVER,0.3967,0.3967,0.4,0.4,0.4,0.3667,5,2/5,10,4/10,20,30,,,,,,,,2,3,4,6,,,,,ELITE,PP1_STAR,WEAK,27,3.333,,,0.000,0.0,0.000,,,1.232,0.524,,20.82,0.22833,-0.5000,0.5000,0.2388,,0.2283,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,1.000,"MTL +1.5 pt margin vs NSH, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00
152,D,Logan Stankoven,CAR,NJ,0,SKATER,F,Goals,goals,0.5,OVER,0.585,0.585,0.8,0.5,0.4,0.3,5,4/5,10,5/10,20,30,,,,,,,,4,1,5,5,,,,,DEPTH,PP_OCC,SOLID,12,3.029,,,0.000,0.0,0.000,,,0.543,0.111,,15.45,0.21796,-0.5000,0.5000,0.2388,,0.2180,demon,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"CAR +1.5 pt margin vs NJ, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",2.50,-1.000,moved_down,,0,,,,,0,2.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
156,D,Adrian Kempe,LA,UTA,0,SKATER,F,Goals,goals,0.5,OVER,0.5258,0.5258,0.6,0.5,0.45,0.4333,5,3/5,10,5/10,20,30,,,,,,,,3,2,5,5,,,,,ELITE,PP_OCC,ELITE,4,2.786,,,0.000,0.0,0.000,,,0.901,0.148,,19.30,0.21228,-0.5000,0.5000,0.2388,,0.2123,demon,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,1.000,"LA +1.5 pt margin vs ARZ, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,2.00,0.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00
163,D,Wyatt Johnston,DAL,PIT,0,SKATER,F,Goals,goals,0.5,OVER,0.425,0.425,0.4,0.4,0.5,0.5,5,2/5,10,4/10,20,30,,,,,,,,2,3,4,6,,,,,ELITE,PP1_STAR,SOLID,15,3.101,,,0.000,0.0,0.000,,,1.049,0.512,,20.12,0.20386,-0.5000,0.5000,0.2388,,0.2039,demon,2026-03-28,2026-03-28,5:00 PM,2026-03-28T17:00:00.000-04:00,1.000,"DAL +1.5 pt margin vs PIT, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00
174,D,Dylan Larkin,DET,PHI,0,SKATER,F,Shots On Goal,shots_on_goal,4.5,OVER,0.3292,0.3292,0.4,0.3,0.25,0.2667,5,2/5,10,3/10,20,30,,,,,,,,2,3,3,7,,,,,ELITE,PP_REGULAR,SOLID,14,3.088,,,0.000,0.0,0.000,4.40,3.70,0.905,0.324,,20.18,0.18110,-4.5000,4.5000,0.1818,,0.1811,demon,2026-03-28,2026-03-28,8:00 PM,2026-03-28T20:00:00.000-04:00,1.000,"DET +1.5 pt margin vs PHI, shots_on_goal: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",4.50,0.000,stable,,0,,,,,0,4.00,4.00,5.00,1.00,8.00,4.00,2.00,3.00,1.00,5.00
175,D,Dylan Holloway,STL,TOR,0,SKATER,F,Goals,goals,0.5,OVER,0.3933,0.3933,0.4,0.4,0.4,0.3333,5,2/5,10,4/10,20,30,,,,,,,,2,3,4,6,,,,,SECONDARY,PP_OCC,WEAK,30,3.500,,,0.000,0.0,0.000,,,0.864,0.136,,18.25,0.17993,-0.5000,0.5000,0.2388,,0.1799,demon,2026-03-28,2026-03-28,7:00 PM,2026-03-28T19:00:00.000-04:00,1.000,"STL +1.5 pt margin vs TOR, goals: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)",0.50,0.000,stable,,0,,,,,0,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
176,D,Dylan Guenther,UTA,LA,0,SKATER,F,Shots On Goal,shots_on_goal,3.5,OVER,0.3325,0.3325,0.4,0.3,0.25,0.3,5,2/5,10,3/10,20,30,,,,,,,,2,3,3,7,,,,,ELITE,PP_REGULAR,SOLID,11,3.015,,,0.000,0.0,0.000,2.80,2.90,0.924,0.304,,17.40,0.17989,-3.5000,3.5000,0.1818,,0.1799,demon,2026-03-28,2026-03-28,9:00 PM,2026-03-28T21:00:00.000-04:00,0.980,"UTA -1.5 pt margin vs ?, shots_on_goal: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)",3.50,0.000,stable,,0,,,,,0,1.00,4.00,3.00,4.00,2.00,3.00,2.00,8.00,1.00,1.00
