rank,tier,player,team,opp,is_home,player_role,position_group,prop_display,prop_type,line,direction,composite_hr,hit_rate,hr_L5,hr_L10,hr_L20,hr_season,sample_L5,hit_L5,sample_L10,hit_L10,sample_L20,sample_season,avg_L5,avg_L10,avg_L20,avg_season,gap_vs_line_L5,gap_vs_line_L10,projection,over_L5_raw,under_L5_raw,over_L10_raw,under_L10_raw,last1_raw,last2_raw,last3_raw,games_played,scoring_tier,pp_tier,def_tier,def_rank,opp_gaa,opp_saa,opp_pk_pct,pts_per_game,pp_pts_per_game,toi_avg_L10,toi_per_game_api,prop_score,edge,abs_edge,ml_prob,edge_score,blended_score,pick_type,Game Date,game_date,Game Time,game_start,game_script_mult,game_script_note
12,D,William Karlsson,VGK,ANA,0,SKATER,F,Faceoffs Won,faceoffs_won,7.0,OVER,1.0,1.0,0.0,0.0,0.0,0.0,5,0/5,10,0/10,14,14,7.00,7.00,,7.00,0.0,0.0,7.00,0,5,0,10,,,,,DEPTH,PP_OCC,Weak,29,3.512,0.000,0.000,0.500,0.071,,15.15,0.68510,0.0000,0.0000,0.7105,,0.6851,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, faceoffs_won: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
13,D,Ivan Demidov,MTL,BUF,0,SKATER,F,Points,points,0.5,UNDER,0.12,0.12,1.0,0.8,0.8,0.8,5,5/5,10,8/10,10,10,0.00,0.20,,0.20,,-0.3,0.00,0,5,2,8,,,,,SECONDARY,PP_REGULAR,Elite,7,2.939,0.000,0.000,0.756,0.244,,15.50,0.65965,-0.5000,0.5000,0.6194,,0.6597,standard,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,0.981,"MTL -1.5 pt margin vs BUF, points: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
14,D,Ivan Barbashev,VGK,ANA,0,SKATER,F,Points,points,0.5,OVER,0.94,0.94,1.0,0.9,0.9,0.9,5,5/5,10,9/10,10,10,1.00,1.00,,1.00,0.5,0.5,1.00,5,0,9,1,,,,,SECONDARY,PP_OCC,Weak,29,3.512,0.000,0.000,0.744,0.073,,16.25,0.63238,0.5000,0.5000,0.3855,,0.6324,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
15,D,Nick Suzuki,MTL,BUF,0,SKATER,F,Faceoffs Won,faceoffs_won,10.5,UNDER,0.32,0.32,0.8,0.6,0.6,0.6,5,4/5,10,6/10,10,10,8.60,9.80,,9.80,-1.9,-0.7,8.60,1,4,4,6,,,,,ELITE,PP1_STAR,Elite,7,2.939,0.000,0.000,1.232,0.524,,20.82,0.60458,-1.9000,1.9000,0.7447,,0.6046,standard,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,0.983,"MTL -1.5 pt margin vs BUF, faceoffs_won: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
16,D,Jackson LaCombe,ANA,VGK,1,SKATER,D,Points,points,0.5,OVER,0.86,0.86,0.8,0.9,0.9,0.9,5,4/5,10,9/10,10,10,1.20,1.30,,1.30,0.7,0.8,1.20,4,1,9,1,,,,,SECONDARY,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.707,0.207,,24.25,0.60204,0.7000,0.7000,0.6000,,0.6020,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.981,"ANA -1.5 pt margin vs VGK, points: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
17,C,Alex Tuch,BUF,MTL,1,SKATER,F,Points,points,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.00,1.10,,1.10,0.5,0.6,1.00,4,1,8,2,,,,,SECONDARY,PP_OCC,Avg,18,3.122,0.000,0.000,0.835,0.114,,19.00,0.58598,0.5000,0.5000,0.6194,,0.5860,goblin,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
18,D,Leo Carlsson,ANA,VGK,1,SKATER,F,Time On Ice,time_on_ice,18.8,UNDER,0.34,0.34,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,18.11,18.38,,18.38,-0.64,-0.37,18.11,2,3,3,7,,,,,ELITE,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.957,0.257,,19.15,0.58482,-0.6400,0.6400,0.8375,,0.5848,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.983,"ANA -1.5 pt margin vs VGK, time_on_ice: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
19,C,Alex Tuch,BUF,MTL,1,SKATER,F,Plus/Minus,plus/minus,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.20,1.10,,1.10,0.7,0.6,1.20,4,1,8,2,,,,,SECONDARY,PP_OCC,Avg,18,3.122,0.000,0.000,0.835,0.114,,19.00,0.58045,0.7000,0.7000,0.6000,,0.5805,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
20,D,Jack Eichel,VGK,ANA,0,SKATER,F,Points,points,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.40,1.60,,1.60,0.9,1.1,1.40,4,1,8,2,,,,,ELITE,PP_REGULAR,Weak,29,3.512,0.000,0.000,1.216,0.378,,21.20,0.56588,0.9000,0.9000,0.3855,,0.5659,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
21,D,Mitch Marner,VGK,ANA,0,SKATER,F,Points,points,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.40,1.10,,1.10,0.9,0.6,1.40,4,1,8,2,,,,,ELITE,PP_REGULAR,Weak,29,3.512,0.000,0.000,0.988,0.296,,19.95,0.56588,0.9000,0.9000,0.3855,,0.5659,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
22,D,Mikael Granlund,ANA,VGK,1,SKATER,F,Faceoffs Won,faceoffs_won,7.0,OVER,0.66,0.66,0.4,0.3,0.3,0.3,5,2/5,10,3/10,10,10,7.00,7.40,,7.40,0.0,0.4,7.00,2,3,3,7,,,,,SECONDARY,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.707,0.207,,19.17,0.56521,0.0000,0.0000,0.8375,,0.5652,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.983,"ANA -1.5 pt margin vs VGK, faceoffs_won: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
23,C,Jackson LaCombe,ANA,VGK,1,SKATER,D,Assists,assists,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.00,1.10,,1.10,0.5,0.6,1.00,4,1,8,2,,,,,SECONDARY,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.707,0.207,,24.25,0.56347,0.5000,0.5000,0.6000,,0.5635,demon,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.982,"ANA -1.5 pt margin vs VGK, assists: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
24,C,Lane Hutson,MTL,BUF,0,SKATER,D,Points,points,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,0.80,0.90,,0.90,0.3,0.4,0.80,4,1,8,2,,,,,ELITE,PP_REGULAR,Elite,7,2.939,0.000,0.000,0.951,0.244,,23.77,0.56180,0.3000,0.3000,0.6194,,0.5618,goblin,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,0.981,"MTL -1.5 pt margin vs BUF, points: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
25,D,Lukas Dostal,ANA,VGK,1,GOALIE,G,Goalie Saves,goalie_saves,24.5,UNDER,0.2542,0.2542,1.0,0.6,0.55,0.5333,5,5/5,10,6/10,20,30,,,,,,,,0,5,4,6,,,,,GOALIE,N/A,Above Avg,13,3.049,0.000,0.000,0.000,0.000,,,0.55324,-24.5000,24.5000,0.6194,,0.5532,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.006,"ANA -1.5 pt margin vs VGK, goalie_saves: 1.01x game script (pick; spread_risk 0.98, total_risk 1.00)"
26,C,Peyton Krebs,BUF,MTL,1,SKATER,F,Plus/Minus,plus/minus,0.5,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,1.00,1.20,,1.20,0.5,0.7,1.00,4,1,8,2,,,,,DEPTH,NO_PP,Avg,18,3.122,0.000,0.000,0.476,0.012,,13.77,0.54720,0.5000,0.5000,0.6000,,0.5472,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
27,D,Tage Thompson,BUF,MTL,1,SKATER,F,Time On Ice,time_on_ice,19.5,OVER,0.6,0.6,0.4,0.4,0.4,0.4,5,2/5,10,4/10,10,10,20.38,19.64,,19.64,0.877,0.143,20.38,2,3,4,6,,,,,ELITE,PP_REGULAR,Avg,18,3.122,0.000,0.000,1.000,0.296,,19.25,0.54174,0.8770,0.8770,0.8375,,0.5417,standard,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, time_on_ice: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
28,D,Jacob Trouba,ANA,VGK,1,SKATER,D,Hits,hits,3.0,OVER,0.66,0.66,0.4,0.3,0.3,0.3,5,2/5,10,3/10,10,10,3.20,2.80,,2.80,0.2,-0.2,3.20,2,3,3,7,,,,,DEPTH,NO_PP,Above Avg,13,3.049,0.000,0.000,0.432,0.012,,22.83,0.53706,0.2000,0.2000,0.8000,,0.5371,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.983,"ANA -1.5 pt margin vs VGK, hits: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
29,D,Mitch Marner,VGK,ANA,0,SKATER,F,Assists,assists,0.5,OVER,0.74,0.74,0.8,0.7,0.7,0.7,5,4/5,10,7/10,10,10,0.80,0.70,,0.70,0.3,0.2,0.80,4,1,7,3,,,,,ELITE,PP_REGULAR,Weak,29,3.512,0.000,0.000,0.988,0.296,,19.95,0.52598,0.3000,0.3000,0.3855,,0.5260,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, assists: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
30,D,Alex Tuch,BUF,MTL,1,SKATER,F,Time On Ice,time_on_ice,20.2,OVER,0.8,0.8,0.8,0.8,0.8,0.8,5,4/5,10,8/10,10,10,21.24,21.02,,21.02,0.993,0.772,21.24,4,1,8,2,,,,,SECONDARY,PP_OCC,Avg,18,3.122,0.000,0.000,0.835,0.114,,19.00,0.51933,0.9930,0.9930,0.3855,,0.5193,standard,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, time_on_ice: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
31,C,Rasmus Dahlin,BUF,MTL,1,SKATER,D,Points,points,0.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,0.80,0.90,,0.90,0.3,0.4,0.80,3,2,7,3,,,,,ELITE,PP_REGULAR,Avg,18,3.122,0.000,0.000,0.961,0.286,,24.18,0.51395,0.3000,0.3000,0.6000,,0.5140,goblin,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
32,C,Tage Thompson,BUF,MTL,1,SKATER,F,Plus/Minus,plus/minus,0.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,0.80,1.00,,1.00,0.3,0.5,0.80,3,2,7,3,,,,,ELITE,PP_REGULAR,Avg,18,3.122,0.000,0.000,1.000,0.296,,19.25,0.51395,0.3000,0.3000,0.6000,,0.5140,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
33,C,Peyton Krebs,BUF,MTL,1,SKATER,F,Points,points,0.5,OVER,0.74,0.74,0.8,0.7,0.7,0.7,5,4/5,10,7/10,10,10,1.00,0.80,,0.80,0.5,0.3,1.00,4,1,7,3,,,,,DEPTH,NO_PP,Avg,18,3.122,0.000,0.000,0.476,0.012,,13.77,0.50730,0.5000,0.5000,0.6000,,0.5073,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, points: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
34,D,Colton Sissons,VGK,ANA,0,SKATER,F,Hits,hits,2.5,OVER,0.66,0.66,0.4,0.3,0.3,0.3,5,2/5,10,3/10,10,10,3.00,2.10,,2.10,0.5,-0.4,3.00,2,3,3,7,,,,,SHUTDOWN,NO_PP,Weak,29,3.512,0.000,0.000,0.167,0.030,,12.50,0.49718,0.5000,0.5000,0.8375,,0.4972,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, hits: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
35,D,Shea Theodore,VGK,ANA,0,SKATER,D,Blocked Shots,blocked_shots,1.5,OVER,0.76,0.76,1.0,0.6,0.6,0.6,5,5/5,10,6/10,10,10,3.40,2.30,,2.30,1.9,0.8,3.40,5,0,6,4,,,,,SECONDARY,PP_OCC,Weak,29,3.512,0.000,0.000,0.557,0.071,,22.83,0.49613,1.9000,1.9000,0.2388,,0.4961,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.000,"VGK +1.5 pt margin vs ANA, blocked_shots: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
36,C,Josh Doan,BUF,MTL,1,SKATER,F,Plus/Minus,plus/minus,0.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,0.60,1.00,,1.00,0.1,0.5,0.60,3,2,7,3,,,,,SECONDARY,PP_REGULAR,Avg,18,3.122,0.000,0.000,0.634,0.207,,15.87,0.49400,0.1000,0.1000,0.6000,,0.4940,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
37,C,Owen Power,BUF,MTL,1,SKATER,D,Plus/Minus,plus/minus,0.5,OVER,0.72,0.72,0.6,0.8,0.8,0.8,5,3/5,10,8/10,10,10,0.80,1.20,,1.20,0.3,0.7,0.80,3,2,8,2,,,,,DEPTH,NO_PP,Avg,18,3.122,0.000,0.000,0.358,0.000,,21.65,0.49400,0.3000,0.3000,0.6000,,0.4940,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
38,C,Mason McTavish,ANA,VGK,1,SKATER,F,Points,points,0.5,OVER,0.74,0.74,0.8,0.7,0.7,0.7,5,4/5,10,7/10,10,10,0.80,0.80,,0.80,0.3,0.3,0.80,4,1,7,3,,,,,DEPTH,PP_OCC,Above Avg,13,3.049,0.000,0.000,0.547,0.147,,15.32,0.49114,0.3000,0.3000,0.6000,,0.4911,demon,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.981,"ANA -1.5 pt margin vs VGK, points: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
39,C,Cutter Gauthier,ANA,VGK,1,SKATER,F,Points,points,0.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,0.80,1.10,,1.10,0.3,0.6,0.80,3,2,7,3,,,,,ELITE,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.908,0.250,,17.25,0.49114,0.3000,0.3000,0.6000,,0.4911,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.981,"ANA -1.5 pt margin vs VGK, points: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
40,C,Zach Benson,BUF,MTL,1,SKATER,F,Plus/Minus,plus/minus,0.5,OVER,0.66,0.66,0.6,0.7,0.7,0.7,5,3/5,10,7/10,10,10,0.60,1.00,,1.00,0.1,0.5,0.60,3,2,7,3,,,,,SECONDARY,PP_OCC,Avg,18,3.122,0.000,0.000,0.662,0.077,,15.88,0.48735,0.1000,0.1000,0.6000,,0.4874,demon,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,1.000,"BUF +1.5 pt margin vs MTL, plus/minus: 1.00x game script (pick; spread_risk 1.00, total_risk 1.00)"
41,A,Lukas Dostal,ANA,VGK,1,GOALIE,G,Goalie Saves,goalie_saves,19.5,OVER,0.685,0.685,0.6,0.7,0.8,0.8,5,3/5,10,7/10,20,30,,,,,,,,3,2,7,3,,,,,GOALIE,N/A,Above Avg,13,3.049,0.000,0.000,0.000,0.000,,,0.48580,-19.5000,19.5000,0.6194,,0.4858,goblin,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,1.006,"ANA -1.5 pt margin vs VGK, goalie_saves: 1.01x game script (pick; spread_risk 0.98, total_risk 1.00)"
42,C,John Carlson,ANA,VGK,1,SKATER,D,Assists,assists,0.5,OVER,0.68,0.68,0.8,0.6,0.6,0.6,5,4/5,10,6/10,10,10,1.00,0.80,,0.80,0.5,0.3,1.00,4,1,6,4,,,,,SECONDARY,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.875,0.312,,24.18,0.48511,0.5000,0.5000,0.6000,,0.4851,demon,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.982,"ANA -1.5 pt margin vs VGK, assists: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
43,D,Cutter Gauthier,ANA,VGK,1,SKATER,F,Hits,hits,2.5,OVER,0.52,0.52,0.6,0.4,0.4,0.4,5,3/5,10,4/10,10,10,3.60,2.90,,2.90,1.1,0.4,3.60,3,2,4,6,,,,,ELITE,PP_REGULAR,Above Avg,13,3.049,0.000,0.000,0.908,0.250,,17.25,0.48430,1.1000,1.1000,0.7447,,0.4843,standard,2026-05-14,2026-05-14,9:30 PM,2026-05-14T21:30:00.000-04:00,0.983,"ANA -1.5 pt margin vs VGK, hits: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
44,D,Kaiden Guhle,MTL,BUF,0,SKATER,D,Hits,hits,2.5,OVER,0.88,0.88,1.0,0.8,0.8,0.8,5,5/5,10,8/10,10,10,5.00,3.50,,3.50,2.5,1.0,5.00,5,0,8,2,,,,,DEPTH,NO_PP,Elite,7,2.939,0.000,0.000,0.282,0.000,,19.47,0.47854,2.5000,2.5000,0.2388,,0.4785,goblin,2026-05-14,2026-05-14,7:00 PM,2026-05-14T19:00:00.000-04:00,0.983,"MTL -1.5 pt margin vs BUF, hits: 0.98x game script (pick; spread_risk 0.98, total_risk 1.00)"
