team,opp_pts,opp_reb,opp_ast,opp_stl,opp_blk,opp_tov,opp_fg3m,opp_pra,opp_pr,opp_pa,opp_ra,opp_bs,games,team_id,pts_rank,pts_tier,reb_rank,reb_tier,ast_rank,ast_tier,stl_rank,stl_tier,blk_rank,blk_tier,tov_rank,tov_tier,fg3m_rank,fg3m_tier,pra_rank,pra_tier,pr_rank,pr_tier,pa_rank,pa_tier,ra_rank,ra_tier,bs_rank,bs_tier,n_teams,overall_rank,stat_source
104,76.0,35.0,14.0,7.0,1.0,10.0,10.0,125.0,111.0,90.0,49.0,8.0,1,104,193.0,EASY,148.0,EASY_MID,137.0,EASY_MID,58.0,HARD_MID,7.0,HARD,20.0,HARD,215.0,EASY,183.0,EASY,185.0,EASY,189.0,EASY,156.0,EASY_MID,16.0,HARD,228,193.0,box
107,61.0,31.25,12.75,7.0,2.0,13.0,6.0,105.0,92.25,73.75,44.0,9.0,4,107,51.0,HARD_MID,88.0,HARD_MID,104.0,MID,58.0,HARD_MID,32.0,HARD,85.0,HARD_MID,105.0,MID,57.0,HARD_MID,53.0,HARD_MID,61.0,HARD_MID,84.0,HARD_MID,37.0,HARD,228,51.0,box
108,55.6,29.0,11.0,9.2,3.4,16.8,4.4,95.6,84.6,66.6,40.0,12.6,5,108,19.0,HARD,51.0,HARD_MID,55.0,HARD_MID,155.0,EASY_MID,113.0,MID,171.0,EASY_MID,63.0,HARD_MID,15.0,HARD,16.0,HARD,22.0,HARD,32.0,HARD,142.0,EASY_MID,228,19.0,box
111,51.0,38.0,9.0,6.0,2.0,12.0,4.0,98.0,89.0,60.0,47.0,8.0,1,111,4.0,HARD,188.0,EASY,14.0,HARD,33.0,HARD,32.0,HARD,54.0,HARD_MID,34.0,HARD,20.0,HARD,28.0,HARD,2.0,HARD,131.0,MID,16.0,HARD,228,4.0,box
112358,73.33333333333333,28.333333333333332,14.0,7.333333333333333,2.0,12.0,7.333333333333333,115.66666666666667,101.66666666666667,87.33333333333333,42.333333333333336,9.333333333333334,3,112358,173.0,EASY_MID,43.0,HARD,137.0,EASY_MID,86.0,HARD_MID,32.0,HARD,54.0,HARD_MID,167.0,EASY_MID,142.0,EASY_MID,139.0,EASY_MID,178.0,EASY_MID,61.0,HARD_MID,52.0,HARD_MID,228,173.0,box
113,67.0,40.0,12.0,6.0,3.0,20.0,8.0,119.0,107.0,79.0,52.0,9.0,1,113,117.0,MID,200.0,EASY,82.0,HARD_MID,33.0,HARD,80.0,HARD_MID,214.0,EASY,178.0,EASY_MID,161.0,EASY_MID,171.0,EASY_MID,111.0,MID,180.0,EASY_MID,37.0,HARD,228,117.0,box
119,72.0,29.0,13.0,8.0,2.0,8.0,8.0,114.0,101.0,85.0,42.0,10.0,1,119,165.0,EASY_MID,51.0,HARD_MID,105.0,MID,104.0,MID,32.0,HARD,4.0,HARD,178.0,EASY_MID,127.0,MID,131.0,MID,152.0,EASY_MID,54.0,HARD_MID,66.0,HARD_MID,228,165.0,box
120,70.5,26.5,9.0,2.5,1.5,14.5,4.5,106.0,97.0,79.5,35.5,4.0,2,120,155.0,EASY_MID,25.0,HARD,14.0,HARD,2.0,HARD,22.0,HARD,128.0,MID,64.0,HARD_MID,67.0,HARD_MID,98.0,MID,114.0,MID,7.0,HARD,1.0,HARD,228,155.0,box
127,69.5,35.0,15.5,8.5,4.0,17.5,4.5,120.0,104.5,85.0,50.5,12.5,2,127,149.0,EASY_MID,148.0,EASY_MID,178.0,EASY_MID,128.0,MID,138.0,EASY_MID,183.0,EASY,64.0,HARD_MID,165.0,EASY_MID,159.0,EASY_MID,152.0,EASY_MID,177.0,EASY_MID,138.0,EASY_MID,228,149.0,box
130,60.0,33.0,15.5,6.25,3.5,16.5,4.0,108.5,93.0,75.5,48.5,9.75,4,130,40.0,HARD,112.0,MID,178.0,EASY_MID,45.0,HARD,115.0,MID,164.0,EASY_MID,34.0,HARD,84.0,HARD_MID,61.0,HARD_MID,74.0,HARD_MID,152.0,EASY_MID,62.0,HARD_MID,228,40.0,box
142,75.0,42.5,18.5,11.5,4.0,12.0,11.5,136.0,117.5,93.5,61.0,15.5,2,142,185.0,EASY,214.0,EASY,210.0,EASY,203.0,EASY,138.0,EASY_MID,54.0,HARD_MID,225.0,EASY,212.0,EASY,210.0,EASY,207.0,EASY,219.0,EASY,204.0,EASY,228,185.0,box
145,65.5,30.0,13.5,4.0,2.0,16.5,8.0,109.0,95.5,79.0,43.5,6.0,2,145,100.0,MID,67.0,HARD_MID,125.0,MID,8.0,HARD,32.0,HARD,164.0,EASY_MID,178.0,EASY_MID,88.0,HARD_MID,80.0,HARD_MID,111.0,MID,81.0,HARD_MID,3.0,HARD,228,100.0,box
147,61.8,34.8,11.8,8.2,3.2,20.4,5.6,108.4,96.6,73.6,46.6,11.4,5,147,65.0,HARD_MID,147.0,EASY_MID,81.0,HARD_MID,122.0,MID,106.0,MID,217.0,EASY,100.0,MID,83.0,HARD_MID,96.0,MID,59.0,HARD_MID,129.0,MID,104.0,MID,228,65.0,box
151,54.0,41.0,11.0,4.0,4.0,16.0,2.0,106.0,95.0,65.0,52.0,8.0,1,151,10.0,HARD,204.0,EASY,55.0,HARD_MID,8.0,HARD,138.0,EASY_MID,154.0,EASY_MID,3.0,HARD,67.0,HARD_MID,77.0,HARD_MID,14.0,HARD,180.0,EASY_MID,16.0,HARD,228,10.0,box
152,76.5,37.5,17.0,10.5,2.5,10.5,8.5,131.0,114.0,93.5,54.5,13.0,2,152,200.0,EASY,183.0,EASY,191.0,EASY,186.0,EASY,65.0,HARD_MID,32.0,HARD,196.0,EASY,204.0,EASY,203.0,EASY,207.0,EASY,199.0,EASY,149.0,EASY_MID,228,200.0,box
154,59.0,42.0,15.0,12.0,3.0,17.0,7.0,116.0,101.0,74.0,57.0,15.0,1,154,33.0,HARD,210.0,EASY,160.0,EASY_MID,208.0,EASY,80.0,HARD_MID,172.0,EASY_MID,154.0,EASY_MID,145.0,EASY_MID,131.0,MID,62.0,HARD_MID,207.0,EASY,194.0,EASY,228,33.0,box
158,61.5,30.5,10.5,9.0,3.0,15.0,4.0,102.5,92.0,72.0,41.0,12.0,2,158,57.0,HARD_MID,78.0,HARD_MID,45.0,HARD,137.0,EASY_MID,80.0,HARD_MID,136.0,MID,34.0,HARD,40.0,HARD,46.0,HARD_MID,45.0,HARD,42.0,HARD,120.0,MID,228,57.0,box
16,56.0,34.5,9.5,9.0,3.0,16.0,3.0,100.0,90.5,65.5,44.0,12.0,2,16,20.0,HARD,142.0,EASY_MID,25.0,HARD,137.0,EASY_MID,80.0,HARD_MID,154.0,EASY_MID,14.0,HARD,25.0,HARD,41.0,HARD,16.0,HARD,84.0,HARD_MID,120.0,MID,228,20.0,box
161,55.5,28.75,7.0,5.5,2.0,10.25,3.75,91.25,84.25,62.5,35.75,7.5,4,161,18.0,HARD,49.0,HARD_MID,2.0,HARD,23.0,HARD,32.0,HARD,30.0,HARD,32.0,HARD,8.0,HARD,14.0,HARD,7.0,HARD,10.0,HARD,13.0,HARD,228,18.0,box
163,62.0,30.666666666666668,14.0,7.333333333333333,3.0,14.0,7.666666666666667,106.66666666666667,92.66666666666667,76.0,44.666666666666664,10.333333333333334,3,163,66.0,HARD_MID,81.0,HARD_MID,137.0,EASY_MID,86.0,HARD_MID,80.0,HARD_MID,112.0,MID,175.0,EASY_MID,73.0,HARD_MID,59.0,HARD_MID,80.0,HARD_MID,103.0,MID,77.0,HARD_MID,228,66.0,box
171,55.333333333333336,27.666666666666668,8.833333333333334,9.666666666666666,4.5,17.166666666666668,3.6666666666666665,91.83333333333333,83.0,64.16666666666667,36.5,14.166666666666666,6,171,16.0,HARD,34.0,HARD,13.0,HARD,167.0,EASY_MID,174.0,EASY_MID,182.0,EASY_MID,31.0,HARD,9.0,HARD,10.0,HARD,13.0,HARD,14.0,HARD,184.0,EASY,228,16.0,box
179,68.0,35.5,17.5,5.0,2.0,12.5,8.0,121.0,103.5,85.5,53.0,7.0,2,179,126.0,MID,161.0,EASY_MID,204.0,EASY,15.0,HARD,32.0,HARD,76.0,HARD_MID,178.0,EASY_MID,170.0,EASY_MID,152.0,EASY_MID,158.0,EASY_MID,186.0,EASY,7.0,HARD,228,126.0,box
183,80.5,36.5,23.0,9.5,2.0,11.0,8.0,140.0,117.0,103.5,59.5,11.5,2,183,213.0,EASY,173.0,EASY_MID,227.0,EASY,160.0,EASY_MID,32.0,HARD,36.0,HARD,178.0,EASY_MID,219.0,EASY,209.0,EASY,223.0,EASY,217.0,EASY,107.0,MID,228,213.0,box
189,75.0,43.0,22.0,8.0,5.0,17.0,11.0,140.0,118.0,97.0,65.0,13.0,1,189,185.0,EASY,215.0,EASY,225.0,EASY,104.0,MID,188.0,EASY,172.0,EASY_MID,222.0,EASY,219.0,EASY,211.0,EASY,214.0,EASY,225.0,EASY,149.0,EASY_MID,228,185.0,box
193,62.5,36.5,10.5,8.25,3.5,14.0,4.5,109.5,99.0,73.0,47.0,11.75,4,193,78.0,HARD_MID,173.0,EASY_MID,45.0,HARD,123.0,MID,115.0,MID,112.0,MID,64.0,HARD_MID,92.0,MID,111.0,MID,52.0,HARD_MID,131.0,MID,117.0,MID,228,78.0,box
194,68.5,32.0,6.5,8.5,1.5,15.0,3.0,107.0,100.5,75.0,38.5,10.0,2,194,136.0,MID,95.0,MID,1.0,HARD,128.0,MID,22.0,HARD,136.0,MID,14.0,HARD,75.0,HARD_MID,125.0,MID,71.0,HARD_MID,21.0,HARD,66.0,HARD_MID,228,136.0,box
195,76.66666666666667,42.333333333333336,13.0,9.333333333333334,5.333333333333333,18.666666666666668,10.333333333333334,132.0,119.0,89.66666666666667,55.333333333333336,14.666666666666666,3,195,204.0,EASY,213.0,EASY,105.0,MID,158.0,EASY_MID,207.0,EASY,202.0,EASY,220.0,EASY,206.0,EASY,214.0,EASY,188.0,EASY,203.0,EASY,191.0,EASY,228,204.0,box
197,77.5,26.0,19.5,6.5,5.0,8.5,7.5,123.0,103.5,97.0,45.5,11.5,2,197,207.0,EASY,18.0,HARD,217.0,EASY,46.0,HARD_MID,188.0,EASY,12.0,HARD,169.0,EASY_MID,177.0,EASY_MID,152.0,EASY_MID,214.0,EASY,116.0,MID,107.0,MID,228,207.0,box
2000,62.25,25.75,15.0,9.0,3.5,15.25,4.25,103.0,88.0,77.25,40.75,12.5,4,2000,76.0,HARD_MID,17.0,HARD,160.0,EASY_MID,137.0,EASY_MID,115.0,MID,148.0,EASY_MID,56.0,HARD_MID,43.0,HARD,24.0,HARD,96.0,MID,41.0,HARD,138.0,EASY_MID,228,76.0,box
2005,67.0,29.333333333333332,13.333333333333334,5.666666666666667,4.0,11.666666666666666,3.0,109.66666666666667,96.33333333333333,80.33333333333333,42.666666666666664,9.666666666666666,3,2005,117.0,MID,57.0,HARD_MID,123.0,MID,29.0,HARD,138.0,EASY_MID,50.0,HARD_MID,14.0,HARD,93.0,MID,93.0,MID,120.0,MID,70.0,HARD_MID,60.0,HARD_MID,228,117.0,box
201,74.66666666666667,33.666666666666664,13.0,9.666666666666666,2.6666666666666665,14.666666666666666,8.666666666666666,121.33333333333333,108.33333333333333,87.66666666666667,46.666666666666664,12.333333333333334,3,201,184.0,EASY,126.0,MID,105.0,MID,167.0,EASY_MID,72.0,HARD_MID,134.0,MID,201.0,EASY,173.0,EASY_MID,178.0,EASY_MID,179.0,EASY_MID,130.0,MID,136.0,MID,228,184.0,box
2010,63.666666666666664,32.0,14.333333333333334,6.666666666666667,3.3333333333333335,13.333333333333334,5.666666666666667,110.0,95.66666666666667,78.0,46.333333333333336,10.0,3,2010,84.0,HARD_MID,95.0,MID,151.0,EASY_MID,54.0,HARD_MID,109.0,MID,102.0,MID,101.0,MID,95.0,MID,82.0,HARD_MID,100.0,MID,127.0,MID,66.0,HARD_MID,228,84.0,box
2011,60.666666666666664,31.333333333333332,14.0,10.333333333333334,2.3333333333333335,17.666666666666668,4.666666666666667,106.0,92.0,74.66666666666667,45.333333333333336,12.666666666666666,3,2011,50.0,HARD_MID,89.0,HARD_MID,137.0,EASY_MID,184.0,EASY,64.0,HARD_MID,186.0,EASY,73.0,HARD_MID,67.0,HARD_MID,46.0,HARD_MID,69.0,HARD_MID,115.0,MID,143.0,EASY_MID,228,50.0,box
2016,68.5,35.5,13.5,9.0,4.5,19.5,3.0,117.5,104.0,82.0,49.0,13.5,2,2016,136.0,MID,161.0,EASY_MID,125.0,MID,137.0,EASY_MID,174.0,EASY_MID,211.0,EASY,14.0,HARD,155.0,EASY_MID,157.0,EASY_MID,133.0,MID,156.0,EASY_MID,168.0,EASY_MID,228,136.0,box
202,76.0,35.0,14.0,10.0,1.0,19.0,6.0,125.0,111.0,90.0,49.0,11.0,1,202,193.0,EASY,148.0,EASY_MID,137.0,EASY_MID,171.0,EASY_MID,7.0,HARD,204.0,EASY,105.0,MID,183.0,EASY,185.0,EASY,189.0,EASY,156.0,EASY_MID,87.0,HARD_MID,228,193.0,box
2029,68.66666666666667,33.666666666666664,14.0,11.666666666666666,3.0,17.666666666666668,4.0,116.33333333333333,102.33333333333333,82.66666666666667,47.666666666666664,14.666666666666666,3,2029,142.0,EASY_MID,126.0,MID,137.0,EASY_MID,207.0,EASY,80.0,HARD_MID,186.0,EASY,34.0,HARD,150.0,EASY_MID,148.0,EASY_MID,138.0,EASY_MID,144.0,EASY_MID,191.0,EASY,228,142.0,box
2032,61.5,37.25,11.25,8.75,1.75,20.0,4.25,110.0,98.75,72.75,48.5,10.5,4,2032,57.0,HARD_MID,181.0,EASY_MID,70.0,HARD_MID,134.0,MID,30.0,HARD,214.0,EASY,56.0,HARD_MID,95.0,MID,109.0,MID,51.0,HARD_MID,152.0,EASY_MID,79.0,HARD_MID,228,57.0,box
204,68.33333333333333,30.0,12.333333333333334,7.333333333333333,4.0,9.666666666666666,5.333333333333333,110.66666666666667,98.33333333333333,80.66666666666667,42.333333333333336,11.333333333333334,3,204,134.0,MID,67.0,HARD_MID,95.0,MID,86.0,HARD_MID,138.0,EASY_MID,19.0,HARD,94.0,MID,105.0,MID,105.0,MID,122.0,MID,61.0,HARD_MID,100.0,MID,228,134.0,box
2046,68.5,29.5,15.0,5.5,2.5,12.0,2.5,113.0,98.0,83.5,44.5,8.0,2,2046,136.0,MID,58.0,HARD_MID,160.0,EASY_MID,23.0,HARD,65.0,HARD_MID,54.0,HARD_MID,9.0,HARD,120.0,MID,100.0,MID,140.0,EASY_MID,100.0,MID,16.0,HARD,228,136.0,box
2050,66.0,34.5,10.5,10.5,3.5,12.5,4.5,111.0,100.5,76.5,45.0,14.0,2,2050,105.0,MID,142.0,EASY_MID,45.0,HARD,186.0,EASY,115.0,MID,76.0,HARD_MID,64.0,HARD_MID,107.0,MID,125.0,MID,87.0,HARD_MID,104.0,MID,175.0,EASY_MID,228,105.0,box
2057,76.0,35.0,12.0,7.0,1.0,12.0,8.0,123.0,111.0,88.0,47.0,8.0,1,2057,193.0,EASY,148.0,EASY_MID,82.0,HARD_MID,58.0,HARD_MID,7.0,HARD,54.0,HARD_MID,178.0,EASY_MID,177.0,EASY_MID,185.0,EASY,180.0,EASY_MID,131.0,MID,16.0,HARD,228,193.0,box
2065,58.5,31.5,12.5,14.0,8.0,16.0,2.0,102.5,90.0,71.0,44.0,22.0,2,2065,30.0,HARD,90.0,HARD_MID,96.0,MID,219.0,EASY,225.0,EASY,154.0,EASY_MID,3.0,HARD,40.0,HARD,38.0,HARD,40.0,HARD,84.0,HARD_MID,228.0,EASY,228,30.0,box
2066,63.333333333333336,25.666666666666668,13.333333333333334,9.333333333333334,2.0,10.666666666666666,5.333333333333333,102.33333333333333,89.0,76.66666666666667,39.0,11.333333333333334,3,2066,83.0,HARD_MID,15.0,HARD,123.0,MID,158.0,EASY_MID,32.0,HARD,34.0,HARD,94.0,MID,37.0,HARD,28.0,HARD,89.0,HARD_MID,26.0,HARD,100.0,MID,228,83.0,box
2097,55.0,26.0,8.0,8.0,3.0,14.0,7.0,89.0,81.0,63.0,34.0,11.0,1,2097,13.0,HARD,18.0,HARD,6.0,HARD,104.0,MID,80.0,HARD_MID,112.0,MID,154.0,EASY_MID,3.0,HARD,6.0,HARD,9.0,HARD,4.0,HARD,87.0,HARD_MID,228,13.0,box
21,60.333333333333336,27.666666666666668,8.333333333333334,8.0,1.0,11.333333333333334,4.333333333333333,96.33333333333333,88.0,68.66666666666667,36.0,9.0,3,21,46.0,HARD_MID,34.0,HARD,9.0,HARD,104.0,MID,7.0,HARD,43.0,HARD,59.0,HARD_MID,17.0,HARD,24.0,HARD,26.0,HARD,11.0,HARD,37.0,HARD,228,46.0,box
2117,89.0,25.0,20.0,8.0,3.0,14.0,13.0,134.0,114.0,109.0,45.0,11.0,1,2117,225.0,EASY,8.0,HARD,219.0,EASY,104.0,MID,80.0,HARD_MID,112.0,MID,227.0,EASY,209.0,EASY,203.0,EASY,225.0,EASY,104.0,MID,87.0,HARD_MID,228,225.0,box
2130,99.0,41.0,21.0,8.0,9.0,19.0,14.0,161.0,140.0,120.0,62.0,17.0,1,2130,227.0,EASY,204.0,EASY,223.0,EASY,104.0,MID,227.0,EASY,204.0,EASY,228.0,EASY,227.0,EASY,227.0,EASY,227.0,EASY,221.0,EASY,215.0,EASY,228,227.0,box
2142,72.0,41.0,20.0,10.0,2.0,12.0,6.0,133.0,113.0,92.0,61.0,12.0,1,2142,165.0,EASY_MID,204.0,EASY,219.0,EASY,171.0,EASY_MID,32.0,HARD,54.0,HARD_MID,105.0,MID,208.0,EASY,199.0,EASY,196.0,EASY,219.0,EASY,120.0,MID,228,165.0,box
2154,58.5,25.0,8.5,14.0,2.5,14.5,4.5,92.0,83.5,67.0,33.5,16.5,2,2154,30.0,HARD,8.0,HARD,10.0,HARD,219.0,EASY,65.0,HARD_MID,128.0,MID,64.0,HARD_MID,10.0,HARD,12.0,HARD,23.0,HARD,3.0,HARD,208.0,EASY,228,30.0,box
2169,55.0,28.0,8.0,15.0,3.0,24.0,1.0,91.0,83.0,63.0,36.0,18.0,1,2169,13.0,HARD,37.0,HARD,6.0,HARD,225.0,EASY,80.0,HARD_MID,226.0,EASY,1.0,HARD,6.0,HARD,10.0,HARD,9.0,HARD,11.0,HARD,219.0,EASY,228,13.0,box
218,68.0,34.0,10.0,8.0,2.5,21.5,3.0,112.0,102.0,78.0,44.0,10.5,2,218,126.0,MID,131.0,MID,32.0,HARD,104.0,MID,65.0,HARD_MID,221.0,EASY,14.0,HARD,115.0,MID,141.0,EASY_MID,100.0,MID,84.0,HARD_MID,79.0,HARD_MID,228,126.0,box
2181,62.0,29.0,11.0,6.5,4.0,13.0,5.0,102.0,91.0,73.0,40.0,10.5,2,2181,66.0,HARD_MID,51.0,HARD_MID,55.0,HARD_MID,46.0,HARD_MID,138.0,EASY_MID,85.0,HARD_MID,76.0,HARD_MID,35.0,HARD,43.0,HARD,52.0,HARD_MID,32.0,HARD,79.0,HARD_MID,228,66.0,box
2182,58.333333333333336,34.666666666666664,11.0,5.333333333333333,4.0,12.666666666666666,6.666666666666667,104.0,93.0,69.33333333333333,45.666666666666664,9.333333333333334,2,2182,29.0,HARD,146.0,EASY_MID,55.0,HARD_MID,22.0,HARD,138.0,EASY_MID,83.0,HARD_MID,149.0,EASY_MID,51.0,HARD_MID,61.0,HARD_MID,31.0,HARD,118.0,MID,52.0,HARD_MID,228,29.0,box
2198,60.5,41.5,15.0,6.0,6.0,16.0,6.5,117.0,102.0,75.5,56.5,12.0,2,2198,49.0,HARD_MID,208.0,EASY,160.0,EASY_MID,33.0,HARD,209.0,EASY,154.0,EASY_MID,136.0,MID,152.0,EASY_MID,141.0,EASY_MID,74.0,HARD_MID,206.0,EASY,120.0,MID,228,49.0,box
2210,65.0,22.5,13.0,13.0,1.5,9.5,6.5,100.5,87.5,78.0,35.5,14.5,2,2210,93.0,MID,3.0,HARD,105.0,MID,213.0,EASY,22.0,HARD,18.0,HARD,136.0,MID,29.0,HARD,20.0,HARD,100.0,MID,7.0,HARD,187.0,EASY,228,93.0,box
2217,61.5,34.5,9.5,9.5,3.5,15.5,5.0,105.5,96.0,71.0,44.0,13.0,2,2217,57.0,HARD_MID,142.0,EASY_MID,25.0,HARD,160.0,EASY_MID,115.0,MID,150.0,EASY_MID,76.0,HARD_MID,62.0,HARD_MID,85.0,HARD_MID,40.0,HARD,84.0,HARD_MID,149.0,EASY_MID,228,57.0,box
222,73.5,31.0,10.0,8.5,3.5,14.0,7.0,114.5,104.5,83.5,41.0,12.0,2,222,175.0,EASY_MID,84.0,HARD_MID,32.0,HARD,128.0,MID,115.0,MID,112.0,MID,154.0,EASY_MID,132.0,MID,159.0,EASY_MID,140.0,EASY_MID,42.0,HARD,120.0,MID,228,175.0,box
2226,75.0,37.5,11.0,8.5,4.0,12.0,9.0,123.5,112.5,86.0,48.5,12.5,2,2226,185.0,EASY,183.0,EASY,55.0,HARD_MID,128.0,MID,138.0,EASY_MID,54.0,HARD_MID,203.0,EASY,180.0,EASY_MID,197.0,EASY,161.0,EASY_MID,152.0,EASY_MID,138.0,EASY_MID,228,185.0,box
2229,72.5,29.5,13.5,8.75,1.5,19.5,7.5,115.5,102.0,86.0,43.0,10.25,4,2229,171.0,EASY_MID,58.0,HARD_MID,125.0,MID,134.0,MID,22.0,HARD,211.0,EASY,169.0,EASY_MID,140.0,EASY_MID,141.0,EASY_MID,161.0,EASY_MID,73.0,HARD_MID,76.0,HARD_MID,228,171.0,box
2239,68.5,35.0,15.0,9.0,7.5,22.0,6.0,118.5,103.5,83.5,50.0,16.5,2,2239,136.0,MID,148.0,EASY_MID,160.0,EASY_MID,137.0,EASY_MID,222.0,EASY,223.0,EASY,105.0,MID,159.0,EASY_MID,152.0,EASY_MID,140.0,EASY_MID,173.0,EASY_MID,208.0,EASY,228,136.0,box
2244,71.0,25.0,18.0,5.0,4.0,16.0,8.0,114.0,96.0,89.0,43.0,9.0,1,2244,158.0,EASY_MID,8.0,HARD,205.0,EASY,15.0,HARD,138.0,EASY_MID,154.0,EASY_MID,178.0,EASY_MID,127.0,MID,85.0,HARD_MID,183.0,EASY,73.0,HARD_MID,37.0,HARD,228,158.0,box
225,65.0,40.0,17.0,7.0,2.0,19.0,9.0,122.0,105.0,82.0,57.0,9.0,1,225,93.0,MID,200.0,EASY,191.0,EASY,58.0,HARD_MID,32.0,HARD,204.0,EASY,203.0,EASY,175.0,EASY_MID,162.0,EASY_MID,133.0,MID,207.0,EASY,37.0,HARD,228,93.0,box
2250,69.0,30.666666666666668,12.0,8.333333333333334,4.666666666666667,11.666666666666666,5.666666666666667,111.66666666666667,99.66666666666667,81.0,42.666666666666664,13.0,3,2250,143.0,EASY_MID,81.0,HARD_MID,82.0,HARD_MID,125.0,MID,182.0,EASY_MID,50.0,HARD_MID,101.0,MID,114.0,MID,118.0,MID,123.0,MID,70.0,HARD_MID,149.0,EASY_MID,228,143.0,box
2261,67.0,39.0,17.0,3.0,4.0,22.0,3.0,123.0,106.0,84.0,56.0,7.0,1,2261,117.0,MID,193.0,EASY,191.0,EASY,3.0,HARD,138.0,EASY_MID,223.0,EASY,14.0,HARD,177.0,EASY_MID,166.0,EASY_MID,144.0,EASY_MID,205.0,EASY,7.0,HARD,228,117.0,box
227,68.0,28.0,7.0,7.0,2.0,13.0,4.0,103.0,96.0,75.0,35.0,9.0,1,227,126.0,MID,37.0,HARD,2.0,HARD,58.0,HARD_MID,32.0,HARD,85.0,HARD_MID,34.0,HARD,43.0,HARD,85.0,HARD_MID,71.0,HARD_MID,5.0,HARD,37.0,HARD,228,126.0,box
2272,102.0,51.0,22.0,10.0,3.0,12.0,6.0,175.0,153.0,124.0,73.0,13.0,1,2272,228.0,EASY,228.0,EASY,225.0,EASY,171.0,EASY_MID,80.0,HARD_MID,54.0,HARD_MID,105.0,MID,228.0,EASY,228.0,EASY,228.0,EASY,228.0,EASY,149.0,EASY_MID,228,228.0,box
2275,59.5,34.25,13.0,5.25,3.25,11.5,6.0,106.75,93.75,72.5,47.25,8.5,4,2275,37.0,HARD,140.0,EASY_MID,105.0,MID,21.0,HARD,107.0,MID,47.0,HARD_MID,105.0,MID,74.0,HARD_MID,68.0,HARD_MID,48.0,HARD_MID,141.0,EASY_MID,30.0,HARD,228,37.0,box
228,71.0,31.0,13.0,10.0,4.0,18.0,8.0,115.0,102.0,84.0,44.0,14.0,1,228,158.0,EASY_MID,84.0,HARD_MID,105.0,MID,171.0,EASY_MID,138.0,EASY_MID,189.0,EASY,178.0,EASY_MID,135.0,MID,141.0,EASY_MID,144.0,EASY_MID,84.0,HARD_MID,175.0,EASY_MID,228,158.0,box
2287,60.42857142857143,29.0,11.0,7.142857142857143,4.428571428571429,12.142857142857142,6.0,100.42857142857143,89.42857142857143,71.42857142857143,40.0,11.571428571428571,6,2287,48.0,HARD_MID,51.0,HARD_MID,55.0,HARD_MID,79.0,HARD_MID,173.0,EASY_MID,73.0,HARD_MID,105.0,MID,28.0,HARD,33.0,HARD,43.0,HARD,32.0,HARD,113.0,MID,228,48.0,box
2294,65.5,33.0,12.5,8.0,3.0,15.0,9.5,111.0,98.5,78.0,45.5,11.0,2,2294,100.0,MID,112.0,MID,96.0,MID,104.0,MID,80.0,HARD_MID,136.0,MID,213.0,EASY,107.0,MID,106.0,MID,100.0,MID,116.0,MID,87.0,HARD_MID,228,100.0,box
2296,64.0,28.0,18.0,18.0,3.0,12.0,8.0,110.0,92.0,82.0,46.0,21.0,1,2296,87.0,HARD_MID,37.0,HARD,205.0,EASY,228.0,EASY,80.0,HARD_MID,54.0,HARD_MID,178.0,EASY_MID,95.0,MID,46.0,HARD_MID,133.0,MID,119.0,MID,227.0,EASY,228,87.0,box
2305,68.25,29.75,10.25,9.0,5.25,12.5,8.0,108.25,98.0,78.5,40.0,14.25,4,2305,133.0,MID,66.0,HARD_MID,44.0,HARD,137.0,EASY_MID,204.0,EASY,76.0,HARD_MID,178.0,EASY_MID,82.0,HARD_MID,100.0,MID,108.0,MID,32.0,HARD,185.0,EASY,228,133.0,box
2306,74.0,37.5,15.0,7.0,2.0,20.0,8.0,126.5,111.5,89.0,52.5,9.0,2,2306,179.0,EASY_MID,183.0,EASY,160.0,EASY_MID,58.0,HARD_MID,32.0,HARD,214.0,EASY,178.0,EASY_MID,195.0,EASY,195.0,EASY,183.0,EASY,185.0,EASY,37.0,HARD,228,179.0,box
2309,65.0,34.0,12.0,7.0,8.0,16.0,6.0,111.0,99.0,77.0,46.0,15.0,1,2309,93.0,MID,131.0,MID,82.0,HARD_MID,58.0,HARD_MID,225.0,EASY,154.0,EASY_MID,105.0,MID,107.0,MID,111.0,MID,91.0,HARD_MID,119.0,MID,194.0,EASY,228,93.0,box
232,60.25,33.5,16.0,4.0,4.5,16.5,6.25,109.75,93.75,76.25,49.5,8.5,4,232,44.0,HARD,122.0,MID,182.0,EASY_MID,8.0,HARD,174.0,EASY_MID,164.0,EASY_MID,133.0,MID,94.0,MID,68.0,HARD_MID,84.0,HARD_MID,168.0,EASY_MID,30.0,HARD,228,44.0,box
2320,71.0,28.0,13.0,11.5,5.0,16.0,6.0,112.0,99.0,84.0,41.0,16.5,2,2320,158.0,EASY_MID,37.0,HARD,105.0,MID,203.0,EASY,188.0,EASY,154.0,EASY_MID,105.0,MID,115.0,MID,111.0,MID,144.0,EASY_MID,42.0,HARD,208.0,EASY,228,158.0,box
2325,67.5,26.0,16.5,9.5,2.5,16.5,6.0,110.0,93.5,84.0,42.5,12.0,2,2325,125.0,MID,18.0,HARD,188.0,EASY,160.0,EASY_MID,65.0,HARD_MID,164.0,EASY_MID,105.0,MID,95.0,MID,65.0,HARD_MID,144.0,EASY_MID,66.0,HARD_MID,120.0,MID,228,125.0,box
