projection_id,pp_projection_id,player_id,pp_game_id,start_time,player,pos,team,opp_team,prop_type,line,standard_line,pick_type,pp_home_team,pp_away_team,image_url,game_date
11801618,11801618,271898,155971,2026-05-01T21:30:00.000-04:00,Deandre Ayton,C,LAL,,Fantasy Score,13.5,13.5,Standard,,,https://static.prizepicks.com/images/manual/Deandre Ayton.png,2026-05-01
11784623,11784623,54824,155971,2026-05-01T21:30:00.000-04:00,LeBron James,F,LAL,,Points,11.5,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/LeBron_James_NBA_player_LItcyUXdmrL8VccUHVupA0OC.webp,2026-05-01
11784985,11784985,221515,155971,2026-05-01T21:30:00.000-04:00,Reed Sheppard,G,HOU,,Pts+Rebs+Asts,11.5,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Reed_Sheppard_NBA_player_WkcelnNzKfVZHTN7vTYM4JYf.webp,2026-05-01
11785363,11785363,55935,155971,2026-05-01T21:30:00.000-04:00,Austin Reaves,G,LAL,,Points,11.5,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Austin_Reaves_NBA_player_dbtdqki4v3xim48StrN2BdAW.webp,2026-05-01
11786463,11786463,92911,155971,2026-05-01T21:30:00.000-04:00,Tari Eason,F,HOU,,Pts+Rebs+Asts,11.5,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tari_Eason_NBA_player_2SDGUfmgoxDvwBTvUIST5lgc.webp,2026-05-01
11791232,11791232,271898,155971,2026-05-01T21:30:00.000-04:00,Deandre Ayton,C,LAL,,Pts+Rebs+Asts,11.5,11.5,Standard,,,https://static.prizepicks.com/images/manual/Deandre Ayton.png,2026-05-01
11801620,11801620,271904,155971,2026-05-01T21:30:00.000-04:00,Marcus Smart,G,LAL,,Fantasy Score,11.5,11.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Marcus_Smart_NBA_player_3IwFmERFX6cbC5PnKrmA3XxI.webp,2026-05-01
11784605,11784605,55718,155971,2026-05-01T21:30:00.000-04:00,Alperen Sengun,C,HOU,,Points,10.5,10.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Alperen_Sengun_NBA_player_MDK6kDvHMx5WTOvQ8y4FbDYv.webp,2026-05-01
11784610,11784610,174290,155971,2026-05-01T21:30:00.000-04:00,Amen Thompson,G-F,HOU,,Points,9.5,9.5,Standard,,,https://static.prizepicks.com/images/manual/amenthom.png,2026-05-01
11784618,11784618,87374,155971,2026-05-01T21:30:00.000-04:00,Jabari Smith,F,HOU,,Points,8.5,8.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Jabari_Smith_NBA_player_ci1Do1I1DugpXxHkdZW3pTYE.webp,2026-05-01
11785383,11785383,271904,155971,2026-05-01T21:30:00.000-04:00,Marcus Smart,G,LAL,,Pts+Rebs+Asts,8.5,8.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Marcus_Smart_NBA_player_3IwFmERFX6cbC5PnKrmA3XxI.webp,2026-05-01
11784631,11784631,221515,155971,2026-05-01T21:30:00.000-04:00,Reed Sheppard,G,HOU,,Points,7.5,7.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Reed_Sheppard_NBA_player_WkcelnNzKfVZHTN7vTYM4JYf.webp,2026-05-01
11784637,11784637,92911,155971,2026-05-01T21:30:00.000-04:00,Tari Eason,F,HOU,,Points,6.5,6.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tari_Eason_NBA_player_2SDGUfmgoxDvwBTvUIST5lgc.webp,2026-05-01
11784615,11784615,271898,155971,2026-05-01T21:30:00.000-04:00,Deandre Ayton,C,LAL,,Points,5.5,5.5,Standard,,,https://static.prizepicks.com/images/manual/Deandre Ayton.png,2026-05-01
11784628,11784628,271904,155971,2026-05-01T21:30:00.000-04:00,Marcus Smart,G,LAL,,Points,5.5,5.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Marcus_Smart_NBA_player_3IwFmERFX6cbC5PnKrmA3XxI.webp,2026-05-01
11792590,11792590,221515,155971,2026-05-01T21:30:00.000-04:00,Reed Sheppard,G,HOU,,3-PT Made,1.5,1.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Reed_Sheppard_NBA_player_WkcelnNzKfVZHTN7vTYM4JYf.webp,2026-05-01
11792591,11792591,92911,155971,2026-05-01T21:30:00.000-04:00,Tari Eason,F,HOU,,3-PT Made,0.5,0.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Tari_Eason_NBA_player_2SDGUfmgoxDvwBTvUIST5lgc.webp,2026-05-01
11792592,11792592,54824,155971,2026-05-01T21:30:00.000-04:00,LeBron James,F,LAL,,3-PT Made,0.5,0.5,Standard,,,https://static.prizepicks.com/images/players/NBA/LeBron_James_NBA_player_LItcyUXdmrL8VccUHVupA0OC.webp,2026-05-01
11792593,11792593,95576,155971,2026-05-01T21:30:00.000-04:00,Rui Hachimura,F,LAL,,3-PT Made,0.5,0.5,Standard,,,https://static.prizepicks.com/images/players/NBA/Rui_Hachimura_NBA_player_NjpblF7fZNwR0X80b0E1ZiaU.webp,2026-05-01
