player_norm,mlb_player_id
adolis garcia,666969
michael harris ii,671739
nico hoerner,663538
ramon urias,602104
nick yorke,694377
ezequiel duran,677649
liam hicks,689414
travis d'arnaud,518595
didier fuentes,800311
cam smith,701358
tyler soderstrom,691016
nick gonzales,693304
nolan arenado,571448
yainer diaz,673237
nolan schanuel,694384
spencer torkelson,679529
austin wynns,642851
marcus semien,543760
jo adell,666176
bryan reynolds,668804
ryan o'hearn,656811
danny jansen,643376
jose altuve,514888
kyle schwarber,656941
luisangel acuna,682668
luke keaschall,807712
cody bellinger,641355
juan soto,665742
luis arraez,650333
miguel amaya,665804
willy adames,642715
mike yastrzemski,573262
tj rumfield,681198
randy arozarena,668227
ezequiel tovar,678662
kyle karros,691720
victor scott ii,687363
willson contreras,575929
colt keith,690993
leo rivas,660844
brenton doyle,686668
byron buxton,621439
alex bregman,608324
randal grichuk,545341
oneil cruz,665833
riley greene,682985
corey seager,608369
will benson,666181
curtis mead,678554
francisco alvarez,682626
isaac paredes,670623
luis campusano,669134
luis torrens,620443
j.t. realmuto,592663
evan carter,694497
isiah kiner-falefa,643396
kyle leahy,681517
tyler heineman,623168
alex freeland,690976
connor wong,657136
yandy diaz,650490
jorge barrosa,678489
matthew boyd,571510
trent grisham,663757
tanner bibee,676440
taylor ward,621493
kevin mcgonigle,805808
joey wiemer,686894
matt olson,621566
wyatt langford,694671
chad patrick,694477
mauricio dubon,643289
eric lauer,641778
isaac collins,686555
cj abrams,682928
alec bohm,664761
jose fermin,665877
wenceel perez,672761
edmundo sosa,624641
brandon lowe,664040
pedro pages,686780
miguel andujar,609280
vinnie pasquantino,686469
cade smith,671922
wilyer abreu,677800
colson montgomery,695657
shohei ohtani,660271
alec burleson,676475
trevor story,596115
jorge soler,624585
matt wallner,670242
trea turner,607208
casey mize,663554
roman anthony,701350
junior caminero,691406
brice turang,668930
ozzie albies,645277
jake bauers,641343
fernando tatis jr.,665487
jorbit vivas,678391
will brennan,686823
aaron civale,650644
dominic smith,642086
colton cowser,681297
kazuma okamoto,672960
aaron judge,592450
zack littell,641793
lane thomas,657041
logan o'hoppe,681351
keibert ruiz,660688
clay holmes,605280
hao-yu lee,701678
josh smith,669701
ronald acuna jr.,660670
dylan beavers,687637
thomas saggese,695336
gavin sheets,657757
austin riley,663586
rece hinds,677956
juan brito,682877
lourdes gurriel jr.,666971
nathaniel lowe,663993
nick martinez,607259
cole young,702284
steven kwan,680757
taylor walls,670764
brandon lockridge,663604
tomoyuki sugano,608372
elly cruz,682829
sal frelick,686217
martin perez,527048
francisco lindor,596019
jonathan aranda,666018
andruw monasterio,655316
bo naylor,666310
luis robert jr.,673357
brayan rocchio,677587
owen caissie,683357
brandon nimmo,607043
josh jung,673962
josh bell,605137
braxton ashcraft,677952
ian happ,664023
