espn_id,player_name,player_key,tournament_date,tournament_name,round,strokes,birdies,bogeys,pars,birdies_or_better,bogeys_or_worse,holes_played
,Séamus Power,seamus power,2026-05-28,Charles Schwab Challenge,2,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Luke Clanton,luke clanton,2026-05-28,Charles Schwab Challenge,2,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Takumi Kanaya,takumi kanaya,2026-05-28,Charles Schwab Challenge,2,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Patrick Fishburn,patrick fishburn,2026-05-28,Charles Schwab Challenge,2,68.0,2.0,2.0,8.0,2.0,3.0,13.0
,Andrew Novak,andrew novak,2026-05-28,Charles Schwab Challenge,2,65.0,7.0,2.0,0.0,7.0,2.0,9.0
,Tom Kim,tom kim,2026-05-28,Charles Schwab Challenge,2,72.0,1.0,1.0,12.0,1.0,2.0,15.0
,Patrick Rodgers,patrick rodgers,2026-05-28,Charles Schwab Challenge,2,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Mark Hubbard,mark hubbard,2026-05-28,Charles Schwab Challenge,2,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Nick Dunlap,nick dunlap,2026-05-28,Charles Schwab Challenge,2,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Matt McCarty,matt mccarty,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Taylor Moore,taylor moore,2026-05-28,Charles Schwab Challenge,2,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Sahith Theegala,sahith theegala,2026-05-28,Charles Schwab Challenge,2,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Ryo Hisatsune,ryo hisatsune,2026-05-28,Charles Schwab Challenge,2,68.0,5.0,3.0,2.0,5.0,3.0,10.0
,Thorbjørn Olesen,thorbjrn olesen,2026-05-28,Charles Schwab Challenge,2,67.0,5.0,2.0,0.0,5.0,4.0,9.0
,Jackson Suber,jackson suber,2026-05-28,Charles Schwab Challenge,2,69.0,4.0,1.0,2.0,4.0,4.0,10.0
,Austin Eckroat,austin eckroat,2026-05-28,Charles Schwab Challenge,2,69.0,5.0,4.0,0.0,5.0,4.0,9.0
,Lucas Glover,lucas glover,2026-05-28,Charles Schwab Challenge,2,68.0,4.0,0.0,8.0,4.0,1.0,13.0
,Davis Riley,davis riley,2026-05-28,Charles Schwab Challenge,2,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Kevin Roy,kevin roy,2026-05-28,Charles Schwab Challenge,2,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Adam Schenk,adam schenk,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Matthieu Pavon,matthieu pavon,2026-05-28,Charles Schwab Challenge,2,68.0,3.0,1.0,10.0,3.0,1.0,14.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-05-28,Charles Schwab Challenge,2,68.0,6.0,2.0,0.0,6.0,3.0,9.0
,William Mouw,william mouw,2026-05-28,Charles Schwab Challenge,2,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Marcelo Rozo,marcelo rozo,2026-05-28,Charles Schwab Challenge,2,69.0,4.0,1.0,6.0,4.0,2.0,12.0
,Kris Ventura,kris ventura,2026-05-28,Charles Schwab Challenge,2,70.0,3.0,5.0,0.0,3.0,6.0,9.0
,Chad Ramey,chad ramey,2026-05-28,Charles Schwab Challenge,2,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,John VanDerLaan,john vanderlaan,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Kevin Kisner,kevin kisner,2026-05-28,Charles Schwab Challenge,2,72.0,0.0,2.0,14.0,0.0,2.0,16.0
,Cam Davis,cam davis,2026-05-28,Charles Schwab Challenge,2,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Keith Mitchell,keith mitchell,2026-05-28,Charles Schwab Challenge,2,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Neal Shipley,neal shipley,2026-05-28,Charles Schwab Challenge,2,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Tony Finau,tony finau,2026-05-28,Charles Schwab Challenge,2,70.0,4.0,4.0,2.0,4.0,4.0,10.0
,Pontus Nyholm,pontus nyholm,2026-05-28,Charles Schwab Challenge,2,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Danny Walker,danny walker,2026-05-28,Charles Schwab Challenge,2,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Adam Svensson,adam svensson,2026-05-28,Charles Schwab Challenge,2,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Camilo Villegas,camilo villegas,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Beau Hossler,beau hossler,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Ben Kohles,ben kohles,2026-05-28,Charles Schwab Challenge,2,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Sam Ryder,sam ryder,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Adrien Dumont de Chassart,adrien dumont de chassart,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,3.0,8.0,1.0,4.0,13.0
,Zecheng Dou,zecheng dou,2026-05-28,Charles Schwab Challenge,2,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Mason Howell,mason howell,2026-05-28,Charles Schwab Challenge,2,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Nick Hardy,nick hardy,2026-05-28,Charles Schwab Challenge,2,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Haotong Li,haotong li,2026-05-28,Charles Schwab Challenge,2,72.0,3.0,5.0,2.0,3.0,5.0,10.0
,Christo Lamprecht,christo lamprecht,2026-05-28,Charles Schwab Challenge,2,72.0,2.0,2.0,8.0,2.0,3.0,13.0
,Paul Peterson,paul peterson,2026-05-28,Charles Schwab Challenge,2,72.0,3.0,5.0,2.0,3.0,5.0,10.0
,Davis Chatfield,davis chatfield,2026-05-28,Charles Schwab Challenge,2,72.0,1.0,1.0,12.0,1.0,2.0,15.0
,Kensei Hirata,kensei hirata,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,3.0,8.0,1.0,4.0,13.0
,Alejandro Tosti,alejandro tosti,2026-05-28,Charles Schwab Challenge,2,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Webb Simpson,webb simpson,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Hayden Springer,hayden springer,2026-05-28,Charles Schwab Challenge,2,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Charley Hoffman,charley hoffman,2026-05-28,Charles Schwab Challenge,2,72.0,2.0,2.0,8.0,2.0,3.0,13.0
,Brian Campbell,brian campbell,2026-05-28,Charles Schwab Challenge,2,72.0,3.0,5.0,2.0,3.0,5.0,10.0
,Dylan Wu,dylan wu,2026-05-28,Charles Schwab Challenge,2,72.0,3.0,3.0,4.0,3.0,4.0,11.0
,Hank Lebioda,hank lebioda,2026-05-28,Charles Schwab Challenge,2,73.0,3.0,6.0,0.0,3.0,6.0,9.0
,Jimmy Stanger,jimmy stanger,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,5.0,6.0,1.0,5.0,12.0
,Harry Hall,harry hall,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,5.0,6.0,1.0,5.0,12.0
,Vince Whaley,vince whaley,2026-05-28,Charles Schwab Challenge,2,72.0,2.0,4.0,6.0,2.0,4.0,12.0
,Trace Crowe,trace crowe,2026-05-28,Charles Schwab Challenge,2,72.0,2.0,4.0,6.0,2.0,4.0,12.0
,Joe Highsmith,joe highsmith,2026-05-28,Charles Schwab Challenge,2,68.0,5.0,1.0,4.0,5.0,2.0,11.0
,David Skinns,david skinns,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,5.0,6.0,1.0,5.0,12.0
,Daniel Brown,daniel brown,2026-05-28,Charles Schwab Challenge,2,75.0,3.0,2.0,2.0,3.0,5.0,10.0
,Max Greyserman,max greyserman,2026-05-28,Charles Schwab Challenge,2,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,David Lipsky,david lipsky,2026-05-28,Charles Schwab Challenge,2,72.0,2.0,4.0,6.0,2.0,4.0,12.0
,Sungjae Im,sungjae im,2026-05-28,Charles Schwab Challenge,2,76.0,1.0,7.0,2.0,1.0,7.0,10.0
,Albert Hansson,albert hansson,2026-05-28,Charles Schwab Challenge,2,74.0,1.0,5.0,6.0,1.0,5.0,12.0
,Patton Kizzire,patton kizzire,2026-05-28,Charles Schwab Challenge,2,74.0,2.0,3.0,7.0,2.0,3.0,12.0
,Karl Vilips,karl vilips,2026-05-28,Charles Schwab Challenge,2,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,John Parry,john parry,2026-05-28,Charles Schwab Challenge,2,75.0,1.0,6.0,4.0,1.0,6.0,11.0
,Ben Martin,ben martin,2026-05-28,Charles Schwab Challenge,2,76.0,1.0,5.0,4.0,1.0,6.0,11.0
,Russell Henley,russell henley,2026-05-28,Charles Schwab Challenge,1,66.0,5.0,1.0,6.0,5.0,1.0,12.0
,Eric Cole,eric cole,2026-05-28,Charles Schwab Challenge,1,67.0,3.0,0.0,12.0,3.0,0.0,15.0
,Ben Griffin,ben griffin,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Alex Smalley,alex smalley,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Mac Meissner,mac meissner,2026-05-28,Charles Schwab Challenge,1,66.0,5.0,1.0,6.0,5.0,1.0,12.0
,Gary Woodland,gary woodland,2026-05-28,Charles Schwab Challenge,1,65.0,6.0,1.0,4.0,6.0,1.0,11.0
,Nico Echavarria,nico echavarria,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,2.0,4.0,4.0,3.0,11.0
,Michael Brennan,michael brennan,2026-05-28,Charles Schwab Challenge,1,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,J.J. Spaun,j j spaun,2026-05-28,Charles Schwab Challenge,1,64.0,6.0,0.0,6.0,6.0,0.0,12.0
,Mackenzie Hughes,mackenzie hughes,2026-05-28,Charles Schwab Challenge,1,66.0,5.0,1.0,6.0,5.0,1.0,12.0
,Jordan Smith,jordan smith,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Justin Thomas,justin thomas,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Hideki Matsuyama,hideki matsuyama,2026-05-28,Charles Schwab Challenge,1,66.0,5.0,1.0,6.0,5.0,1.0,12.0
,Michael Thorbjornsen,michael thorbjornsen,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,2.0,4.0,4.0,3.0,11.0
,Michael Kim,michael kim,2026-05-28,Charles Schwab Challenge,1,70.0,4.0,4.0,2.0,4.0,4.0,10.0
,Andrew Putnam,andrew putnam,2026-05-28,Charles Schwab Challenge,1,64.0,6.0,0.0,6.0,6.0,0.0,12.0
,A.J. Ewart,a j ewart,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Max Homa,max homa,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,0.0,10.0,4.0,0.0,14.0
,Pierceson Coody,pierceson coody,2026-05-28,Charles Schwab Challenge,1,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Zach Bauchou,zach bauchou,2026-05-28,Charles Schwab Challenge,1,71.0,1.0,2.0,12.0,1.0,2.0,15.0
,Brice Garnett,brice garnett,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,0.0,10.0,4.0,0.0,14.0
,Matt Kuchar,matt kuchar,2026-05-28,Charles Schwab Challenge,1,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Brian Harman,brian harman,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Brandt Snedeker,brandt snedeker,2026-05-28,Charles Schwab Challenge,1,70.0,2.0,4.0,4.0,2.0,5.0,11.0
,Keita Nakajima,keita nakajima,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Doug Ghim,doug ghim,2026-05-28,Charles Schwab Challenge,1,65.0,6.0,1.0,4.0,6.0,1.0,11.0
,Akshay Bhatia,akshay bhatia,2026-05-28,Charles Schwab Challenge,1,67.0,5.0,2.0,4.0,5.0,2.0,11.0
,Lanto Griffin,lanto griffin,2026-05-28,Charles Schwab Challenge,1,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Garrick Higgo,garrick higgo,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Christiaan Bezuidenhout,christiaan bezuidenhout,2026-05-28,Charles Schwab Challenge,1,68.0,2.0,0.0,14.0,2.0,0.0,16.0
,J.T. Poston,j t poston,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Max McGreevy,max mcgreevy,2026-05-28,Charles Schwab Challenge,1,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Keegan Bradley,keegan bradley,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Davis Thompson,davis thompson,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Johnny Keefer,johnny keefer,2026-05-28,Charles Schwab Challenge,1,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Lee Hodges,lee hodges,2026-05-28,Charles Schwab Challenge,1,64.0,7.0,1.0,2.0,7.0,1.0,10.0
,Kevin Streelman,kevin streelman,2026-05-28,Charles Schwab Challenge,1,68.0,3.0,1.0,10.0,3.0,1.0,14.0
,Joel Dahmen,joel dahmen,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Emiliano Grillo,emiliano grillo,2026-05-28,Charles Schwab Challenge,1,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Jeffrey Kang,jeffrey kang,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Adrien Saddier,adrien saddier,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Ricky Castillo,ricky castillo,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Sam Stevens,sam stevens,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Austin Smotherman,austin smotherman,2026-05-28,Charles Schwab Challenge,1,68.0,3.0,1.0,10.0,3.0,1.0,14.0
,Rasmus Neergaard-Petersen,rasmus neergaard-petersen,2026-05-28,Charles Schwab Challenge,1,65.0,6.0,1.0,4.0,6.0,1.0,11.0
,Robert MacIntyre,robert macintyre,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Chandler Blanchet,chandler blanchet,2026-05-28,Charles Schwab Challenge,1,68.0,5.0,1.0,4.0,5.0,2.0,11.0
,Séamus Power,seamus power,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Luke Clanton,luke clanton,2026-05-28,Charles Schwab Challenge,1,65.0,5.0,0.0,8.0,5.0,0.0,13.0
,Takumi Kanaya,takumi kanaya,2026-05-28,Charles Schwab Challenge,1,69.0,1.0,0.0,16.0,1.0,0.0,17.0
,Patrick Fishburn,patrick fishburn,2026-05-28,Charles Schwab Challenge,1,70.0,1.0,1.0,14.0,1.0,1.0,16.0
,Andrew Novak,andrew novak,2026-05-28,Charles Schwab Challenge,1,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Patrick Rodgers,patrick rodgers,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Mark Hubbard,mark hubbard,2026-05-28,Charles Schwab Challenge,1,68.0,3.0,1.0,10.0,3.0,1.0,14.0
,Nick Dunlap,nick dunlap,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Matt McCarty,matt mccarty,2026-05-28,Charles Schwab Challenge,1,64.0,6.0,0.0,6.0,6.0,0.0,12.0
,Taylor Moore,taylor moore,2026-05-28,Charles Schwab Challenge,1,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Sahith Theegala,sahith theegala,2026-05-28,Charles Schwab Challenge,1,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Ryo Hisatsune,ryo hisatsune,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,0.0,10.0,4.0,0.0,14.0
,Thorbjørn Olesen,thorbjrn olesen,2026-05-28,Charles Schwab Challenge,1,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Jackson Suber,jackson suber,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Austin Eckroat,austin eckroat,2026-05-28,Charles Schwab Challenge,1,68.0,5.0,3.0,2.0,5.0,3.0,10.0
,Tom Hoge,tom hoge,2026-05-28,Charles Schwab Challenge,1,68.0,5.0,3.0,2.0,5.0,3.0,10.0
,Lucas Glover,lucas glover,2026-05-28,Charles Schwab Challenge,1,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Davis Riley,davis riley,2026-05-28,Charles Schwab Challenge,1,66.0,6.0,2.0,2.0,6.0,2.0,10.0
,Kevin Roy,kevin roy,2026-05-28,Charles Schwab Challenge,1,67.0,3.0,0.0,12.0,3.0,0.0,15.0
,Adam Schenk,adam schenk,2026-05-28,Charles Schwab Challenge,1,66.0,6.0,2.0,2.0,6.0,2.0,10.0
,Matthieu Pavon,matthieu pavon,2026-05-28,Charles Schwab Challenge,1,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Zac Blair,zac blair,2026-05-28,Charles Schwab Challenge,1,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-05-28,Charles Schwab Challenge,1,71.0,3.0,2.0,6.0,3.0,3.0,12.0
,William Mouw,william mouw,2026-05-28,Charles Schwab Challenge,1,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Marcelo Rozo,marcelo rozo,2026-05-28,Charles Schwab Challenge,1,70.0,4.0,2.0,4.0,4.0,3.0,11.0
,Kris Ventura,kris ventura,2026-05-28,Charles Schwab Challenge,1,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Chad Ramey,chad ramey,2026-05-28,Charles Schwab Challenge,1,69.0,6.0,2.0,1.0,6.0,2.0,9.0
,John VanDerLaan,john vanderlaan,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Kevin Kisner,kevin kisner,2026-05-28,Charles Schwab Challenge,1,67.0,3.0,0.0,12.0,3.0,0.0,15.0
,Cam Davis,cam davis,2026-05-28,Charles Schwab Challenge,1,72.0,1.0,1.0,12.0,1.0,2.0,15.0
,Keith Mitchell,keith mitchell,2026-05-28,Charles Schwab Challenge,1,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Neal Shipley,neal shipley,2026-05-28,Charles Schwab Challenge,1,71.0,3.0,4.0,4.0,3.0,4.0,11.0
,Tony Finau,tony finau,2026-05-28,Charles Schwab Challenge,1,70.0,0.0,0.0,18.0,0.0,0.0,18.0
,Pontus Nyholm,pontus nyholm,2026-05-28,Charles Schwab Challenge,1,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Danny Walker,danny walker,2026-05-28,Charles Schwab Challenge,1,70.0,2.0,2.0,10.0,2.0,2.0,14.0
,Adam Svensson,adam svensson,2026-05-28,Charles Schwab Challenge,1,70.0,1.0,1.0,14.0,1.0,1.0,16.0
,Camilo Villegas,camilo villegas,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Beau Hossler,beau hossler,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Ben Kohles,ben kohles,2026-05-28,Charles Schwab Challenge,1,69.0,4.0,3.0,4.0,4.0,3.0,11.0
,Sam Ryder,sam ryder,2026-05-28,Charles Schwab Challenge,1,69.0,5.0,2.0,2.0,5.0,3.0,10.0
,Adrien Dumont de Chassart,adrien dumont de chassart,2026-05-28,Charles Schwab Challenge,1,66.0,4.0,0.0,10.0,4.0,0.0,14.0
,Zecheng Dou,zecheng dou,2026-05-28,Charles Schwab Challenge,1,73.0,2.0,5.0,4.0,2.0,5.0,11.0
,Nick Hardy,nick hardy,2026-05-28,Charles Schwab Challenge,1,72.0,4.0,2.0,2.0,4.0,4.0,10.0
,Haotong Li,haotong li,2026-05-28,Charles Schwab Challenge,1,69.0,5.0,4.0,0.0,5.0,4.0,9.0
,Paul Peterson,paul peterson,2026-05-28,Charles Schwab Challenge,1,69.0,5.0,4.0,0.0,5.0,4.0,9.0
,Davis Chatfield,davis chatfield,2026-05-28,Charles Schwab Challenge,1,69.0,3.0,2.0,8.0,3.0,2.0,13.0
,Kensei Hirata,kensei hirata,2026-05-28,Charles Schwab Challenge,1,67.0,4.0,1.0,8.0,4.0,1.0,13.0
,Alejandro Tosti,alejandro tosti,2026-05-28,Charles Schwab Challenge,1,72.0,3.0,3.0,4.0,3.0,4.0,11.0
,Webb Simpson,webb simpson,2026-05-28,Charles Schwab Challenge,1,71.0,1.0,2.0,12.0,1.0,2.0,15.0
,Hayden Springer,hayden springer,2026-05-28,Charles Schwab Challenge,1,71.0,2.0,3.0,8.0,2.0,3.0,13.0
,Brian Campbell,brian campbell,2026-05-28,Charles Schwab Challenge,1,70.0,4.0,1.0,7.0,4.0,1.0,12.0
,Dylan Wu,dylan wu,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Hank Lebioda,hank lebioda,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Jimmy Stanger,jimmy stanger,2026-05-28,Charles Schwab Challenge,1,68.0,5.0,3.0,2.0,5.0,3.0,10.0
,Harry Hall,harry hall,2026-05-28,Charles Schwab Challenge,1,68.0,4.0,2.0,6.0,4.0,2.0,12.0
,Vince Whaley,vince whaley,2026-05-28,Charles Schwab Challenge,1,71.0,4.0,5.0,0.0,4.0,5.0,9.0
,Trace Crowe,trace crowe,2026-05-28,Charles Schwab Challenge,1,71.0,4.0,5.0,0.0,4.0,5.0,9.0
,Rickie Fowler,rickie fowler,2026-05-28,Charles Schwab Challenge,1,70.0,4.0,2.0,4.0,4.0,3.0,11.0
,Joe Highsmith,joe highsmith,2026-05-28,Charles Schwab Challenge,1,76.0,1.0,7.0,2.0,1.0,7.0,10.0
,Chandler Phillips,chandler phillips,2026-05-28,Charles Schwab Challenge,1,74.0,1.0,5.0,6.0,1.0,5.0,12.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-28,Charles Schwab Challenge,1,70.0,4.0,4.0,2.0,4.0,4.0,10.0
,David Skinns,david skinns,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Daniel Brown,daniel brown,2026-05-28,Charles Schwab Challenge,1,69.0,2.0,1.0,12.0,2.0,1.0,15.0
,Max Greyserman,max greyserman,2026-05-28,Charles Schwab Challenge,1,74.0,1.0,2.0,11.0,1.0,2.0,14.0
,David Lipsky,david lipsky,2026-05-28,Charles Schwab Challenge,1,73.0,1.0,4.0,8.0,1.0,4.0,13.0
,Chris Kirk,chris kirk,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,3.0,6.0,3.0,3.0,12.0
,Sungjae Im,sungjae im,2026-05-28,Charles Schwab Challenge,1,70.0,3.0,1.0,8.0,3.0,2.0,13.0
,Albert Hansson,albert hansson,2026-05-28,Charles Schwab Challenge,1,73.0,2.0,5.0,4.0,2.0,5.0,11.0
,Patton Kizzire,patton kizzire,2026-05-28,Charles Schwab Challenge,1,73.0,2.0,1.0,8.0,2.0,3.0,13.0
,Karl Vilips,karl vilips,2026-05-28,Charles Schwab Challenge,1,79.0,0.0,5.0,4.0,0.0,7.0,11.0
,John Parry,john parry,2026-05-28,Charles Schwab Challenge,1,73.0,2.0,5.0,4.0,2.0,5.0,11.0
,Ben Martin,ben martin,2026-05-28,Charles Schwab Challenge,1,73.0,1.0,2.0,10.0,1.0,3.0,14.0
,Ryan Palmer,ryan palmer,2026-05-28,Charles Schwab Challenge,1,72.0,1.0,3.0,10.0,1.0,3.0,14.0
,Stephan Jaeger,stephan jaeger,2026-05-28,Charles Schwab Challenge,1,75.0,1.0,2.0,8.0,1.0,4.0,13.0
,Si Woo Kim,si woo kim,2026-05-21,THE CJ CUP Byron Nelson,4,65.0,7.0,1.0,2.0,7.0,1.0,10.0
,Scottie Scheffler,scottie scheffler,2026-05-21,THE CJ CUP Byron Nelson,4,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Jackson Suber,jackson suber,2026-05-21,THE CJ CUP Byron Nelson,4,63.0,8.0,0.0,2.0,8.0,0.0,10.0
,Keith Mitchell,keith mitchell,2026-05-21,THE CJ CUP Byron Nelson,4,64.0,6.0,1.0,2.0,6.0,2.0,10.0
,Tony Finau,tony finau,2026-05-21,THE CJ CUP Byron Nelson,4,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Zach Bauchou,zach bauchou,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Tom Hoge,tom hoge,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Johnny Keefer,johnny keefer,2026-05-21,THE CJ CUP Byron Nelson,4,63.0,7.0,1.0,0.0,7.0,2.0,9.0
,Jesper Svensson,jesper svensson,2026-05-21,THE CJ CUP Byron Nelson,4,65.0,8.0,0.0,0.0,8.0,1.0,9.0
,Max Greyserman,max greyserman,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,7.0,1.0,0.0,7.0,2.0,9.0
,Stephan Jaeger,stephan jaeger,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Sungjae Im,sungjae im,2026-05-21,THE CJ CUP Byron Nelson,4,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Taylor Moore,taylor moore,2026-05-21,THE CJ CUP Byron Nelson,4,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Blades Brown,blades brown,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Brooks Koepka,brooks koepka,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Ben Silverman,ben silverman,2026-05-21,THE CJ CUP Byron Nelson,4,66.0,7.0,0.0,2.0,7.0,1.0,10.0
,S.Y. Noh,s y noh,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,A.J. Ewart,a j ewart,2026-05-21,THE CJ CUP Byron Nelson,4,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Séamus Power,seamus power,2026-05-21,THE CJ CUP Byron Nelson,4,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Peter Malnati,peter malnati,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Rico Hoey,rico hoey,2026-05-21,THE CJ CUP Byron Nelson,4,68.0,5.0,2.0,4.0,5.0,2.0,11.0
