espn_id,player_name,player_key,tournament_date,tournament_name,round,strokes,birdies,bogeys,pars,birdies_or_better,bogeys_or_worse,holes_played
,Jordan Spieth,jordan spieth,2026-05-07,Truist Championship,2,71.0,4.0,2.0,4.0,4.0,3.0,11.0
,Jacob Bridgeman,jacob bridgeman,2026-05-07,Truist Championship,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Xander Schauffele,xander schauffele,2026-05-07,Truist Championship,2,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Ricky Castillo,ricky castillo,2026-05-07,Truist Championship,2,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Ben Griffin,ben griffin,2026-05-07,Truist Championship,2,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Sepp Straka,sepp straka,2026-05-07,Truist Championship,2,73.0,3.0,3.0,4.0,3.0,4.0,11.0
,Ryan Gerard,ryan gerard,2026-05-07,Truist Championship,2,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Ryan Fox,ryan fox,2026-05-07,Truist Championship,2,76.0,0.0,5.0,8.0,0.0,5.0,13.0
,Jason Day,jason day,2026-05-07,Truist Championship,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Sahith Theegala,sahith theegala,2026-05-07,Truist Championship,2,71.0,3.0,5.0,0.0,3.0,6.0,9.0
,Sam Stevens,sam stevens,2026-05-07,Truist Championship,2,75.0,0.0,4.0,10.0,0.0,4.0,14.0
,Hideki Matsuyama,hideki matsuyama,2026-05-07,Truist Championship,2,75.0,1.0,1.0,10.0,1.0,3.0,14.0
,Tom Hoge,tom hoge,2026-05-07,Truist Championship,2,73.0,2.0,2.0,8.0,2.0,3.0,13.0
,Brandt Snedeker,brandt snedeker,2026-05-07,ONEflight Myrtle Beach Classic,2,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Beau Hossler,beau hossler,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Kevin Roy,kevin roy,2026-05-07,ONEflight Myrtle Beach Classic,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Aaron Rai,aaron rai,2026-05-07,ONEflight Myrtle Beach Classic,2,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Eric Cole,eric cole,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Tom Kim,tom kim,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Christiaan Bezuidenhout,christiaan bezuidenhout,2026-05-07,ONEflight Myrtle Beach Classic,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Blades Brown,blades brown,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Mac Meissner,mac meissner,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,4.0,4.0,0.0,4.0,5.0,9.0
,Paul Peterson,paul peterson,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Brooks Koepka,brooks koepka,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Davis Thompson,davis thompson,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Lanto Griffin,lanto griffin,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Zecheng Dou,zecheng dou,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,6.0,3.0,0.0,6.0,3.0,9.0
,Keita Nakajima,keita nakajima,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,1.0,2.0,12.0,1.0,2.0,15.0
,Taylor Moore,taylor moore,2026-05-07,ONEflight Myrtle Beach Classic,2,67.0,3.0,1.0,8.0,3.0,2.0,13.0
,Jackson Suber,jackson suber,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Patrick Fishburn,patrick fishburn,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Doug Ghim,doug ghim,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,2.0,2.0,8.0,2.0,3.0,13.0
,Austin Eckroat,austin eckroat,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Zach Bauchou,zach bauchou,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Hayden Springer,hayden springer,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,David Skinns,david skinns,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Rasmus Højgaard,rasmus hjgaard,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Matt Kuchar,matt kuchar,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Max Greyserman,max greyserman,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Petr Hruby,petr hruby,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,1.0,4.0,8.0,1.0,4.0,13.0
,Adrien Dumont de Chassart,adrien dumont de chassart,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Johnny Keefer,johnny keefer,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,2.0,3.0,6.0,2.0,4.0,12.0
,Ben Kohles,ben kohles,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Pontus Nyholm,pontus nyholm,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,John Parry,john parry,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Neal Shipley,neal shipley,2026-05-07,ONEflight Myrtle Beach Classic,2,67.0,4.0,2.0,4.0,4.0,3.0,11.0
,Danny Walker,danny walker,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,2.0,1.0,10.0,2.0,2.0,14.0
,Steven Fisk,steven fisk,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,1.0,2.0,12.0,1.0,2.0,15.0
,Jimmy Stanger,jimmy stanger,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Erik van Rooyen,erik van rooyen,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Takumi Kanaya,takumi kanaya,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Adam Svensson,adam svensson,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,2.0,4.0,4.0,2.0,5.0,11.0
,Danny Willett,danny willett,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Camilo Villegas,camilo villegas,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Grayson Wood,grayson wood,2026-05-07,ONEflight Myrtle Beach Classic,2,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Ryan Ruffels,ryan ruffels,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Justin Lower,justin lower,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Davis Riley,davis riley,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,5.0,1.0,5.0,5.0,1.0,11.0
,Connor Doyal,connor doyal,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,2.0,0.0,14.0,2.0,0.0,16.0
,Rico Hoey,rico hoey,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Kevin Yu,kevin yu,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Adam Hadwin,adam hadwin,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Marcelo Rozo,marcelo rozo,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Peter Malnati,peter malnati,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Billy Horschel,billy horschel,2026-05-07,ONEflight Myrtle Beach Classic,2,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Séamus Power,seamus power,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Christo Lamprecht,christo lamprecht,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,1.0,2.0,12.0,1.0,2.0,15.0
,Luke Clanton,luke clanton,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Zac Blair,zac blair,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,John VanDerLaan,john vanderlaan,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,0.0,2.0,14.0,0.0,2.0,16.0
,Martin Laird,martin laird,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,2.0,6.0,2.0,2.0,6.0,10.0
,Kensei Hirata,kensei hirata,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Brendon Todd,brendon todd,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Carson Young,carson young,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,4.0,2.0,4.0,4.0,3.0,11.0
,Lee Hodges,lee hodges,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Cam Davis,cam davis,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Garrick Higgo,garrick higgo,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Joe Highsmith,joe highsmith,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Trace Crowe,trace crowe,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Hank Lebioda,hank lebioda,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Tyler Collet,tyler collet,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,2.0,8.0,2.0,3.0,13.0
,Troy Merritt,troy merritt,2026-05-07,ONEflight Myrtle Beach Classic,2,69.0,2.0,0.0,14.0,2.0,0.0,16.0
,Harry Higgs,harry higgs,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Ryan Brehm,ryan brehm,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,3.0,2.0,4.0,3.0,4.0,11.0
,Rasmus Neergaard-Petersen,rasmus neergaard-petersen,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Thomas Rosenmueller,thomas rosenmueller,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,4.0,2.0,4.0,4.0,3.0,11.0
,Max McGreevy,max mcgreevy,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Haotong Li,haotong li,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Rafael Campos,rafael campos,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Matthieu Pavon,matthieu pavon,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Kevin Streelman,kevin streelman,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Nathan Petronzio,nathan petronzio,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Grant Haefner,grant haefner,2026-05-07,ONEflight Myrtle Beach Classic,2,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Sami Välimäki,sami valimaki,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Ben Silverman,ben silverman,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Vince Whaley,vince whaley,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,4.0,3.0,4.0,4.0,3.0,11.0
,Daniel Brown,daniel brown,2026-05-07,ONEflight Myrtle Beach Classic,2,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Evan Harmeling,evan harmeling,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Henrik Norlander,henrik norlander,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,4.0,3.0,2.0,4.0,4.0,10.0
,Jeffrey Kang,jeffrey kang,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,3.0,6.0,0.0,3.0,6.0,9.0
,Gordon Sargent,gordon sargent,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,4.0,4.0,1.0,4.0,4.0,9.0
,Matti Schmid,matti schmid,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,2.0,4.0,4.0,2.0,5.0,11.0
,A.J. Ewart,a j ewart,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,1.0,5.0,6.0,1.0,5.0,12.0
,Tyler Duncan,tyler duncan,2026-05-07,ONEflight Myrtle Beach Classic,2,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Chad Ramey,chad ramey,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Ben Martin,ben martin,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Trent Phillips,trent phillips,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,3.0,6.0,0.0,3.0,6.0,9.0
,James Hahn,james hahn,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,1.0,6.0,2.0,1.0,7.0,10.0
,Wells Williams,wells williams,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Jesper Svensson,jesper svensson,2026-05-07,ONEflight Myrtle Beach Classic,2,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Nick Hardy,nick hardy,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,2.0,8.0,2.0,3.0,13.0
,Alejandro Tosti,alejandro tosti,2026-05-07,ONEflight Myrtle Beach Classic,2,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Thriston Lawrence,thriston lawrence,2026-05-07,ONEflight Myrtle Beach Classic,2,76.0,1.0,6.0,0.0,1.0,8.0,9.0
,Aaron Wise,aaron wise,2026-05-07,ONEflight Myrtle Beach Classic,2,79.0,1.0,7.0,0.0,1.0,8.0,9.0
,Davis Chatfield,davis chatfield,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,1.0,4.0,8.0,1.0,4.0,13.0
,Patton Kizzire,patton kizzire,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Dylan Wu,dylan wu,2026-05-07,ONEflight Myrtle Beach Classic,2,76.0,1.0,4.0,6.0,1.0,5.0,12.0
,Chandler Phillips,chandler phillips,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Robert Streb,robert streb,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,0.0,2.0,12.0,0.0,3.0,15.0
,Joel Dahmen,joel dahmen,2026-05-07,ONEflight Myrtle Beach Classic,2,77.0,2.0,6.0,0.0,2.0,7.0,9.0
,Stephan Jaeger,stephan jaeger,2026-05-07,ONEflight Myrtle Beach Classic,2,74.0,2.0,3.0,6.0,2.0,4.0,12.0
,Nicholas Marchese,nicholas marchese,2026-05-07,ONEflight Myrtle Beach Classic,2,75.0,1.0,3.0,8.0,1.0,4.0,13.0
,Adam Schenk,adam schenk,2026-05-07,ONEflight Myrtle Beach Classic,2,77.0,2.0,4.0,2.0,2.0,6.0,10.0
,Cooper Hrabak,cooper hrabak,2026-05-07,ONEflight Myrtle Beach Classic,2,78.0,0.0,7.0,4.0,0.0,7.0,11.0
,Jeremy Paul,jeremy paul,2026-05-07,ONEflight Myrtle Beach Classic,2,78.0,1.0,6.0,2.0,1.0,7.0,10.0
,Kristoffer Reitan,kristoffer reitan,2026-05-07,Truist Championship,1,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Rickie Fowler,rickie fowler,2026-05-07,Truist Championship,1,74.0,0.0,3.0,12.0,0.0,3.0,15.0
,Alex Fitzpatrick,alex fitzpatrick,2026-05-07,Truist Championship,1,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,J.J. Spaun,j j spaun,2026-05-07,Truist Championship,1,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Tommy Fleetwood,tommy fleetwood,2026-05-07,Truist Championship,1,67.0,4.0,2.0,4.0,4.0,3.0,11.0
,Ludvig Åberg,ludvig aberg,2026-05-07,Truist Championship,1,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Harry Hall,harry hall,2026-05-07,Truist Championship,1,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Patrick Cantlay,patrick cantlay,2026-05-07,Truist Championship,1,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Cameron Young,cameron young,2026-05-07,Truist Championship,1,68.0,4.0,1.0,8.0,4.0,1.0,13.0
,Justin Thomas,justin thomas,2026-05-07,Truist Championship,1,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Min Woo Lee,min woo lee,2026-05-07,Truist Championship,1,72.0,3.0,2.0,6.0,3.0,3.0,12.0
,Alex Smalley,alex smalley,2026-05-07,Truist Championship,1,75.0,2.0,0.0,12.0,2.0,0.0,14.0
,Gary Woodland,gary woodland,2026-05-07,Truist Championship,1,71.0,5.0,3.0,0.0,5.0,4.0,9.0
,Austin Smotherman,austin smotherman,2026-05-07,Truist Championship,1,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Keegan Bradley,keegan bradley,2026-05-07,Truist Championship,1,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Rory McIlroy,rory mcilroy,2026-05-07,Truist Championship,1,70.0,1.0,0.0,16.0,1.0,0.0,17.0
,Sudarshan Yellamaraju,sudarshan yellamaraju,2026-05-07,Truist Championship,1,71.0,2.0,2.0,10.0,2.0,2.0,14.0
,Kurt Kitayama,kurt kitayama,2026-05-07,Truist Championship,1,72.0,4.0,5.0,0.0,4.0,5.0,9.0
,Pierceson Coody,pierceson coody,2026-05-07,Truist Championship,1,73.0,1.0,3.0,10.0,1.0,3.0,14.0
,Patrick Rodgers,patrick rodgers,2026-05-07,Truist Championship,1,69.0,3.0,3.0,4.0,3.0,4.0,11.0
,Adam Scott,adam scott,2026-05-07,Truist Championship,1,76.0,1.0,3.0,9.0,1.0,3.0,13.0
,Harris English,harris english,2026-05-07,Truist Championship,1,68.0,4.0,3.0,2.0,4.0,4.0,10.0
,J.T. Poston,j t poston,2026-05-07,Truist Championship,1,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,David Lipsky,david lipsky,2026-05-07,Truist Championship,1,67.0,6.0,2.0,2.0,6.0,2.0,10.0
,Brian Harman,brian harman,2026-05-07,Truist Championship,1,74.0,4.0,1.0,2.0,4.0,4.0,10.0
,Alex Noren,alex noren,2026-05-07,Truist Championship,1,71.0,1.0,3.0,8.0,1.0,4.0,13.0
,Nico Echavarria,nico echavarria,2026-05-07,Truist Championship,1,73.0,3.0,5.0,2.0,3.0,5.0,10.0
,Tony Finau,tony finau,2026-05-07,Truist Championship,1,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Corey Conners,corey conners,2026-05-07,Truist Championship,1,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Sam Burns,sam burns,2026-05-07,Truist Championship,1,74.0,3.0,4.0,2.0,3.0,5.0,10.0
,Taylor Pendrith,taylor pendrith,2026-05-07,Truist Championship,1,71.0,4.0,2.0,4.0,4.0,3.0,11.0
,Akshay Bhatia,akshay bhatia,2026-05-07,Truist Championship,1,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Andrew Putnam,andrew putnam,2026-05-07,Truist Championship,1,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Matt Wallace,matt wallace,2026-05-07,Truist Championship,1,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Bud Cauley,bud cauley,2026-05-07,Truist Championship,1,72.0,4.0,5.0,0.0,4.0,5.0,9.0
,Daniel Berger,daniel berger,2026-05-07,Truist Championship,1,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Justin Rose,justin rose,2026-05-07,Truist Championship,1,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Denny McCarthy,denny mccarthy,2026-05-07,Truist Championship,1,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Aldrich Potgieter,aldrich potgieter,2026-05-07,Truist Championship,1,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Webb Simpson,webb simpson,2026-05-07,Truist Championship,1,75.0,3.0,3.0,2.0,3.0,5.0,10.0
,Michael Kim,michael kim,2026-05-07,Truist Championship,1,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Mackenzie Hughes,mackenzie hughes,2026-05-07,Truist Championship,1,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Brian Campbell,brian campbell,2026-05-07,Truist Championship,1,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Max Homa,max homa,2026-05-07,Truist Championship,1,73.0,0.0,2.0,14.0,0.0,2.0,16.0
,Jhonattan Vegas,jhonattan vegas,2026-05-07,Truist Championship,1,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Matt Fitzpatrick,matt fitzpatrick,2026-05-07,Truist Championship,1,74.0,3.0,4.0,2.0,3.0,5.0,10.0
,Chandler Blanchet,chandler blanchet,2026-05-07,Truist Championship,1,73.0,2.0,4.0,6.0,2.0,4.0,12.0
,Jordan Spieth,jordan spieth,2026-05-07,Truist Championship,1,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Jacob Bridgeman,jacob bridgeman,2026-05-07,Truist Championship,1,69.0,3.0,1.0,6.0,3.0,3.0,12.0
,Xander Schauffele,xander schauffele,2026-05-07,Truist Championship,1,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Robert MacIntyre,robert macintyre,2026-05-07,Truist Championship,1,74.0,3.0,6.0,0.0,3.0,6.0,9.0
,Ricky Castillo,ricky castillo,2026-05-07,Truist Championship,1,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Ben Griffin,ben griffin,2026-05-07,Truist Championship,1,69.0,4.0,2.0,6.0,4.0,2.0,12.0
,Sepp Straka,sepp straka,2026-05-07,Truist Championship,1,66.0,5.0,0.0,8.0,5.0,0.0,13.0
,Ryan Gerard,ryan gerard,2026-05-07,Truist Championship,1,71.0,3.0,3.0,6.0,3.0,3.0,12.0
,Si Woo Kim,si woo kim,2026-05-07,Truist Championship,1,70.0,3.0,0.0,10.0,3.0,1.0,14.0
,Ryan Fox,ryan fox,2026-05-07,Truist Championship,1,73.0,3.0,3.0,4.0,3.0,4.0,11.0
,Jason Day,jason day,2026-05-07,Truist Championship,1,75.0,3.0,5.0,0.0,3.0,6.0,9.0
,Sahith Theegala,sahith theegala,2026-05-07,Truist Championship,1,72.0,3.0,4.0,4.0,3.0,4.0,11.0
,Sam Stevens,sam stevens,2026-05-07,Truist Championship,1,74.0,2.0,5.0,4.0,2.0,5.0,11.0
,Hideki Matsuyama,hideki matsuyama,2026-05-07,Truist Championship,1,72.0,2.0,3.0,8.0,2.0,3.0,13.0
,Tom Hoge,tom hoge,2026-05-07,Truist Championship,1,70.0,3.0,2.0,8.0,3.0,2.0,13.0
,Brandt Snedeker,brandt snedeker,2026-05-07,ONEflight Myrtle Beach Classic,1,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Mark Hubbard,mark hubbard,2026-05-07,ONEflight Myrtle Beach Classic,1,66.0,7.0,2.0,0.0,7.0,2.0,9.0
,Beau Hossler,beau hossler,2026-05-07,ONEflight Myrtle Beach Classic,1,68.0,3.0,0.0,12.0,3.0,0.0,15.0
,Eric Cole,eric cole,2026-05-07,ONEflight Myrtle Beach Classic,1,69.0,5.0,3.0,2.0,5.0,3.0,10.0
,Tom Kim,tom kim,2026-05-07,ONEflight Myrtle Beach Classic,1,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Christiaan Bezuidenhout,christiaan bezuidenhout,2026-05-07,ONEflight Myrtle Beach Classic,1,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Blades Brown,blades brown,2026-05-07,ONEflight Myrtle Beach Classic,1,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Mac Meissner,mac meissner,2026-05-07,ONEflight Myrtle Beach Classic,1,67.0,5.0,1.0,6.0,5.0,1.0,12.0
,Paul Peterson,paul peterson,2026-05-07,ONEflight Myrtle Beach Classic,1,66.0,6.0,1.0,4.0,6.0,1.0,11.0
,Brooks Koepka,brooks koepka,2026-05-07,ONEflight Myrtle Beach Classic,1,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Davis Thompson,davis thompson,2026-05-07,ONEflight Myrtle Beach Classic,1,70.0,2.0,1.0,12.0,2.0,1.0,15.0
,Zecheng Dou,zecheng dou,2026-05-07,ONEflight Myrtle Beach Classic,1,71.0,4.0,4.0,2.0,4.0,4.0,10.0
,Keita Nakajima,keita nakajima,2026-05-07,ONEflight Myrtle Beach Classic,1,65.0,6.0,0.0,6.0,6.0,0.0,12.0
,Taylor Moore,taylor moore,2026-05-07,ONEflight Myrtle Beach Classic,1,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Sam Ryder,sam ryder,2026-05-07,ONEflight Myrtle Beach Classic,1,68.0,5.0,2.0,4.0,5.0,2.0,11.0
,Jackson Suber,jackson suber,2026-05-07,ONEflight Myrtle Beach Classic,1,69.0,5.0,1.0,4.0,5.0,2.0,11.0
,Patrick Fishburn,patrick fishburn,2026-05-07,ONEflight Myrtle Beach Classic,1,69.0,3.0,1.0,10.0,3.0,1.0,14.0
,Brice Garnett,brice garnett,2026-05-07,ONEflight Myrtle Beach Classic,1,75.0,2.0,6.0,2.0,2.0,6.0,10.0
,Doug Ghim,doug ghim,2026-05-07,ONEflight Myrtle Beach Classic,1,68.0,6.0,1.0,2.0,6.0,2.0,10.0
,Austin Eckroat,austin eckroat,2026-05-07,ONEflight Myrtle Beach Classic,1,67.0,4.0,0.0,10.0,4.0,0.0,14.0
,Zach Bauchou,zach bauchou,2026-05-07,ONEflight Myrtle Beach Classic,1,71.0,3.0,1.0,8.0,3.0,2.0,13.0
