projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,delta_pct,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier
11473117,218272,Travis Sanheim,PHI,D,Assists,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,assists,SKATER,PIT,0,8477948,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
11473118,218272,Travis Sanheim,PHI,D,Points,0.5,,demon,False,PIT,PHI,PIT,2026-04-18T20:00:00.000-04:00,152645,2026-04-17T13:00:11Z,,points,SKATER,PIT,0,8477948,False,,3.101,0.0,0.0,3.478,0.0,0.0,69.0,15.0,SOLID
11470164,218693,Andrei Svechnikov,CAR,F,Shots On Goal,2.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8480830,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470169,218268,Brady Tkachuk,OTT,F,Shots On Goal,2.5,,goblin,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,CAR,0,8480801,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470181,231106,Dylan Cozens,OTT,F,Shots On Goal,2.5,,demon,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,CAR,0,8481528,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470222,265264,Nikolaj Ehlers,CAR,F,Shots On Goal,2.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8477940,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470232,218224,Sebastian Aho,CAR,F,Shots On Goal,2.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8478427,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470238,61274,Seth Jarvis,CAR,F,Shots On Goal,2.5,2.5,standard,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,1.0,shots_on_goal,SKATER,OTT,1,8482093,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470165,61209,Artem Zub,OTT,D,Blocked Shots,1.5,,goblin,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,blocked_shots,SKATER,CAR,0,8482245,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470192,232486,Jackson Blake,CAR,F,Shots On Goal,1.5,,goblin,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8482809,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470194,218220,Jake Sanderson,OTT,D,Blocked Shots,1.5,,goblin,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,blocked_shots,SKATER,CAR,0,8482105,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470198,218220,Jake Sanderson,OTT,D,Shots On Goal,1.5,,goblin,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,CAR,0,8482105,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470212,231268,Logan Stankoven,CAR,F,Shots On Goal,1.5,,goblin,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8482702,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470226,231718,Sean Walker,CAR,D,Shots On Goal,1.5,,goblin,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,shots_on_goal,SKATER,OTT,1,8480336,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470242,88000,Shane Pinto,OTT,F,Shots On Goal,1.5,1.5,standard,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,1.0,shots_on_goal,SKATER,CAR,0,8481596,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11470247,218704,Shayne Gostisbehere,CAR,D,Shots On Goal,1.5,1.5,standard,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,1.0,shots_on_goal,SKATER,OTT,1,8476906,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11470253,226405,Taylor Hall,CAR,F,Shots On Goal,1.5,1.5,standard,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,1.0,shots_on_goal,SKATER,OTT,1,8447463,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11472827,218693,Andrei Svechnikov,CAR,F,Points,1.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,OTT,1,8480830,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11472828,218268,Brady Tkachuk,OTT,F,Points,1.5,,demon,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,CAR,0,8480801,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11472829,218217,Drake Batherson,OTT,F,Points,1.5,,demon,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,CAR,0,8480208,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11472830,231106,Dylan Cozens,OTT,F,Points,1.5,,demon,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,CAR,0,8481528,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
11472831,232486,Jackson Blake,CAR,F,Points,1.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,OTT,1,8482809,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11472832,231268,Logan Stankoven,CAR,F,Points,1.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,OTT,1,8482702,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11472833,61274,Seth Jarvis,CAR,F,Points,1.5,,demon,False,OTT,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,OTT,1,8482093,False,,3.103,0.0,0.0,3.368,0.0,0.0,68.0,17.0,AVERAGE
11472834,218269,Thomas Chabot,OTT,D,Points,1.5,,demon,False,CAR,OTT,CAR,2026-04-18T15:00:00.000-04:00,152643,2026-04-17T15:00:12Z,,points,SKATER,CAR,0,8478469,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID
