PLAYER_NAME,PLAYER_NORM,TEAM,season_avg,games,avg_toi,category,team_slate,team_def_key,rank_on_team,leader_side,PLAYER_NAME_split,n_games,n_elite,n_weak,avg_delta_all,avg_delta_vs_elite,avg_delta_vs_weak,avg_delta_vs_mid,def_rank_corr,weak_over_rate,elite_over_rate,def_boost,overperform_vs_weak,fades_vs_elite
Victor Mancini,victor mancini,VAN,0.5714285714285714,14,13.802380952380954,shots,VAN,VAN,2,bottom,Victor Mancini,11,3,3,0.5031609804337077,0.6666666666666666,0.15384615384615385,0.6146464646464647,-0.11470614043161788,0.3333333333333333,0.6666666666666666,-0.5128205128205128,False,False
Marcus Pettersson,marcus pettersson,VAN,0.68,25,22.068,shots,VAN,VAN,3,bottom,Marcus Pettersson,22,5,8,-0.23315885241485468,-0.011535087719298209,-0.34004329004329004,-0.26127477713155467,-0.1333537723780001,0.375,0.4,-0.3285082023239918,False,False
Jake DeBrusk,jake debrusk,VAN,2.52,25,16.035333333333334,shots,VAN,VAN,1,top,Jake DeBrusk,22,5,8,0.8188947352039779,0.18289473684210522,1.117167207792208,0.9070969808821471,0.10716541992298022,0.5,0.4,0.9342724709501027,False,False
Evander Kane,evander kane,VAN,2.3333333333333335,15,14.844444444444443,shots,VAN,VAN,2,top,Evander Kane,12,2,5,-0.08094313094313092,0.7596153846153846,0.12000000000000002,-0.618109668109668,0.1637882695722165,0.4,0.5,-0.6396153846153846,False,False
Filip Hronek,filip hronek,VAN,2.28,25,26.302666666666667,shots,VAN,VAN,3,top,Filip Hronek,22,5,8,0.2664852248188131,-0.6238596491228071,1.0779626623376624,0.0398079881029583,0.39428924565038287,0.625,0.0,1.7018223114604694,True,True
Keegan Kolesar,keegan kolesar,VGK,0.024390243902439025,41,11.071138211382115,assists,VGK,VGK,1,bottom,Keegan Kolesar,38,10,17,-0.0025897179948058137,0.07880616124037176,-0.03599331691081758,-0.024962228065676342,-0.24424545949365295,0.0,0.1,-0.11479947815118935,False,False
Cole Smith,cole smith,VGK,0.05405405405405406,37,11.65045045045045,assists,VGK,VGK,2,bottom,Cole Smith,37,9,17,0.030359238272859468,-0.023724804426558815,-0.02177972016821219,0.15518820898131247,-0.13217878046850634,0.0,0.0,0.001945084258346625,False,False
Ben Hutton,ben hutton,VGK,0.08333333333333333,12,13.079166666666666,assists,VGK,VGK,3,bottom,Ben Hutton,9,1,8,0.1111111111111111,1.0,0.0,,-0.9946917938265513,0.0,1.0,-1.0,False,False
Jack Eichel,jack eichel,VGK,0.8,40,21.515,assists,VGK,VGK,1,top,Jack Eichel,37,9,17,0.29763939094832453,-0.11565912355386038,0.3990778145004617,0.47902424823317324,0.1361980900897037,0.5294117647058824,0.3333333333333333,0.5147369380543221,False,False
Mitch Marner,mitch marner,VGK,0.7,40,20.471666666666668,assists,VGK,VGK,2,top,Mitch Marner,37,9,17,0.0770930115289578,-0.15636032214979587,0.05916812893354962,0.2958023758226598,0.11253871401090881,0.47058823529411764,0.4444444444444444,0.21552845108334548,False,True
Ivan Barbashev,ivan barbashev,VGK,0.4878048780487805,41,16.79268292682927,assists,VGK,VGK,3,top,Ivan Barbashev,38,10,17,0.1336772741097123,-0.06518834768834768,0.15854660287022737,0.27602978584169807,0.09380374717494692,0.5294117647058824,0.3,0.22373495055857506,False,False
Ben Hutton,ben hutton,VGK,0.0,12,13.079166666666666,goals,VGK,VGK,1,bottom,Ben Hutton,9,1,8,0.0,0.0,0.0,,,0.0,0.0,0.0,False,False
Kaedan Korczak,kaedan korczak,VGK,0.0,33,13.05151515151515,goals,VGK,VGK,2,bottom,Kaedan Korczak,30,8,11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False
Noah Hanifin,noah hanifin,VGK,0.025,40,22.134999999999998,goals,VGK,VGK,3,bottom,Noah Hanifin,37,9,17,-0.02622188393521737,-0.06468427170181557,0.008293629322495444,-0.04809481443355683,0.12312931428464843,0.058823529411764705,0.0,0.07297790102431101,False,False
Pavel Dorofeyev,pavel dorofeyev,VGK,0.5121951219512195,41,17.378455284552846,goals,VGK,VGK,1,top,Pavel Dorofeyev,38,10,17,-0.024849043163904353,-0.271920442052021,-0.03683573360007261,0.21828620468118903,0.0846698279167084,0.29411764705882354,0.3,0.23508470845194837,False,True
Mark Stone,mark stone,VGK,0.4,30,18.601666666666667,goals,VGK,VGK,2,top,Mark Stone,27,6,13,0.20902548375589416,0.29184113300492615,0.3408996667820197,-0.06738180059833379,0.015982809455088596,0.38461538461538464,0.5,0.04905853377709357,False,False
Mitch Marner,mitch marner,VGK,0.375,40,20.471666666666668,goals,VGK,VGK,3,top,Mitch Marner,37,9,17,0.08967886565235689,-0.2279360331991911,0.015261707252529995,0.4645539367851741,0.17988822032548574,0.23529411764705882,0.1111111111111111,0.24319774045172107,False,True
Keegan Kolesar,keegan kolesar,VGK,0.07317073170731707,41,11.071138211382115,points,VGK,VGK,1,bottom,Keegan Kolesar,38,10,17,0.011237261348138345,0.13742001478843585,-0.01806506519418416,-0.05818891894127003,-0.20243759697638677,0.058823529411764705,0.2,-0.15548507998262,False,False
Ben Hutton,ben hutton,VGK,0.08333333333333333,12,13.079166666666666,points,VGK,VGK,2,bottom,Ben Hutton,9,1,8,0.1111111111111111,1.0,0.0,,-0.9946917938265513,0.0,1.0,-1.0,False,False
Jeremy Lauzon,jeremy lauzon,VGK,0.12903225806451613,31,16.60430107526882,points,VGK,VGK,3,bottom,Jeremy Lauzon,28,6,11,0.04943041311481471,-0.07020687645687645,0.26212989460398267,-0.09801236497161261,0.3396924085503106,0.2727272727272727,0.0,0.3323367710608591,False,False
Mitch Marner,mitch marner,VGK,1.075,40,20.471666666666668,points,VGK,VGK,1,top,Mitch Marner,37,9,17,0.16677187718131478,-0.384296355348987,0.07442983618607961,0.7603563126078338,0.1859145823421235,0.47058823529411764,0.4444444444444444,0.4587261915350666,False,True
Jack Eichel,jack eichel,VGK,1.0,40,21.515,points,VGK,VGK,2,top,Jack Eichel,37,9,17,0.2978624464333294,0.11325594922086152,0.29557390871854067,0.45244095698456754,0.0024295325660504048,0.47058823529411764,0.4444444444444444,0.18231795949767915,False,False
Pavel Dorofeyev,pavel dorofeyev,VGK,0.8292682926829268,41,17.378455284552846,points,VGK,VGK,3,top,Pavel Dorofeyev,38,10,17,-0.08040876812599862,-0.24574197909724224,-0.12376536304804396,0.13689979763647478,0.04511185546650372,0.5294117647058824,0.4,0.12197661604919828,False,True
