Unnamed: 0,Line,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Unnamed: 53,Player.1,Unnamed: 55,Unnamed: 56,season_id,sit,team_filter,fetched_at,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Player,Team,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %,Player 2,line_sit,source
3,Shayne Gostisbehere - K'Andre Miller,,50.0,4:30,8.0,2.0,80.00,5.0,2.0,71.43,4.0,0.0,100.00,0.0,0.0,-,0.39,0.16,70.94,4.0,1.0,80.00,0.0,0.0,-,0.0,0.0,-,4.0,1.0,80.00,0.0,0.0,-,5.0,1.0,83.33,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,7.0,-,1.0,0.0,0.0,100.00,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,pp,pairings
4,Shayne Gostisbehere - Sean Walker,,54.0,2:36,3.0,0.0,100.00,3.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.3,0.0,100.00,3.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,2.0,-,2.0,0.0,0.0,100.00,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,pp,pairings
5,Mike Reilly - Sean Walker,,41.0,2:16,4.0,0.0,100.00,2.0,0.0,100.00,2.0,0.0,100.00,0.0,0.0,-,0.09,0.0,100.00,3.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,1.0,0.0,0.0,4.0,100.00,3.0,1.0,0.0,100.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,pp,pairings
6,Jalen Chatfield - K'Andre Miller,,64.0,1:27,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,1.0,3.0,0.0,6.0,100.00,1.0,3.0,0.0,100.00,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,pp,pairings
7,Jaccob Slavin - Jalen Chatfield,,38.0,1:24,4.0,1.0,80.00,4.0,1.0,80.00,2.0,1.0,66.67,0.0,0.0,-,0.44,0.0,99.62,3.0,0.0,100.00,3.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,5.0,0.0,100.00,0.0,0.0,-,0.00,100.00,1.000,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,5.0,1.0,0.0,2.0,100.00,6.0,1.0,0.0,100.00,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Chatfield,pp,pairings
8,K'Andre Miller - Alexander Nikishin,,71.0,1:23,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,6.0,-,0.0,0.0,0.0,-,K'Andre Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
9,Jalen Chatfield - Alexander Nikishin,,71.0,0:59,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,1.0,1.0,0.0,3.0,100.00,1.0,1.0,0.0,100.00,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
10,Jaccob Slavin - Alexander Nikishin,,39.0,0:45,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.75,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,100.00,-,1.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,-,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
11,Shayne Gostisbehere - Alexander Nikishin,,54.0,0:38,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
12,Shayne Gostisbehere - Jaccob Slavin,,25.0,0:32,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaccob Slavin,pp,pairings
13,Jaccob Slavin - K'Andre Miller,,38.0,0:31,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,-,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K'Andre Miller,pp,pairings
14,Mike Reilly - Alexander Nikishin,,41.0,0:23,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.17,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,-,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Nikishin,pp,pairings
15,Mike Reilly - Jalen Chatfield,,32.0,0:20,1.0,0.0,100.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,0.0,-,0.02,0.0,100.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,1.0,1.0,0.00,0.0,0.0,1.0,0.00,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Chatfield,pp,pairings
16,Jalen Chatfield - Sean Walker,,72.0,0:18,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Jalen Chatfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,pp,pairings
17,Alexander Nikishin - Joel Nystrom,,37.0,0:18,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,1.0,1.0,0.0,0.0,100.00,1.0,1.0,0.0,100.00,Alexander Nikishin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,pp,pairings
18,Jaccob Slavin - Sean Walker,,39.0,0:15,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Jaccob Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean Walker,pp,pairings
19,Mike Reilly - Joel Nystrom,,22.0,0:10,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,pp,pairings
20,Sean Walker - Joel Nystrom,,37.0,0:10,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,1.0,0.0,0.0,0.0,100.00,1.0,0.0,0.0,100.00,Sean Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,pp,pairings
21,Mike Reilly - Jaccob Slavin,,11.0,0:04,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,-,Mike Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaccob Slavin,pp,pairings
22,Shayne Gostisbehere - Joel Nystrom,,23.0,0:03,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,pp,pairings
23,K'Andre Miller - Joel Nystrom,,29.0,0:03,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,1.0,0.0,0.0,-,0.0,1.0,0.0,-,K'Andre Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Nystrom,pp,pairings
24,Shayne Gostisbehere - Jalen Chatfield,,47.0,0:02,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,,,,,,,,,,,,,,20252026,pp,CAR,2026-06-09T17:04:24.417684+00:00,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,Shayne Gostisbehere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jalen Chatfield,pp,pairings
1,Brayden McNabb - Shea Theodore,,55.0,838:48,885.0,726.0,54.93,637.0,496.0,56.22,432.0,305.0,58.62,34.0,26.0,56.67,39.3,28.92,57.60,421.0,332.0,55.91,165.0,123.0,57.29,17.0,9.0,65.38,256.0,209.0,55.05,12.0,14.0,46.15,526.0,422.0,55.49,5.0,3.0,62.50,7.87,91.48,0.993,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,148.0,186.0,141.0,352.0,51.21,302.0,275.0,273.0,52.52,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea Theodore,5v5,pairings
2,Noah Hanifin - Zach Whitecloud,,37.0,449:02,424.0,371.0,53.33,304.0,269.0,53.05,203.0,173.0,53.99,17.0,20.0,45.95,17.15,17.39,49.66,180.0,185.0,49.32,80.0,76.0,51.28,9.0,15.0,37.50,100.0,109.0,47.85,4.0,4.0,50.00,280.0,204.0,57.85,4.0,1.0,80.00,8.37,88.44,0.968,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,65.0,117.0,51.0,140.0,56.03,157.0,162.0,108.0,59.25,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
3,Noah Hanifin - Rasmus Andersson,,32.0,432:37,420.0,394.0,51.60,297.0,278.0,51.65,197.0,179.0,52.39,22.0,18.0,55.00,19.75,15.84,55.49,190.0,153.0,55.39,82.0,62.0,56.94,8.0,5.0,61.54,108.0,91.0,54.27,11.0,7.0,61.11,300.0,256.0,53.96,3.0,6.0,33.33,11.17,89.94,1.011,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,114.0,116.0,53.0,214.0,68.26,204.0,156.0,119.0,63.16,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,5v5,pairings
4,Jeremy Lauzon - Kaedan Korczak,,64.0,423:50,375.0,361.0,50.95,267.0,246.0,52.05,167.0,141.0,54.22,19.0,15.0,55.88,16.13,14.24,53.10,184.0,166.0,52.57,80.0,56.0,58.82,10.0,10.0,50.00,104.0,110.0,48.60,6.0,2.0,75.00,212.0,216.0,49.53,3.0,3.0,50.00,11.38,89.36,1.007,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,48.0,109.0,60.0,287.0,44.44,113.0,150.0,125.0,47.48,Jeremy Lauzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
5,Ben Hutton - Kaedan Korczak,,51.0,338:14,302.0,296.0,50.50,211.0,197.0,51.72,129.0,125.0,50.79,17.0,12.0,58.62,12.56,11.05,53.19,147.0,131.0,52.88,58.0,45.0,56.31,10.0,7.0,58.82,89.0,86.0,50.86,5.0,2.0,71.43,175.0,158.0,52.55,2.0,3.0,40.00,13.18,90.40,1.036,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,43.0,59.0,17.0,261.0,71.67,110.0,95.0,50.0,68.75,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
6,Shea Theodore - Jeremy Lauzon,,56.0,282:33,242.0,259.0,48.30,175.0,191.0,47.81,119.0,121.0,49.58,14.0,13.0,51.85,11.47,12.33,48.19,112.0,119.0,48.48,54.0,47.0,53.47,6.0,8.0,42.86,58.0,72.0,44.62,5.0,4.0,55.56,150.0,165.0,47.62,3.0,1.0,75.00,11.76,89.26,1.010,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,26.0,67.0,52.0,184.0,33.33,96.0,96.0,105.0,47.76,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
7,Noah Hanifin - Kaedan Korczak,,67.0,218:32,234.0,182.0,56.25,153.0,133.0,53.50,104.0,81.0,56.22,4.0,8.0,33.33,10.73,8.24,56.57,124.0,80.0,60.78,55.0,34.0,61.80,2.0,1.0,66.67,69.0,46.0,60.00,1.0,4.0,20.00,115.0,111.0,50.88,1.0,3.0,25.00,3.85,90.12,0.940,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,24.0,34.0,29.0,155.0,45.28,59.0,47.0,51.0,53.64,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
8,Brayden McNabb - Kaedan Korczak,,59.0,170:23,149.0,166.0,47.30,113.0,113.0,50.00,66.0,70.0,48.53,8.0,9.0,47.06,8.16,7.37,52.54,91.0,85.0,51.70,44.0,30.0,59.46,4.0,3.0,57.14,47.0,55.0,46.08,4.0,2.0,66.67,51.0,83.0,38.06,0.0,4.0,0.00,12.12,87.14,0.993,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,11.0,36.0,20.0,140.0,35.48,28.0,52.0,42.0,40.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
9,Ben Hutton - Zach Whitecloud,,40.0,147:42,159.0,137.0,53.72,107.0,100.0,51.69,71.0,69.0,50.71,9.0,8.0,52.94,6.16,6.76,47.67,63.0,68.0,48.09,28.0,31.0,47.46,5.0,6.0,45.45,35.0,37.0,48.61,2.0,2.0,50.00,104.0,73.0,58.76,2.0,0.0,100.00,12.68,88.41,1.011,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,21.0,26.0,22.0,112.0,48.84,45.0,38.0,35.0,56.25,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
10,Ben Hutton - Noah Hanifin,,44.0,144:17,132.0,133.0,49.81,101.0,94.0,51.79,68.0,55.0,55.28,8.0,7.0,53.33,7.99,5.87,57.65,71.0,63.0,52.99,40.0,28.0,58.82,7.0,4.0,63.64,31.0,35.0,46.97,0.0,1.0,0.00,83.0,78.0,51.55,1.0,2.0,33.33,11.76,87.27,0.990,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,32.0,23.0,17.0,123.0,65.31,55.0,38.0,38.0,59.14,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,5v5,pairings
11,Rasmus Andersson - Jeremy Lauzon,,33.0,128:17,130.0,96.0,57.52,96.0,72.0,57.14,59.0,45.0,56.73,2.0,8.0,20.00,6.88,4.87,58.55,64.0,51.0,55.65,31.0,22.0,58.49,2.0,4.0,33.33,33.0,29.0,53.23,0.0,4.0,0.00,80.0,51.0,61.07,0.0,0.0,-,3.39,82.22,0.856,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,21.0,44.0,18.0,116.0,53.85,49.0,58.0,36.0,57.65,Rasmus Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
12,Jeremy Lauzon - Zach Whitecloud,,33.0,109:04,96.0,134.0,41.74,66.0,95.0,40.99,41.0,52.0,44.09,4.0,8.0,33.33,3.89,5.83,40.01,41.0,70.0,36.94,20.0,25.0,44.44,4.0,3.0,57.14,21.0,45.0,31.82,0.0,1.0,0.00,54.0,73.0,42.52,0.0,4.0,0.00,9.76,84.62,0.944,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,10.0,24.0,10.0,102.0,50.00,27.0,36.0,27.0,50.00,Jeremy Lauzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
13,Shea Theodore - Noah Hanifin,,60.0,58:27,77.0,40.0,65.81,59.0,34.0,63.44,42.0,20.0,67.74,5.0,1.0,83.33,3.81,1.96,66.04,37.0,21.0,63.79,16.0,9.0,64.00,2.0,1.0,66.67,21.0,12.0,63.64,1.0,0.0,100.00,40.0,16.0,71.43,2.0,0.0,100.00,11.90,95.00,1.069,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,7.0,1.0,0.0,137.0,100.00,10.0,2.0,6.0,62.50,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,5v5,pairings
14,Ben Hutton - Jeremy Lauzon,,41.0,46:52,45.0,43.0,51.14,32.0,28.0,53.33,20.0,18.0,52.63,0.0,2.0,0.00,1.93,1.81,51.65,22.0,18.0,55.00,7.0,7.0,50.00,0.0,1.0,0.00,15.0,11.0,57.69,0.0,0.0,-,21.0,20.0,51.22,0.0,1.0,0.00,0.00,88.89,0.889,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,4.0,13.0,1.0,65.0,80.00,11.0,17.0,5.0,68.75,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
15,Ben Hutton - Dylan Coghlan,,3.0,37:18,40.0,37.0,51.95,27.0,28.0,49.09,17.0,14.0,54.84,3.0,2.0,60.00,1.81,1.83,49.83,17.0,19.0,47.22,8.0,8.0,50.00,2.0,1.0,66.67,9.0,11.0,45.00,1.0,0.0,100.00,27.0,19.0,58.70,0.0,1.0,0.00,17.65,85.71,1.034,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,11.0,8.0,2.0,15.0,84.62,18.0,11.0,6.0,75.00,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan Coghlan,5v5,pairings
16,Ben Hutton - Shea Theodore,,43.0,33:48,38.0,37.0,50.67,28.0,29.0,49.12,22.0,18.0,55.00,2.0,0.0,100.00,2.87,1.52,65.39,27.0,16.0,62.79,12.0,6.0,66.67,2.0,0.0,100.00,15.0,10.0,60.00,0.0,0.0,-,13.0,21.0,38.24,0.0,0.0,-,9.09,100.00,1.091,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,5.0,2.0,0.0,82.0,100.00,11.0,3.0,2.0,84.62,Ben Hutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shea Theodore,5v5,pairings
17,Brayden McNabb - Zach Whitecloud,,38.0,27:59,14.0,28.0,33.33,9.0,17.0,34.62,5.0,8.0,38.46,1.0,2.0,33.33,0.79,1.15,40.67,8.0,14.0,36.36,4.0,5.0,44.44,0.0,1.0,0.00,4.0,9.0,30.77,0.0,1.0,0.00,4.0,14.0,22.22,1.0,0.0,100.00,20.00,75.00,0.950,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,2.0,0.0,81.0,100.00,1.0,6.0,4.0,20.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zach Whitecloud,5v5,pairings
18,Brayden McNabb - Noah Hanifin,,52.0,26:18,26.0,26.0,50.00,20.0,18.0,52.63,12.0,12.0,50.00,1.0,1.0,50.00,1.97,1.08,64.43,14.0,16.0,46.67,8.0,5.0,61.54,1.0,0.0,100.00,6.0,11.0,35.29,0.0,1.0,0.00,8.0,11.0,42.11,0.0,0.0,-,8.33,91.67,1.000,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,166.0,-,0.0,1.0,4.0,0.00,Brayden McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Hanifin,5v5,pairings
19,Shea Theodore - Kaedan Korczak,,66.0,25:33,30.0,17.0,63.83,24.0,13.0,64.86,18.0,5.0,78.26,3.0,0.0,100.00,1.82,0.65,73.59,16.0,10.0,61.54,11.0,4.0,73.33,3.0,0.0,100.00,5.0,6.0,45.45,0.0,0.0,-,11.0,5.0,68.75,0.0,0.0,-,16.67,100.00,1.167,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,1.0,1.0,110.0,0.00,1.0,1.0,2.0,33.33,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaedan Korczak,5v5,pairings
20,Shea Theodore - Rasmus Andersson,,32.0,23:52,33.0,27.0,55.00,28.0,18.0,60.87,17.0,10.0,62.96,0.0,1.0,0.00,1.61,1.27,55.96,13.0,13.0,50.00,5.0,5.0,50.00,0.0,1.0,0.00,8.0,8.0,50.00,0.0,0.0,-,16.0,11.0,59.26,0.0,0.0,-,0.00,90.00,0.900,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,1.0,0.0,0.0,89.0,100.00,2.0,0.0,0.0,100.00,Shea Theodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Andersson,5v5,pairings
21,Noah Hanifin - Jeremy Lauzon,,57.0,23:22,33.0,14.0,70.21,29.0,12.0,70.73,15.0,6.0,71.43,1.0,0.0,100.00,1.97,0.67,74.73,16.0,6.0,72.73,10.0,3.0,76.92,1.0,0.0,100.00,6.0,3.0,66.67,0.0,0.0,-,14.0,8.0,63.64,0.0,0.0,-,6.67,100.00,1.067,,,,,,,,,,,,,,20252026,5v5,VGK,2026-06-09T17:04:25.381821+00:00,0.0,0.0,0.0,136.0,-,0.0,0.0,1.0,0.00,Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeremy Lauzon,5v5,pairings
