sport,direction,pick_type,prop,bin_index,mean_pred,mean_true,gap,n_stratum
CBB,OVER,Standard,pa,2,0.6295244433720637,0.47368421052631576,0.15584023284574794,437
CBB,OVER,Standard,pa,3,0.879842982637104,0.45454545454545453,0.4252975280916495,437
CBB,OVER,Standard,pa,4,0.9008589996389486,0.4318181818181818,0.46904081782076673,437
CBB,OVER,Standard,pa,5,0.9034174883311965,0.4418604651162791,0.46155702321491743,437
CBB,OVER,Standard,pa,6,0.9050350108988262,0.5681818181818182,0.336853192717008,437
CBB,OVER,Standard,pa,7,0.906467685312442,0.46511627906976744,0.4413514062426746,437
CBB,OVER,Standard,pa,8,0.907941465507006,0.5909090909090909,0.3170323745979151,437
CBB,OVER,Standard,pa,9,0.9129586228632458,0.5227272727272727,0.3902313501359731,437
CBB,OVER,Standard,pr,0,0.3999336790670991,0.47058823529411764,0.07065455622701855,414
CBB,OVER,Standard,pr,1,0.5526219802755553,0.2898550724637681,0.2627669078117872,414
CBB,OVER,Standard,pr,2,0.5869471338696971,0.6428571428571429,0.0559100089874458,414
CBB,OVER,Standard,pr,3,0.6321746113154018,0.5,0.13217461131540176,414
CBB,OVER,Standard,pr,4,0.8777753332901851,0.34146341463414637,0.5363119186560388,414
CBB,OVER,Standard,pr,5,0.9010812935940096,0.43902439024390244,0.46205690335010713,414
CBB,OVER,Standard,pr,6,0.9036738018613607,0.35714285714285715,0.5465309447185036,414
CBB,OVER,Standard,pr,7,0.9055495309373053,0.4878048780487805,0.4177446528885248,414
CBB,OVER,Standard,pr,8,0.9078294822349164,0.5365853658536586,0.37124411638125787,414
CBB,OVER,Standard,pr,9,0.9109203358786692,0.5952380952380952,0.31568224064057393,414
CBB,OVER,Standard,pra,0,0.4117600700193531,0.46296296296296297,0.05120289294360986,408
CBB,OVER,Standard,pra,1,0.5574411495473373,0.4074074074074074,0.15003374213992987,408
CBB,OVER,Standard,pra,2,0.5926055036668221,0.6470588235294118,0.05445331986258972,408
CBB,OVER,Standard,pra,3,0.7827695273278447,0.5789473684210527,0.203822158906792,408
CBB,OVER,Standard,pra,4,0.8980641086915926,0.2926829268292683,0.6053811818623243,408
CBB,OVER,Standard,pra,5,0.9020359847711111,0.34146341463414637,0.5605725701369648,408
CBB,OVER,Standard,pra,6,0.9041369436936382,0.35,0.5541369436936382,408
CBB,OVER,Standard,pra,7,0.9059691527231317,0.43902439024390244,0.4669447624792293,408
CBB,OVER,Standard,pra,8,0.9083410467848583,0.5121951219512195,0.39614592483363875,408
CBB,OVER,Standard,pra,9,0.9140079152977432,0.7560975609756098,0.1579103543221334,408
CBB,OVER,Standard,pts,0,0.39538123474258347,0.5636363636363636,0.16825512889378014,544
CBB,OVER,Standard,pts,1,0.5509303113595772,0.3442622950819672,0.20666801627760994,544
CBB,OVER,Standard,pts,2,0.5912507717727157,0.4583333333333333,0.13291743843938236,544
CBB,OVER,Standard,pts,3,0.7292637610917588,0.4444444444444444,0.2848193166473144,544
CBB,OVER,Standard,pts,4,0.8977960996025389,0.2962962962962963,0.6014998033062426,544
CBB,OVER,Standard,pts,5,0.902937421350669,0.4444444444444444,0.4584929769062246,544
CBB,OVER,Standard,pts,6,0.9052222675668071,0.5272727272727272,0.3779495402940799,544
CBB,OVER,Standard,pts,7,0.906606219979608,0.48148148148148145,0.42512473849812654,544
CBB,OVER,Standard,pts,8,0.9079692672522296,0.5185185185185185,0.3894507487337111,544
CBB,OVER,Standard,pts,9,0.9142151892590241,0.5818181818181818,0.33239700744084233,544
CBB,OVER,Standard,ra,0,0.27174403281833326,0.4642857142857143,0.19254168146738104,251
CBB,OVER,Standard,ra,1,0.46665178766085436,0.5,0.033348212339145644,251
CBB,OVER,Standard,ra,2,0.501036426054437,0.6666666666666666,0.16563024061222964,251
CBB,OVER,Standard,ra,3,0.5437922997130324,0.36666666666666664,0.1771256330463658,251
CBB,OVER,Standard,ra,4,0.6154628432854742,0.45,0.16546284328547417,251
CBB,OVER,Standard,ra,5,0.8218977932733408,0.6,0.2218977932733408,251
CBB,OVER,Standard,ra,6,0.9009564496270921,0.46153846153846156,0.43941798808863053,251
CBB,OVER,Standard,ra,7,0.9057499782280635,0.2916666666666667,0.6140833115613968,251
CBB,OVER,Standard,ra,8,0.9078625245920362,0.32,0.5878625245920361,251
CBB,OVER,Standard,ra,9,0.9095107303487207,0.56,0.3495107303487206,251
CBB,OVER,Standard,reb,0,0.22165716671239435,0.3181818181818182,0.09652465146942382,215
CBB,OVER,Standard,reb,1,0.38389813309608894,0.38095238095238093,0.0029457521437080136,215
CBB,OVER,Standard,reb,2,0.4858601488123981,0.40625,0.07961014881239808,215
CBB,OVER,Standard,reb,3,0.5227734313809514,0.26666666666666666,0.2561067647142848,215
CBB,OVER,Standard,reb,4,0.5595773874488147,0.3333333333333333,0.22624405411548137,215
CBB,OVER,Standard,reb,5,0.6057756693454585,0.2857142857142857,0.32006138363117276,215
CBB,OVER,Standard,reb,6,0.7494387603653185,0.42857142857142855,0.32086733179389,215
CBB,OVER,Standard,reb,7,0.8994720206361727,0.4090909090909091,0.4903811115452636,215
CBB,OVER,Standard,reb,8,0.9058992382207562,0.2857142857142857,0.6201849525064705,215
CBB,OVER,Standard,reb,9,0.9091371299306943,0.5,0.4091371299306943,215
CBB,OVER,Standard,stl,0,0.3950573133864145,0.26666666666666666,0.12839064671974781,117
CBB,OVER,Standard,stl,1,0.543034423065596,0.6923076923076923,0.14927326924209627,117
CBB,OVER,Standard,stl,2,0.6078257925531625,0.875,0.2671742074468375,117
CBB,OVER,Standard,stl,3,0.6458671529613255,0.36363636363636365,0.2822307893249618,117
CBB,OVER,Standard,stl,4,0.7040474648875548,0.6666666666666666,0.037380798220888134,117
CBB,OVER,Standard,stl,5,0.7737812365374562,0.6363636363636364,0.13741760017381988,117
CBB,OVER,Standard,stl,6,0.7878666418976644,0.6666666666666666,0.12119997523099779,117
CBB,OVER,Standard,stl,7,0.8573133506575042,0.45454545454545453,0.4027678961120497,117
CBB,OVER,Standard,stl,8,0.9074584578482588,0.5,0.40745845784825885,117
CBB,OVER,Standard,stl,9,0.916434500891881,0.6666666666666666,0.24976783422521442,117
CBB,UNDER,Standard,pa,0,0.40461772314497413,0.3,0.10461772314497414,393
CBB,UNDER,Standard,pa,1,0.4651031003374113,0.48717948717948717,0.022076386842075857,393
CBB,UNDER,Standard,pa,2,0.4952597662519497,0.5128205128205128,0.0175607465685631,393
CBB,UNDER,Standard,pa,3,0.5208282602291197,0.48717948717948717,0.033648773049632485,393
CBB,UNDER,Standard,pa,4,0.5397401039379408,0.475,0.06474010393794083,393
CBB,UNDER,Standard,pa,5,0.5597582446483246,0.5116279069767442,0.04813033767158037,393
CBB,UNDER,Standard,pa,6,0.5778301106969226,0.5555555555555556,0.022274555141367003,393
CBB,UNDER,Standard,pa,7,0.6055942580421901,0.5897435897435898,0.01585066829860038,393
CBB,UNDER,Standard,pa,8,0.6472661373771378,0.8717948717948718,0.22452873441773402,393
CBB,UNDER,Standard,pa,9,0.7405527669106043,0.7948717948717948,0.05431902796119048,393
CBB,UNDER,Standard,pr,0,0.3928868591778658,0.42,0.027113140822134174,498
CBB,UNDER,Standard,pr,1,0.46590111422017505,0.38,0.08590111422017505,498
CBB,UNDER,Standard,pr,2,0.49366976232093784,0.46,0.033669762320937824,498
CBB,UNDER,Standard,pr,3,0.5181734247242183,0.5102040816326531,0.007969343091565273,498
CBB,UNDER,Standard,pr,4,0.5446488667765925,0.48,0.06464886677659254,498
CBB,UNDER,Standard,pr,5,0.5644911222076793,0.56,0.004491122207679221,498
CBB,UNDER,Standard,pr,6,0.5881702879148168,0.6851851851851852,0.09701489727036838,498
CBB,UNDER,Standard,pr,7,0.6250361529512689,0.6086956521739131,0.016340500777355826,498
CBB,UNDER,Standard,pr,8,0.6677217808136773,0.7,0.032278219186322676,498
CBB,UNDER,Standard,pr,9,0.7627887541576945,0.7959183673469388,0.033129613189244234,498
CBB,UNDER,Standard,pra,0,0.3770130922562864,0.3125,0.06451309225628638,474
CBB,UNDER,Standard,pra,1,0.47259526516378253,0.46808510638297873,0.004510158780803797,474
CBB,UNDER,Standard,pra,2,0.506673171781481,0.44680851063829785,0.05986466114318312,474
CBB,UNDER,Standard,pra,3,0.5286426396553925,0.5208333333333334,0.0078093063220591175,474
CBB,UNDER,Standard,pra,4,0.5560850501502971,0.54,0.016085050150297042,474
CBB,UNDER,Standard,pra,5,0.5788834833750583,0.5434782608695652,0.03540522250549316,474
CBB,UNDER,Standard,pra,6,0.6052470001534576,0.625,0.01975299984654244,474
CBB,UNDER,Standard,pra,7,0.6510850669093924,0.6444444444444445,0.006640622464947898,474
CBB,UNDER,Standard,pra,8,0.6900654635413438,0.6170212765957447,0.07304418694559911,474
CBB,UNDER,Standard,pra,9,0.7892553928322417,0.9375,0.14824460716775834,474
CBB,UNDER,Standard,pts,0,0.4202651455462619,0.32608695652173914,0.09417818902452274,454
CBB,UNDER,Standard,pts,1,0.4798427209463306,0.41304347826086957,0.06679924268546106,454
CBB,UNDER,Standard,pts,2,0.50105648026804,0.5,0.0010564802680399499,454
CBB,UNDER,Standard,pts,3,0.5204512115635044,0.5,0.02045121156350438,454
CBB,UNDER,Standard,pts,4,0.5369935158556166,0.4888888888888889,0.04810462696672774,454
CBB,UNDER,Standard,pts,5,0.5528768281433145,0.5555555555555556,0.0026787274122410665,454
CBB,UNDER,Standard,pts,6,0.5658733617213197,0.5217391304347826,0.04413423128653715,454
CBB,UNDER,Standard,pts,7,0.5829198287396031,0.6222222222222222,0.0393023934826191,454
CBB,UNDER,Standard,pts,8,0.6126860475412784,0.5333333333333333,0.0793527142079451,454
CBB,UNDER,Standard,pts,9,0.725042488843429,0.7391304347826086,0.014087945939179614,454
CBB,UNDER,Standard,ra,0,0.44983724987630047,0.5806451612903226,0.13080791141402215,307
CBB,UNDER,Standard,ra,1,0.49863660226012463,0.45161290322580644,0.04702369903431819,307
CBB,UNDER,Standard,ra,2,0.5200555213253669,0.5333333333333333,0.013277812007966405,307
CBB,UNDER,Standard,ra,3,0.5328098635925215,0.5806451612903226,0.04783529769780115,307
CBB,UNDER,Standard,ra,4,0.5459332546496782,0.5806451612903226,0.034711906640644385,307
CBB,UNDER,Standard,ra,5,0.5577324536050201,0.6,0.04226754639497987,307
CBB,UNDER,Standard,ra,6,0.5655210496846181,0.5483870967741935,0.017133952910424632,307
CBB,UNDER,Standard,ra,7,0.5774819183735368,0.5333333333333333,0.04414858504020347,307
CBB,UNDER,Standard,ra,8,0.5941266312897407,0.7096774193548387,0.115550788065098,307
CBB,UNDER,Standard,ra,9,0.6589305016903944,0.7741935483870968,0.1152630466967024,307
CBB,UNDER,Standard,reb,0,0.4373114015055363,0.41379310344827586,0.023518298057260467,290
CBB,UNDER,Standard,reb,1,0.48996506603587126,0.5862068965517241,0.09624183051585283,290
CBB,UNDER,Standard,reb,2,0.5169570670792818,0.4827586206896552,0.0341984463896266,290
CBB,UNDER,Standard,reb,3,0.5353200248379283,0.5517241379310345,0.016404113093106187,290
CBB,UNDER,Standard,reb,4,0.5518737365458211,0.5517241379310345,0.00014959861478658354,290
CBB,UNDER,Standard,reb,5,0.5636218167901841,0.5172413793103449,0.04638043747983922,290
CBB,UNDER,Standard,reb,6,0.5746129697552057,0.7931034482758621,0.2184904785206564,290
CBB,UNDER,Standard,reb,7,0.5874222976592014,0.5862068965517241,0.0012154011074773097,290
CBB,UNDER,Standard,reb,8,0.6047286963445775,0.7241379310344828,0.11940923468990527,290
CBB,UNDER,Standard,reb,9,0.6571805027805477,0.6206896551724138,0.036490847608133925,290
MLB,OVER,Goblin,Hits,0,0.3573850534927826,0.5852737570799245,0.22788870358714186,12076
MLB,OVER,Goblin,Hits,1,0.4820436241610759,0.6040268456375839,0.12198322147650803,12076
MLB,OVER,Goblin,Hits,2,0.5352583264291653,0.6263463131731566,0.09108798674399132,12076
MLB,OVER,Goblin,Hits,3,0.5699861198738349,0.5741324921135647,0.004146372239729801,12076
MLB,OVER,Goblin,Hits,4,0.5878607683352725,0.5785797438882422,0.009281024447030273,12076
MLB,OVER,Goblin,Hits,5,0.7190701508620679,0.5786637931034483,0.14040635775861965,12076
MLB,OVER,Goblin,Hits,6,0.7867929328621882,0.5530035335689046,0.23378939929328357,12076
MLB,OVER,Goblin,Hits,7,0.9673992430613968,0.6013456686291001,0.3660535744322967,12076
MLB,OVER,Goblin,Hits Allowed,0,0.3528383561643837,0.6746575342465754,0.3218191780821917,1240
MLB,OVER,Goblin,Hits Allowed,1,0.41359268292682916,0.6585365853658537,0.24494390243902453,1240
MLB,OVER,Goblin,Hits Allowed,2,0.477633606557377,0.6721311475409836,0.19449754098360655,1240
MLB,OVER,Goblin,Hits Allowed,3,0.529980891719746,0.6878980891719745,0.15791719745222843,1240
MLB,OVER,Goblin,Hits Allowed,4,0.6463809859154923,0.5774647887323944,0.06891619718309794,1240
MLB,OVER,Goblin,Hits Allowed,5,0.7801102702702744,0.6594594594594595,0.12065081081081486,1240
MLB,OVER,Goblin,Hits Allowed,6,0.8851400000000001,0.6533333333333333,0.23180666666666683,1240
MLB,OVER,Goblin,Hits+Runs+RBIs,0,0.5637623003194928,0.6134185303514377,0.04965623003194486,3113
MLB,OVER,Goblin,Hits+Runs+RBIs,1,0.791500000000001,0.5862068965517241,0.2052931034482769,3113
MLB,OVER,Goblin,Hits+Runs+RBIs,2,0.8500879999999986,0.6044444444444445,0.24564355555555417,3113
MLB,OVER,Goblin,Hits+Runs+RBIs,3,0.9992543925233649,0.6588785046728972,0.3403758878504677,3113
MLB,OVER,Goblin,Hitter Strikeouts,0,0.37912778929906243,0.6105350476980506,0.23140725839898812,8071
MLB,OVER,Goblin,Hitter Strikeouts,1,0.44657333333333327,0.5666666666666667,0.12009333333333339,8071
MLB,OVER,Goblin,Hitter Strikeouts,2,0.5167228159457105,0.6005089058524173,0.08378608990670688,8071
MLB,OVER,Goblin,Hitter Strikeouts,3,0.5328325791855182,0.6244343891402715,0.09160180995475331,8071
MLB,OVER,Goblin,Hitter Strikeouts,4,0.566749301143585,0.6302414231257941,0.0634921219822091,8071
MLB,OVER,Goblin,Hitter Strikeouts,5,0.6365049751243796,0.6293532338308457,0.007151741293533909,8071
MLB,OVER,Goblin,Hitter Strikeouts,6,0.7747328409090972,0.6,0.17473284090909724,8071
MLB,OVER,Goblin,Hitter Strikeouts,7,0.9900673602080622,0.6469440832249674,0.34312327698309475,8071
MLB,OVER,Goblin,Pitcher Fantasy Score,0,0.5146962962962961,0.5925925925925926,0.07789629629629646,225
MLB,OVER,Goblin,Pitcher Fantasy Score,1,0.6283157894736842,0.7368421052631579,0.10852631578947369,225
MLB,OVER,Goblin,Pitcher Fantasy Score,2,0.6605739130434785,0.782608695652174,0.12203478260869549,225
MLB,OVER,Goblin,Pitcher Fantasy Score,3,0.6702999999999985,0.656934306569343,0.013365693430655412,225
MLB,OVER,Goblin,Pitcher Fantasy Score,4,0.7186842105263158,0.6842105263157895,0.03447368421052632,225
MLB,OVER,Goblin,Pitcher Strikeouts,0,0.3368727272727271,0.6303030303030303,0.29343030303030315,1393
MLB,OVER,Goblin,Pitcher Strikeouts,1,0.44246136363636385,0.625,0.18253863636363615,1393
MLB,OVER,Goblin,Pitcher Strikeouts,2,0.5279446808510638,0.7021276595744681,0.17418297872340427,1393
MLB,OVER,Goblin,Pitcher Strikeouts,3,0.6175749999999995,0.6610169491525424,0.04344194915254285,1393
MLB,OVER,Goblin,Pitcher Strikeouts,4,0.6415634146341466,0.7560975609756098,0.1145341463414632,1393
MLB,OVER,Goblin,Pitcher Strikeouts,5,0.7135535211267591,0.7112676056338029,0.002285915492956203,1393
MLB,OVER,Goblin,Pitcher Strikeouts,6,0.7893355400696915,0.6480836236933798,0.14125191637631174,1393
MLB,OVER,Goblin,Pitcher Strikeouts,7,0.8870710937499993,0.6640625,0.22300859374999926,1393
MLB,OVER,Goblin,Pitches Thrown,0,0.327365,0.675,0.347635,374
MLB,OVER,Goblin,Pitches Thrown,1,0.44591081081081063,0.6216216216216216,0.17571081081081097,374
MLB,OVER,Goblin,Pitches Thrown,2,0.5548085106382981,0.6595744680851063,0.10476595744680828,374
MLB,OVER,Goblin,Pitches Thrown,3,0.5769615384615385,0.5384615384615384,0.03850000000000009,374
MLB,OVER,Goblin,Pitches Thrown,4,0.590932558139535,0.7441860465116279,0.15325348837209285,374
MLB,OVER,Goblin,Pitches Thrown,5,0.6669661157024783,0.7107438016528925,0.0437776859504142,374
MLB,OVER,Goblin,Pitches Thrown,6,0.7037000000000001,0.6956521739130435,0.008047826086956644,374
MLB,OVER,Goblin,Pitches Thrown,7,0.738157142857143,0.7857142857142857,0.04755714285714274,374
MLB,OVER,Goblin,Pitching Outs,0,0.1739806451612903,0.45161290322580644,0.27763225806451614,294
MLB,OVER,Goblin,Pitching Outs,1,0.3778171428571428,0.6857142857142857,0.3078971428571429,294
MLB,OVER,Goblin,Pitching Outs,2,0.45495000000000013,0.5454545454545454,0.09050454545454528,294
MLB,OVER,Goblin,Pitching Outs,3,0.6013983333333333,0.5666666666666667,0.034731666666666605,294
MLB,OVER,Goblin,Pitching Outs,4,0.6686732394366192,0.4647887323943662,0.20388450704225297,294
MLB,OVER,Goblin,Pitching Outs,5,0.7035089285714285,0.6607142857142857,0.04279464285714285,294
MLB,OVER,Goblin,Pitching Outs,6,0.784636842105263,0.631578947368421,0.15305789473684195,294
