player,team,date,game_id,points,totalRebounds,assists,steals,blocks,threePointFieldGoalsMade,freeThrowsMade,espnFPS
P.J. Washington,DAL,2026-03-06,401810754,18.0,5.0,1.0,2.0,1.0,3.0,7.0,29.55
Cooper Flagg,DAL,2026-03-06,401810754,18.0,5.0,6.0,1.0,4.0,1.0,3.0,32.35
Max Christie,DAL,2026-03-06,401810754,6.0,3.0,3.0,0.0,0.0,2.0,0.0,11.3
Dwight Powell,DAL,2026-03-06,401810754,2.0,4.0,0.0,0.0,2.0,0.0,0.0,9.8
Caleb Martin,DAL,2026-03-06,401810754,3.0,2.0,0.0,0.0,0.0,0.0,1.0,4.65
Naji Marshall,DAL,2026-03-06,401810754,6.0,4.0,5.0,2.0,0.0,0.0,2.0,13.7
Klay Thompson,DAL,2026-03-06,401810754,24.0,4.0,1.0,1.0,0.0,7.0,3.0,33.45
Ryan Nembhard,DAL,2026-03-06,401810754,6.0,2.0,4.0,0.0,0.0,0.0,0.0,15.0
Paolo Banchero,ORL,2026-03-06,401810754,16.0,12.0,6.0,2.0,0.0,1.0,1.0,32.65
Wendell Carter Jr.,ORL,2026-03-06,401810754,15.0,7.0,1.0,1.0,1.0,1.0,4.0,31.0
Desmond Bane,ORL,2026-03-06,401810754,14.0,8.0,3.0,0.0,0.0,1.0,3.0,24.85
Jalen Suggs,ORL,2026-03-06,401810754,17.0,2.0,7.0,2.0,1.0,4.0,1.0,30.65
Anthony Black,ORL,2026-03-06,401810754,8.0,3.0,3.0,2.0,0.0,0.0,2.0,13.5
Moritz Wagner,ORL,2026-03-06,401810754,6.0,2.0,2.0,0.0,0.0,0.0,2.0,8.5
Tristan da Silva,ORL,2026-03-06,401810754,19.0,3.0,3.0,3.0,0.0,4.0,1.0,35.75
Noah Penda,ORL,2026-03-06,401810754,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.3
Goga Bitadze,ORL,2026-03-06,401810754,8.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0
Jevon Carter,ORL,2026-03-06,401810754,8.0,2.0,4.0,0.0,0.0,2.0,0.0,13.1
Kyle Filipowski,UTAH,2026-03-06,401810755,20.0,14.0,3.0,2.0,2.0,2.0,0.0,46.6
Cody Williams,UTAH,2026-03-06,401810755,13.0,3.0,7.0,2.0,0.0,1.0,2.0,31.1
John Konchar,UTAH,2026-03-06,401810755,0.0,5.0,4.0,5.0,1.0,0.0,0.0,13.2
Isaiah Collier,UTAH,2026-03-06,401810755,27.0,3.0,11.0,0.0,0.0,1.0,4.0,48.1
Ace Bailey,UTAH,2026-03-06,401810755,32.0,2.0,0.0,2.0,1.0,7.0,1.0,43.25
Blake Hinson,UTAH,2026-03-06,401810755,10.0,4.0,0.0,0.0,0.0,2.0,2.0,12.7
Brice Sensabaugh,UTAH,2026-03-06,401810755,14.0,1.0,4.0,1.0,0.0,2.0,4.0,15.6
Mo Bamba,UTAH,2026-03-06,401810755,6.0,12.0,0.0,0.0,0.0,0.0,0.0,18.6
Elijah Harkless,UTAH,2026-03-06,401810755,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.4
Leaky Black,WSH,2026-03-06,401810755,16.0,3.0,1.0,0.0,0.0,4.0,2.0,18.2
Julian Reese,WSH,2026-03-06,401810755,18.0,20.0,2.0,1.0,0.0,0.0,8.0,45.8
Trae Young,WSH,2026-03-06,401810755,12.0,2.0,6.0,2.0,0.0,1.0,3.0,20.65
Bilal Coulibaly,WSH,2026-03-06,401810755,17.0,3.0,2.0,3.0,0.0,2.0,1.0,26.15
Tre Johnson,WSH,2026-03-06,401810755,15.0,8.0,2.0,1.0,0.0,5.0,0.0,23.3
Anthony Gill,WSH,2026-03-06,401810755,10.0,3.0,1.0,1.0,0.0,1.0,3.0,17.55
Sharife Cooper,WSH,2026-03-06,401810755,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
Bub Carrington,WSH,2026-03-06,401810755,7.0,1.0,2.0,0.0,1.0,2.0,1.0,11.35
Jaden Hardy,WSH,2026-03-06,401810755,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.05
Will Riley,WSH,2026-03-06,401810755,13.0,2.0,3.0,0.0,0.0,2.0,3.0,15.55
Michael Porter Jr.,BKN,2026-03-06,401810756,27.0,13.0,3.0,2.0,1.0,7.0,2.0,42.2
Noah Clowney,BKN,2026-03-06,401810756,17.0,7.0,4.0,2.0,1.0,5.0,0.0,32.7
Nic Claxton,BKN,2026-03-06,401810756,16.0,8.0,1.0,1.0,0.0,0.0,4.0,20.2
Terance Mann,BKN,2026-03-06,401810756,7.0,8.0,5.0,0.0,0.0,1.0,0.0,21.9
Nolan Traore,BKN,2026-03-06,401810756,9.0,3.0,9.0,0.0,0.0,1.0,0.0,22.5
Jalen Wilson,BKN,2026-03-06,401810756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ziaire Williams,BKN,2026-03-06,401810756,15.0,1.0,3.0,2.0,0.0,2.0,3.0,24.05
Josh Minott,BKN,2026-03-06,401810756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Nelson,BKN,2026-03-06,401810756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
Danny Wolf,BKN,2026-03-06,401810756,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.1
Day'Ron Sharpe,BKN,2026-03-06,401810756,7.0,5.0,1.0,0.0,0.0,0.0,1.0,12.05
Ochai Agbaji,BKN,2026-03-06,401810756,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.9
Ben Saraf,BKN,2026-03-06,401810756,6.0,1.0,2.0,1.0,0.0,0.0,2.0,11.0
Andrew Wiggins,MIA,2026-03-06,401810756,8.0,4.0,1.0,2.0,0.0,0.0,0.0,14.6
Bam Adebayo,MIA,2026-03-06,401810756,21.0,7.0,2.0,1.0,1.0,0.0,7.0,34.05
Davion Mitchell,MIA,2026-03-06,401810756,2.0,2.0,4.0,2.0,0.0,0.0,0.0,10.2
Tyler Herro,MIA,2026-03-06,401810756,25.0,4.0,5.0,0.0,0.0,2.0,5.0,38.55
Pelle Larsson,MIA,2026-03-06,401810756,16.0,1.0,4.0,0.0,0.0,2.0,2.0,22.8
Myron Gardner,MIA,2026-03-06,401810756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Jaime Jaquez Jr.,MIA,2026-03-06,401810756,18.0,7.0,7.0,0.0,0.0,0.0,6.0,38.5
Kel'el Ware,MIA,2026-03-06,401810756,16.0,11.0,1.0,5.0,7.0,1.0,1.0,47.35
Dru Smith,MIA,2026-03-06,401810756,9.0,2.0,2.0,1.0,0.0,1.0,0.0,16.4
Trevor Keels,MIA,2026-03-06,401810756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahmir Young,MIA,2026-03-06,401810756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasparas Jakucionis,MIA,2026-03-06,401810756,11.0,6.0,3.0,2.0,0.0,3.0,0.0,20.4
Draymond Green,GS,2026-03-06,401810757,10.0,5.0,8.0,1.0,0.0,1.0,1.0,28.45
Gui Santos,GS,2026-03-06,401810757,14.0,6.0,6.0,1.0,1.0,0.0,2.0,26.0
Al Horford,GS,2026-03-06,401810757,17.0,6.0,5.0,1.0,2.0,3.0,0.0,33.7
De'Anthony Melton,GS,2026-03-06,401810757,23.0,6.0,2.0,3.0,2.0,2.0,1.0,36.05
Brandin Podziemski,GS,2026-03-06,401810757,26.0,9.0,1.0,0.0,0.0,4.0,2.0,39.8
Malevy Leons,GS,2026-03-06,401810757,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0
Quinten Post,GS,2026-03-06,401810757,3.0,6.0,3.0,0.0,0.0,0.0,3.0,8.75
Nate Williams,GS,2026-03-06,401810757,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.6
LJ Cryer,GS,2026-03-06,401810757,12.0,3.0,1.0,0.0,0.0,4.0,0.0,15.7
Pat Spencer,GS,2026-03-06,401810757,8.0,2.0,3.0,2.0,0.0,0.0,2.0,16.6
Kevin Durant,HOU,2026-03-06,401810757,23.0,6.0,3.0,4.0,1.0,3.0,4.0,37.5
Jabari Smith Jr.,HOU,2026-03-06,401810757,3.0,11.0,2.0,1.0,1.0,0.0,3.0,9.25
Tari Eason,HOU,2026-03-06,401810757,9.0,5.0,2.0,1.0,0.0,1.0,0.0,17.0
Alperen Sengun,HOU,2026-03-06,401810757,17.0,7.0,7.0,1.0,0.0,0.0,1.0,29.95
Amen Thompson,HOU,2026-03-06,401810757,18.0,10.0,5.0,4.0,0.0,1.0,1.0,40.15
Clint Capela,HOU,2026-03-06,401810757,4.0,3.0,1.0,0.0,0.0,0.0,2.0,9.1
Josh Okogie,HOU,2026-03-06,401810757,9.0,4.0,0.0,0.0,0.0,3.0,0.0,13.6
Reed Sheppard,HOU,2026-03-06,401810757,30.0,3.0,6.0,0.0,0.0,6.0,0.0,45.7
Brandon Ingram,TOR,2026-03-06,401810758,14.0,5.0,2.0,1.0,0.0,0.0,4.0,16.9
RJ Barrett,TOR,2026-03-06,401810758,25.0,6.0,0.0,0.0,1.0,4.0,3.0,36.65
Scottie Barnes,TOR,2026-03-06,401810758,16.0,2.0,3.0,0.0,1.0,2.0,0.0,26.6
Jakob Poeltl,TOR,2026-03-06,401810758,9.0,7.0,4.0,2.0,1.0,0.0,1.0,26.95
Immanuel Quickley,TOR,2026-03-06,401810758,18.0,3.0,7.0,1.0,0.0,2.0,4.0,33.4
Sandro Mamukelashvili,TOR,2026-03-06,401810758,11.0,2.0,1.0,1.0,1.0,1.0,0.0,17.9
Trayce Jackson-Davis,TOR,2026-03-06,401810758,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.2
Jamison Battle,TOR,2026-03-06,401810758,2.0,5.0,1.0,0.0,0.0,0.0,0.0,7.8
Jonathan Mogbo,TOR,2026-03-06,401810758,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.8
Jamal Shead,TOR,2026-03-06,401810758,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.5
Ja'Kobe Walter,TOR,2026-03-06,401810758,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.4
Gradey Dick,TOR,2026-03-06,401810758,6.0,1.0,1.0,0.0,0.0,0.0,2.0,9.3
Julius Randle,MIN,2026-03-06,401810758,17.0,8.0,4.0,1.0,0.0,0.0,7.0,31.35
Jaden McDaniels,MIN,2026-03-06,401810758,8.0,2.0,4.0,1.0,0.0,1.0,1.0,16.05
Rudy Gobert,MIN,2026-03-06,401810758,18.0,12.0,5.0,1.0,3.0,0.0,4.0,47.8
Donte DiVincenzo,MIN,2026-03-06,401810758,16.0,5.0,2.0,2.0,0.0,4.0,4.0,27.7
Anthony Edwards,MIN,2026-03-06,401810758,22.0,4.0,3.0,1.0,0.0,5.0,1.0,32.65
Kyle Anderson,MIN,2026-03-06,401810758,4.0,3.0,4.0,0.0,0.0,0.0,0.0,13.0
Julian Phillips,MIN,2026-03-06,401810758,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Joan Beringer,MIN,2026-03-06,401810758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2
Naz Reid,MIN,2026-03-06,401810758,12.0,6.0,1.0,0.0,1.0,1.0,1.0,18.95
Ayo Dosunmu,MIN,2026-03-06,401810758,13.0,1.0,1.0,3.0,1.0,1.0,0.0,21.8
Jaylen Clark,MIN,2026-03-06,401810758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
Terrence Shannon Jr.,MIN,2026-03-06,401810758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3
Bones Hyland,MIN,2026-03-06,401810758,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
Tobias Harris,DET,2026-03-06,401810759,11.0,4.0,1.0,0.0,0.0,1.0,6.0,16.0
Duncan Robinson,DET,2026-03-06,401810759,11.0,3.0,1.0,1.0,0.0,2.0,1.0,17.45
Jalen Duren,DET,2026-03-06,401810759,7.0,7.0,2.0,0.0,0.0,0.0,1.0,14.55
Cade Cunningham,DET,2026-03-06,401810759,26.0,4.0,8.0,0.0,0.0,4.0,2.0,36.1
Ausar Thompson,DET,2026-03-06,401810759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7
Paul Reed,DET,2026-03-06,401810759,6.0,4.0,0.0,1.0,0.0,0.0,0.0,12.5
Isaiah Stewart,DET,2026-03-06,401810759,18.0,5.0,2.0,1.0,1.0,3.0,7.0,29.25
Ronald Holland II,DET,2026-03-06,401810759,10.0,5.0,0.0,0.0,0.0,0.0,2.0,17.9
Bobi Klintman,DET,2026-03-06,401810759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Javonte Green,DET,2026-03-06,401810759,10.0,3.0,0.0,0.0,2.0,1.0,5.0,15.05
Caris LeVert,DET,2026-03-06,401810759,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.2
Kevin Huerter,DET,2026-03-06,401810759,7.0,5.0,2.0,1.0,0.0,1.0,0.0,18.0
Marcus Sasser,DET,2026-03-06,401810759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8
Chaz Lanier,DET,2026-03-06,401810759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniss Jenkins,DET,2026-03-06,401810759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.7
Julian Champagnie,SA,2026-03-06,401810759,16.0,7.0,1.0,0.0,0.0,3.0,5.0,24.85
Victor Wembanyama,SA,2026-03-06,401810759,38.0,16.0,3.0,0.0,5.0,4.0,10.0,69.3
De'Aaron Fox,SA,2026-03-06,401810759,29.0,5.0,3.0,2.0,1.0,4.0,1.0,44.35
Devin Vassell,SA,2026-03-06,401810759,8.0,3.0,3.0,0.0,1.0,1.0,1.0,15.15
Stephon Castle,SA,2026-03-06,401810759,11.0,1.0,12.0,2.0,1.0,0.0,3.0,31.55
Lindy Waters III,SA,2026-03-06,401810759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keldon Johnson,SA,2026-03-06,401810759,8.0,4.0,1.0,0.0,0.0,0.0,4.0,13.2
Carter Bryant,SA,2026-03-06,401810759,2.0,6.0,0.0,0.0,3.0,0.0,0.0,10.9
Bismack Biyombo,SA,2026-03-06,401810759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Luke Kornet,SA,2026-03-06,401810759,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Jordan McLaughlin,SA,2026-03-06,401810759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Harper,SA,2026-03-06,401810759,7.0,2.0,1.0,1.0,0.0,1.0,0.0,10.7
Guerschon Yabusele,CHI,2026-03-06,401810760,16.0,6.0,2.0,0.0,1.0,3.0,1.0,23.75
Isaac Okoro,CHI,2026-03-06,401810760,6.0,1.0,3.0,1.0,0.0,0.0,0.0,10.6
Leonard Miller,CHI,2026-03-06,401810760,8.0,9.0,0.0,0.0,0.0,0.0,2.0,15.0
Collin Sexton,CHI,2026-03-06,401810760,30.0,3.0,5.0,2.0,0.0,2.0,6.0,45.8
Tre Jones,CHI,2026-03-06,401810760,21.0,6.0,5.0,2.0,0.0,1.0,2.0,39.2
Nick Richards,CHI,2026-03-06,401810760,9.0,11.0,1.0,1.0,2.0,0.0,5.0,23.05
Lachlan Olbrich,CHI,2026-03-06,401810760,4.0,6.0,2.0,2.0,0.0,0.0,0.0,12.9
Rob Dillingham,CHI,2026-03-06,401810760,11.0,2.0,1.0,0.0,0.0,1.0,0.0,12.4
Yuki Kawamura,CHI,2026-03-06,401810760,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.1
Royce O'Neale,PHX,2026-03-06,401810760,3.0,4.0,0.0,0.0,0.0,1.0,0.0,3.3
Oso Ighodaro,PHX,2026-03-06,401810760,10.0,9.0,4.0,1.0,1.0,0.0,0.0,30.5
Devin Booker,PHX,2026-03-06,401810760,27.0,6.0,2.0,2.0,1.0,2.0,7.0,37.55
Collin Gillespie,PHX,2026-03-06,401810760,5.0,2.0,5.0,0.0,0.0,1.0,2.0,10.8
Jalen Green,PHX,2026-03-06,401810760,12.0,3.0,3.0,1.0,0.0,1.0,1.0,11.95
Ryan Dunn,PHX,2026-03-06,401810760,6.0,11.0,1.0,2.0,1.0,0.0,0.0,21.6
Rasheer Fleming,PHX,2026-03-06,401810760,5.0,3.0,1.0,0.0,0.0,1.0,0.0,9.0
Khaman Maluach,PHX,2026-03-06,401810760,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.6
Grayson Allen,PHX,2026-03-06,401810760,21.0,2.0,8.0,1.0,0.0,5.0,4.0,30.4
Amir Coffey,PHX,2026-03-06,401810760,12.0,4.0,0.0,0.0,0.0,2.0,4.0,16.8
LeBron James,LAL,2026-03-06,401810761,16.0,5.0,8.0,3.0,1.0,0.0,2.0,40.2
Deandre Ayton,LAL,2026-03-06,401810761,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2
Marcus Smart,LAL,2026-03-06,401810761,9.0,1.0,2.0,1.0,0.0,3.0,0.0,9.2
Luka Doncic,LAL,2026-03-06,401810761,27.0,11.0,7.0,4.0,0.0,3.0,2.0,49.2
Austin Reaves,LAL,2026-03-06,401810761,16.0,5.0,7.0,3.0,0.0,1.0,3.0,35.75
Rui Hachimura,LAL,2026-03-06,401810761,16.0,2.0,3.0,1.0,0.0,4.0,0.0,26.1
Jarred Vanderbilt,LAL,2026-03-06,401810761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Jake LaRavia,LAL,2026-03-06,401810761,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4
Jaxson Hayes,LAL,2026-03-06,401810761,19.0,5.0,2.0,0.0,0.0,0.0,3.0,32.35
Luke Kennard,LAL,2026-03-06,401810761,8.0,0.0,0.0,0.0,0.0,2.0,0.0,7.9
Zeke Nnaji,DEN,2026-03-06,401810761,5.0,5.0,1.0,1.0,0.0,1.0,0.0,12.1
Nikola Jokic,DEN,2026-03-06,401810761,28.0,12.0,13.0,1.0,1.0,0.0,8.0,62.3
Jamal Murray,DEN,2026-03-06,401810761,28.0,4.0,7.0,0.0,0.0,5.0,7.0,42.95
Christian Braun,DEN,2026-03-06,401810761,15.0,5.0,4.0,0.0,0.0,2.0,1.0,25.55
Julian Strawther,DEN,2026-03-06,401810761,18.0,2.0,0.0,1.0,0.0,2.0,4.0,22.6
Jonas Valanciunas,DEN,2026-03-06,401810761,4.0,4.0,1.0,0.0,0.0,0.0,4.0,9.0
Tim Hardaway Jr.,DEN,2026-03-06,401810761,14.0,2.0,0.0,0.0,0.0,2.0,4.0,17.8
Tyus Jones,DEN,2026-03-06,401810761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.3
Bruce Brown,DEN,2026-03-06,401810761,8.0,6.0,1.0,0.0,0.0,2.0,0.0,14.4
Herbert Jones,NO,2026-03-06,401810762,12.0,3.0,2.0,1.0,0.0,2.0,2.0,15.5
Zion Williamson,NO,2026-03-06,401810762,23.0,9.0,5.0,1.0,0.0,0.0,3.0,43.85
Trey Murphy III,NO,2026-03-06,401810762,21.0,7.0,4.0,2.0,1.0,4.0,3.0,37.65
Yves Missi,NO,2026-03-06,401810762,7.0,2.0,1.0,2.0,4.0,0.0,1.0,19.85
Saddiq Bey,NO,2026-03-06,401810762,20.0,1.0,0.0,0.0,0.0,3.0,5.0,22.75
Karlo Matkovic,NO,2026-03-06,401810762,9.0,9.0,2.0,0.0,3.0,1.0,0.0,24.3
Derik Queen,NO,2026-03-06,401810762,12.0,9.0,5.0,0.0,1.0,0.0,4.0,29.6
Micah Peavy,NO,2026-03-06,401810762,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7
Bryce McGowens,NO,2026-03-06,401810762,14.0,6.0,2.0,1.0,2.0,1.0,3.0,28.35
Jeremiah Fears,NO,2026-03-06,401810762,13.0,6.0,6.0,0.0,0.0,1.0,0.0,26.3
Precious Achiuwa,SAC,2026-03-06,401810762,29.0,12.0,5.0,1.0,2.0,1.0,4.0,60.0
Maxime Raynaud,SAC,2026-03-06,401810762,10.0,5.0,1.0,0.0,0.0,0.0,0.0,16.8
Russell Westbrook,SAC,2026-03-06,401810762,19.0,2.0,10.0,2.0,0.0,2.0,3.0,35.35
DeMar DeRozan,SAC,2026-03-06,401810762,15.0,2.0,2.0,1.0,0.0,0.0,3.0,17.25
Nique Clifford,SAC,2026-03-06,401810762,7.0,5.0,3.0,0.0,0.0,1.0,0.0,14.5
Doug McDermott,SAC,2026-03-06,401810762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6
Drew Eubanks,SAC,2026-03-06,401810762,15.0,11.0,0.0,0.0,0.0,0.0,1.0,30.05
Malik Monk,SAC,2026-03-06,401810762,18.0,1.0,4.0,0.0,0.0,2.0,2.0,25.8
Daeqwon Plowden,SAC,2026-03-06,401810762,6.0,1.0,1.0,1.0,1.0,2.0,0.0,11.2
Patrick Baldwin Jr.,SAC,2026-03-06,401810762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.4
Killian Hayes,SAC,2026-03-06,401810762,4.0,1.0,3.0,0.0,0.0,0.0,2.0,9.1
Khris Middleton,DAL,2026-03-07,401810763,7.0,5.0,3.0,0.0,0.0,0.0,3.0,13.35
Dwight Powell,DAL,2026-03-07,401810763,2.0,5.0,0.0,0.0,1.0,0.0,2.0,7.5
P.J. Washington,DAL,2026-03-07,401810763,5.0,5.0,3.0,0.0,1.0,1.0,0.0,11.3
Cooper Flagg,DAL,2026-03-07,401810763,16.0,8.0,6.0,1.0,0.0,0.0,2.0,26.0
Max Christie,DAL,2026-03-07,401810763,12.0,4.0,2.0,0.0,0.0,4.0,0.0,17.4
Caleb Martin,DAL,2026-03-07,401810763,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.5
Naji Marshall,DAL,2026-03-07,401810763,13.0,1.0,3.0,0.0,0.0,1.0,0.0,18.7
Moussa Cisse,DAL,2026-03-07,401810763,6.0,7.0,1.0,1.0,3.0,0.0,0.0,21.0
Klay Thompson,DAL,2026-03-07,401810763,19.0,0.0,1.0,0.0,0.0,5.0,0.0,22.6
Brandon Williams,DAL,2026-03-07,401810763,11.0,7.0,4.0,0.0,0.0,2.0,3.0,22.55
Ryan Nembhard,DAL,2026-03-07,401810763,5.0,0.0,0.0,0.0,0.0,1.0,0.0,6.2
AJ Johnson,DAL,2026-03-07,401810763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Tatum,BOS,2026-03-07,401810763,15.0,12.0,7.0,1.0,0.0,3.0,0.0,34.4
Sam Hauser,BOS,2026-03-07,401810763,6.0,5.0,0.0,0.0,2.0,2.0,0.0,11.0
Neemias Queta,BOS,2026-03-07,401810763,16.0,15.0,0.0,1.0,1.0,0.0,4.0,35.7
Derrick White,BOS,2026-03-07,401810763,20.0,4.0,4.0,2.0,2.0,2.0,2.0,36.5
Jaylen Brown,BOS,2026-03-07,401810763,24.0,7.0,7.0,2.0,0.0,2.0,4.0,42.7
Amari Williams,BOS,2026-03-07,401810763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Vucevic,BOS,2026-03-07,401810763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Garza,BOS,2026-03-07,401810763,10.0,3.0,1.0,0.0,2.0,2.0,0.0,17.3
Payton Pritchard,BOS,2026-03-07,401810763,18.0,7.0,6.0,0.0,2.0,2.0,0.0,36.3
Ron Harper Jr.,BOS,2026-03-07,401810763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6
Baylor Scheierman,BOS,2026-03-07,401810763,5.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0
Hugo Gonzalez,BOS,2026-03-07,401810763,6.0,2.0,2.0,0.0,1.0,2.0,0.0,12.6
Myron Gardner,MIA,2026-03-07,401810764,6.0,5.0,2.0,0.0,0.0,1.0,1.0,13.65
Bam Adebayo,MIA,2026-03-07,401810764,24.0,12.0,4.0,1.0,1.0,0.0,4.0,41.4
Davion Mitchell,MIA,2026-03-07,401810764,13.0,2.0,7.0,0.0,0.0,3.0,0.0,25.9
Tyler Herro,MIA,2026-03-07,401810764,33.0,9.0,9.0,1.0,0.0,8.0,3.0,60.15
Pelle Larsson,MIA,2026-03-07,401810764,11.0,4.0,2.0,0.0,0.0,0.0,5.0,16.65
Jaime Jaquez Jr.,MIA,2026-03-07,401810764,21.0,2.0,4.0,0.0,0.0,4.0,1.0,30.65
Kel'el Ware,MIA,2026-03-07,401810764,10.0,4.0,0.0,1.0,4.0,1.0,1.0,20.85
Dru Smith,MIA,2026-03-07,401810764,4.0,4.0,1.0,4.0,0.0,0.0,2.0,11.7
Kasparas Jakucionis,MIA,2026-03-07,401810764,6.0,2.0,2.0,0.0,0.0,1.0,3.0,8.65
Miles Bridges,CHA,2026-03-07,401810764,12.0,2.0,1.0,2.0,0.0,0.0,2.0,15.8
Moussa Diabate,CHA,2026-03-07,401810764,6.0,14.0,1.0,0.0,2.0,0.0,0.0,24.8
Brandon Miller,CHA,2026-03-07,401810764,22.0,13.0,5.0,2.0,1.0,3.0,5.0,47.55
LaMelo Ball,CHA,2026-03-07,401810764,21.0,2.0,5.0,1.0,0.0,5.0,2.0,24.4
Kon Knueppel,CHA,2026-03-07,401810764,27.0,2.0,4.0,0.0,0.0,6.0,3.0,38.95
Grant Williams,CHA,2026-03-07,401810764,12.0,6.0,4.0,0.0,0.0,3.0,1.0,24.65
Ryan Kalkbrenner,CHA,2026-03-07,401810764,2.0,3.0,0.0,0.0,4.0,0.0,2.0,8.7
Coby White,CHA,2026-03-07,401810764,13.0,5.0,3.0,0.0,0.0,1.0,4.0,19.4
Josh Green,CHA,2026-03-07,401810764,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.5
Sion James,CHA,2026-03-07,401810764,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Jerami Grant,POR,2026-03-07,401810765,21.0,2.0,2.0,2.0,0.0,2.0,7.0,26.85
Toumani Camara,POR,2026-03-07,401810765,16.0,6.0,2.0,6.0,0.0,4.0,2.0,28.3
Donovan Clingan,POR,2026-03-07,401810765,18.0,13.0,0.0,0.0,1.0,1.0,7.0,30.55
Jrue Holiday,POR,2026-03-07,401810765,20.0,4.0,10.0,1.0,0.0,2.0,2.0,35.1
Scoot Henderson,POR,2026-03-07,401810765,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.45
Robert Williams III,POR,2026-03-07,401810765,8.0,8.0,0.0,3.0,1.0,0.0,0.0,19.0
Matisse Thybulle,POR,2026-03-07,401810765,5.0,1.0,1.0,4.0,0.0,1.0,0.0,11.8
Vit Krejci,POR,2026-03-07,401810765,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.8
Blake Wesley,POR,2026-03-07,401810765,7.0,0.0,1.0,0.0,0.0,1.0,2.0,7.9
Sidy Cissoko,POR,2026-03-07,401810765,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.3
Kevin Durant,HOU,2026-03-07,401810765,20.0,8.0,5.0,0.0,1.0,0.0,4.0,31.8
Tari Eason,HOU,2026-03-07,401810765,5.0,5.0,0.0,2.0,2.0,0.0,1.0,13.85
Alperen Sengun,HOU,2026-03-07,401810765,28.0,6.0,2.0,0.0,1.0,1.0,5.0,40.65
Amen Thompson,HOU,2026-03-07,401810765,26.0,7.0,7.0,2.0,1.0,0.0,4.0,55.1
Reed Sheppard,HOU,2026-03-07,401810765,17.0,3.0,6.0,1.0,3.0,3.0,4.0,29.6
Dorian Finney-Smith,HOU,2026-03-07,401810765,5.0,5.0,2.0,1.0,0.0,1.0,0.0,14.2
