player_norm,espn_athlete_id,team_norm
romualdas jansonas,359824,arouca
fally mayulu,364534,arouca
dylan nandin,381385,arouca
bruno duarte,419553,arouca
si-hoo park,3105756,arouca
malcolm jeng,361267,stadedereims
marcos lavin,262096,academicodeviseu
ewerton,286700,academicodeviseu
matheus sampaio,384019,academicodeviseu
nikos michelis,278901,academicodeviseu
anthony paulo correia,303126,academicodeviseu
ruben pereira,340896,academicodeviseu
tomas domingos,344846,academicodeviseu
pedro barcelos,351547,academicodeviseu
igor milioransa,351550,academicodeviseu
gu costa,411414,academicodeviseu
luis silva,192419,
cristian ferreira,252098,academicodeviseu
soufiane messeguem,321256,academicodeviseu
andre ceitil,351479,academicodeviseu
silva,351598,
joao guilherme,384207,academicodeviseu
simao silva,411404,academicodeviseu
alejandro mestanza,416642,academicodeviseu
andre clovis,270648,academicodeviseu
robinho,357717,estrela
dominik steczyk,288486,academicodeviseu
nils mortimer moreno,297367,academicodeviseu
alvaro zamora,350718,academicodeviseu
issoufi maiga,351610,academicodeviseu
chamito alfandega,386087,academicodeviseu
lorougnon gohi,411406,academicodeviseu
jonas wind,271215,braga
gabriel silva,297080,
tiago sa,151272,braga
lukas hornicek,319267,braga
joao carvalho,185343,estoril
romario cunha,403884,braga
paulo oliveira,92335,braga
sikou niakate,255249,braga
victor gomez,265984,braga
bright arrey-mbi,301417,braga
sergio barcia,310231,braga
adrian leon barisic,322209,braga
gustaf lagerbielke,324930,braga
adrian bajrami,338057,braga
bartlomiej wdowik,341444,braga
leonardo lelo,344843,braga
diogo travassos,352651,braga
francisco chissumba,379620,braga
nuno matos,379945,braga
jonatas noro,389772,braga
afonso sousa,307519,samsunspor
joao moutinho,50959,braga
carvalho,250906,braga
jean-baptiste gorby,326029,braga
demir ege tiknaz,328795,braga
denis huseinbasic,343969,braga
joao marques,347073,braga
mario dorgeles,347459,braga
thiago helguera,361369,braga
yanis da rocha,364669,braga
diego rodrigues,398386,braga
luis teixeira pinto,421767,braga
gabriel martinez,98573,braga
ricardo horta,184423,braga
fran navarro,285434,braga
pau victor,303808,braga
rodrigo silva,362876,braga
sandro vidigal,400353,braga
joao aragao,403877,braga
mamadou samassa,84982,stadelaval
maxime hautbois,145022,stadelaval
mathis ntessa,404846,stadelaval
lucas droyaux,409292,stadelaval
moise adilehou,243175,stadelaval
william bianda,259017,stadelaval
aboubacar lo,291741,stadelaval
jules gaudin,318597,stadelaval
sidi bane,343359,stadelaval
matteo commaret,407198,stadelaval
joseph layousse,407737,stadelaval
esteban mouton,415331,stadelaval
alessio beaudouin,416398,stadelaval
mamadou sidibe,95960,stadelaval
francis coquelin,121406,stadelaval
cyril mandouki,215124,stadelaval
teddy bouriaud,274182,stadelaval
sam sanna,291851,stadelaval
hermann esmel,301747,stadelaval
malik sellouki,306837,stadelaval
julien maggiotti,332875,stadelaval
chafik gourichy,378106,stadelaval
ethan clavreul,408533,stadelaval
aboubakary kante,223119,stadelaval
corentin fatou,305356,stadelaval
noa mupemba,366901,stadelaval
trevis dago,380900,stadelaval
aymeric faurand-tournaire,397553,stadelaval
mathys houdayer,416399,stadelaval
andre paulo,85096,alverca
jhonatan,202442,alverca
matheus mendes,302601,
mateus oliveira,307666,alverca
noah raveyre,346393,alverca
sergi gomez,120708,alverca
julian martinez,360071,alverca
steven baseya,364697,alverca
bastien meupiyou,367550,alverca
yahya bojang,373196,alverca
isaac james,380857,alverca
diogo spencer,381436,alverca
ikker julian,385396,alverca
sabit abdulai,303812,alverca
lucca giuntini,394357,alverca
davy gui,399003,alverca
vasco moreira,411399,alverca
zakaria kessary,417824,alverca
tiago andre facho octavio,3101754,alverca
junior mendes,4365,alverca
stephan diarra,234912,alverca
nabili touaizi,276256,alverca
marco essimi,290756,alverca
lucas figueiredo,314864,alverca
vivaldo semedo,349681,alverca
samy merheg,380621,alverca
cedric nuozzi,406867,alverca
toni tamarit,409256,alverca
rafael obrador,304217,benfica
jakub kaminski,304933,benfica
gabriel indio,338713,benfica
jhon duran,285629,benfica
tiago gouveia,290081,benfica
joel robles,141624,estoril
martin turk,309597,estoril
diogo dias,365799,estoril
ferro,238901,estoril
ricard sanchez,290047,estoril
antef tsoungui,294295,estoril
felix bacher,320945,estoril
fernando medrano gastanaga,323837,estoril
goncalo costa,345515,estoril
pedro carvalho,373605,
philippe lanquetin,398970,estoril
tiago parente,401300,estoril
diogo brasido,408532,estoril
jordan holsgrove,243734,estoril
rafik guitane,245913,estoril
xeka,249093,estoril
jandro orellana,290048,estoril
tiago brito,361726,estoril
yanis begraoui,272488,estoril
khayon edwards,308760,estoril
peixinho,365812,estoril
fabricio andrade,367588,estoril
israel salazar piriz,377763,estoril
andre lacximicant,379981,estoril
joao goncalves,364653,santaclara
kevyn,368528,cdnacional
leo santos,225543,
ivanildo fernandes,264019,cdnacional
ulisses,269954,cdnacional
ze vitor,383950,
daniel de la cruz,336876,cdnacional
jose gomes,351497,cdnacional
francisco goncalves,351581,cdnacional
filipe soares,183972,cdnacional
matheus dias,384025,coritiba
liziero,228403,cdnacional
stavros gavriel,305923,cdnacional
miguel baeza,306580,cdnacional
chiheb labidi,318755,cdnacional
daniel junior,335241,cdnacional
danel dongmo,345371,cdnacional
joel silva,346832,cdnacional
martim gustavo,351579,cdnacional
markus jensen,362770,cdnacional
josue souza dos santos,374726,cdnacional
mateus iseppe,383036,cdnacional
deivison,406871,cdnacional
jesus ramirez,82009,cdnacional
pablo ruan,369840,cdnacional
motez nourani,379304,cdnacional
alfonso pastor,265987,maritimo
pedro teixeira,324493,maritimo
kimiss,328306,maritimo
goncalo tabuaco,338297,maritimo
igor juliao,200659,maritimo
paulo henrique,234842,vascodagama
romain correia,274283,maritimo
nathanael ogbeta,276255,maritimo
tomas tavares,288899,maritimo
rafael fernandes,346675,maritimo
noah madsen,379259,maritimo
raphael guzzo,219235,maritimo
maxime dominguez,233707,maritimo
vladan danilovic,305116,maritimo
rodrigo andrade,324713,maritimo
martin tejon,367656,maritimo
pedro silva,384246,maritimo
nelio batista,412218,maritimo
carlos daniel,156809,maritimo
enrique pena zauner,290758,maritimo
adrian butzke,300872,maritimo
simo,331788,maritimo
francisco gomes,346717,maritimo
jose miguel reis melro,3100744,maritimo
maurice osei boakye,3106155,maritimo
alexandre parsemain,306836,moreirense
joel jorquera,311592,moreirense
koby mottoh,353954,moreirense
michael dacosta gonzalez,357254,moreirense
andre ferreira,75433,moreirense
aranha,382967,moreirense
jobson maracas,219004,moreirense
fabiano,304065,moreirense
dinis pinto,333090,moreirense
gilberto batista,365774,moreirense
kevyn monteiro,381522,moreirense
alvaro martinez,393761,moreirense
leandro santos,395893,moreirense
janderson,358165,goztepe
kiko,406868,moreirense
guilherme liberato,301820,moreirense
nile john,314574,moreirense
rodri alonso,343635,moreirense
jimi gower,351061,moreirense
miguel rebelo,352284,moreirense
mateja stjepanovic,359248,moreirense
afonso assis,398750,moreirense
miguel silva,417362,coritiba
kiko bondoso,321375,moreirense
landerson,359433,moreirense
yan maranhao,394475,moreirense
francisco meixedo,288975,estrela
dudu,339115,vitoria
leo linck,310822,estrela
diogo pinto,362113,estrela
david grilo,373606,estrela
rafa,219663,estrela
jefferson encada,295087,estrela
luan patrick,297764,estrela
bernardo schappo,303631,estrela
issiar drame,328921,estrela
atanas chernev,338229,estrela
stefan lekovic,342146,estrela
max scholze,352178,estrela
georgii tunguliiadi,388471,estrela
tom moustier,340086,estrela
lovro zvonarek,346760,estrela
kevin hoog jansson,364988,estrela
pape fuhrer,405687,estrela
eddy doue,418107,estrela
beni yvan roy loussakou souza,3100742,
rodrigo pinho,216290,estrela
ianis stoica,267578,estrela
sydney van hooijdonk,276819,estrela
abraham marcus,319827,estrela
leandro antonetti,332252,estrela
chilohem onuoha,357091,estrela
alisson souza,399173,estrela
henrique poniewas,418460,estrela
lucao,266667,gilvicente
andre picornell,345832,gilvicente
ricardo esgaio,169400,gilvicente
jonathan buatu,183070,gilvicente
ghislain konan,250888,gilvicente
weverson,266675,gilvicente
marvin elimbi,313888,gilvicente
antonio espigares,354375,gilvicente
arthur tchaptchet,376504,gilvicente
jose augusto silva,400593,
facundo caseres,309575,gilvicente
santiago garcia,417991,midland
ze carlos,338296,gilvicente
martin fernandez,288736,atlante
gui beleza,388696,gilvicente
gil martins,405552,gilvicente
guilherme freitas,408148,gilvicente
goncalo maia,409513,gilvicente
andreas sejr lausen,3100746,gilvicente
hector hernandez,123865,gilvicente
murilo,252609,palmeiras
sergio bermejo,279658,gilvicente
joelson mendes,303866,gilvicente
carlos eduardo,218974,mirassol
jucelio ferreira da silva,358236,gilvicente
tidjany toure,358444,gilvicente
bassco soyer,366579,gilvicente
walace,398521,vascodagama
agustin moreira,407341,gilvicente
ivan zlobin,240259,fcfamalicao
lazar carevic,330458,fcfamalicao
gabriel cabral,335033,fcfamalicao
leonardo realpe,287018,fcfamalicao
gustavo,303474,coritiba
pedro bondo,313915,fcfamalicao
finn van breemen,340623,fcfamalicao
leny meyer,343906,fcfamalicao
vojin serafimovic,347632,fcfamalicao
renan santana,359417,fcfamalicao
rodrigo pinheiro,366785,fcfamalicao
tommie van de looi,261366,fcfamalicao
marcos pena,338888,fcfamalicao
tamas szucs,343966,fcfamalicao
gustavo sa,347406,fcfamalicao
paulo moreira,351541,fcfamalicao
mathias de amorim,368008,fcfamalicao
gonzalo pastor,395627,fcfamalicao
lamine beye,410373,fcfamalicao
gil dias,229573,fcfamalicao
oscar aranda,297368,fcfamalicao
georgios koutsias,304317,fcfamalicao
sorriso,382869,santaclara
romeo beney,362774,fcfamalicao
umar abubakar,407398,fcfamalicao
rudi almeida,418828,fcfamalicao
ricardo batista,46976,casapia
patrick sequeira,228458,casapia
andre gomes,175108,columbuscrew
ivan mandic,358088,casapia
daniel azevedo,373547,casapia
andre geraldes,149660,casapia
abdu conte,258918,casapia
kaique rocha,283147,casapia
joao goulart,328225,casapia
pedro rosas,373713,casapia
kaly,386143,casapia
sebastian perez,156818,casapia
raul blanco,158004,casapia
lawrence ofori,285846,casapia
david sousa,301593,casapia
iyad mohamed,324002,casapia
silvi clua,367661,casapia
gabi pereira,373716,casapia
abdu dafe,421533,casapia
cassiano,201763,casapia
rochinha,215742,casapia
jeremy livolant,231196,casapia
max svensson,239216,casapia
kelian nsona wa saka,297156,casapia
clau mendes,303822,casapia
alassana jatta,321068,casapia
oluwakorede osundina,337004,casapia
kevin prieto,380131,casapia
miguel neves,408555,casapia
tim,396749,rioave
kevin chamorro,265901,rioave
cezary miszta,275479,rioave
ennio van der gouw,298877,rioave
anxhelo sina,385110,rioave
jakub brabec,206601,rioave
nelson abbey,306864,rioave
andreas ntoi,325226,rioave
francisco petrasso,358393,rioave
julien lomboto,360362,rioave
joao tome,361902,rioave
jorge karseladze,362381,rioave
gustavo mancha,400882,rioave
georgios liavas,278788,rioave
brandon aguilera,310001,rioave
ryan,314907,rioave
georgios okkas,341487,rioave
ole pohlmann,345224,rioave
tobias medina,361313,rioave
tamas nikitscher,364176,rioave
marios vrousai,249163,rioave
dario spikic,277705,rioave
diogo bezerra,335153,rioave
tamble monteiro,353127,rioave
rafael lobato,361652,rioave
jalen blesa,380563,rioave
joao costa,386928,santaclara
claudio ramos,142670,fcporto
diogo costa,238903,
joao afonso,396599,fcporto
jan bednarek,221788,fcporto
nehuen perez,268437,fcporto
moura,274289,fcporto
zaidu sanusi,289513,fcporto
jakub kiwior,304965,fcporto
dominik prpic,345752,fcporto
alberto costa,346111,fcporto
martim fernandes,364657,fcporto
pablo rosario,223776,fcporto
stephen eustaquio,270505,fcporto
hwang in-beom,280061,fcporto
gabri veiga,307381,fcporto
alan varela,307601,fcporto
vasco sousa,332687,fcporto
victor froholdt,373520,fcporto
rodrigo mora,387204,fcporto
andre silva,270578,saopaulo
borja sainz,292268,fcporto
deniz gul,350513,fcporto
samu aghehowa,364815,fcporto
oskar pietuszewski,375383,fcporto
william gomes,376664,fcporto
ibrahima ba,105237,sportingcp
rodrigo zalazar,287494,sportingcp
koba koindredi,288920,sportingcp
sotiris alexandropoulos,290210,sportingcp
sergi altimira,331426,sportingcp
silas andersen,355408,sportingcp
issa doumbia,386592,sportingcp
charles,240557,corinthians
oliwier zych,312523,vitoriadeguimaraes
juan castillo,341739,vitoriadeguimaraes
gui,359933,vitoriadeguimaraes
rodrigo abascal,218262,vitoriadeguimaraes
orest lebedenko,286545,vitoriadeguimaraes
miguel maga,324007,vitoriadeguimaraes
oscar rivas,332660,vitoriadeguimaraes
joao mendes,332686,vitoriadeguimaraes
miguel nobrega,345742,vitoriadeguimaraes
yeimar mosquera,361427,vitoriadeguimaraes
thiago balieiro,361500,vitoriadeguimaraes
tony strata,362062,vitoriadeguimaraes
samu,206714,vitoriadeguimaraes
beni,297037,vitoriadeguimaraes
telmo arcanjo,304076,vitoriadeguimaraes
lohann doucet,333208,vitoriadeguimaraes
goncalo nogueira,345751,
matija mitrovic,370770,vitoriadeguimaraes
marco cruz,386265,vitoriadeguimaraes
santi verdi,403885,vitoriadeguimaraes
miguel nogueira,409828,vitoriadeguimaraes
oumar camara,252095,vitoriadeguimaraes
fabio gomez,320918,vitoriadeguimaraes
alioune ndoye,322491,vitoriadeguimaraes
vando felix,324487,vitoriadeguimaraes
gustavo da silva,351586,vitoriadeguimaraes
vignon ouotro,384523,vitoriadeguimaraes
dieu-merci michel,397537,vitoriadeguimaraes
ejike opara,405929,vitoriadeguimaraes
niclas thiede,274892,adodenhaag
kilian nikiema,294425,adodenhaag
sem eekhout,378247,adodenhaag
caleb kramer,408844,adodenhaag
connor ratford,409511,adodenhaag
sekou sylla,281140,adodenhaag
matteo waem,306880,adodenhaag
pascal mulder,330170,adodenhaag
milan hokke,338118,adodenhaag
lasse wilhelm,377594,adodenhaag
illaijh de ruijter,395146,adodenhaag
sanyika bergtop,409797,adodenhaag
jan zamburek,286352,adodenhaag
jalen hawkins,304046,adodenhaag
mylian jimenez,317286,adodenhaag
juho kilo,338244,adodenhaag
finn de bruin,378488,adodenhaag
dani van loenen,416390,adodenhaag
daryl van mieghem,164263,adodenhaag
nigel thomas,284787,adodenhaag
cameron peupion,297069,adodenhaag
evan rottier,304576,adodenhaag
barany donat,312908,adodenhaag
luka reischl,329481,adodenhaag
yannick eduardo,357092,adodenhaag
jesse bal,373792,adodenhaag
lucas franca,236200,santaclara
helio neneca,338678,santaclara
pedro pacheco,141692,santaclara
frederico venancio,177918,santaclara
lucas soares,271772,santaclara
diogo calila,285112,santaclara
douglas borel,285884,santaclara
alysson silva,289904,
mt,314863,santaclara
thauan lara,318172,santaclara
italo cabelinho,358771,santaclara
kamika,365815,santaclara
sidney,376490,bahia
edney silva,373813,
henrique silva,383095,
jose franco,417943,santaclara
emanuel moreira fernandes,3100806,santaclara
pedro ferreira,399075,
mateus ferreira,316658,santaclara
daniel borges,156502,mirassol
isaac,421506,palmeiras
andrey,334240,santaclara
tiago ribeiro,334366,santaclara
miguel pires,373599,santaclara
vitinho,287903,internacional
pedro jesus,392826,santaclara
jose tavares,403567,santaclara
luiz otavio ferreira viana,417262,santaclara
afonso ferreira duarte,3105950,
goncalo paciencia,215726,santaclara
welinton,290439,santaclara
vinicius,298067,santaclara
rildo,304530,santaclara
jader,322656,santaclara
brenner,257744,vascodagama
frederico silva,354100,santaclara
fernando,267902,redbullbragantino
henrique pereira,386925,santaclara
adriel,388806,santaclara
vital maia,399533,santaclara
tiago duarte,412880,santaclara
remko pasveer,83802,fctwente
lars unnerstall,148868,fctwente
issam el maach,264945,fctwente
yannick gerritsen,402998,fctwente
robin propper,169050,fctwente
bart van rooij,277855,fctwente
mees hilgers,304908,fctwente
max bruns,310724,fctwente
stav lemkin,340691,fctwente
aske adelgaard,347026,fctwente
krzysztof kurowski,371984,fctwente
ruud nijstad,399213,fctwente
guilherme peixoto,406780,fctwente
arno verschueren,214666,fctwente
thomas van den belt,277315,fctwente
ramiz zerrouki,290517,fctwente
mathias kjølø,293644,fctwente
kristian hlynsson,311168,fctwente
daouda weidmann,345579,fctwente
gijs besselink,359745,fctwente
harrie kuster,366306,fctwente
sondre ørjasaeter,379956,fctwente
marko pjaca,187956,fctwente
sam lammers,224042,fctwente
taylor booth,265872,fctwente
naci unuvar,297298,fctwente
daan rots,304905,fctwente
younes taha,324583,fctwente
sayfallah ltaief,342952,fctwente
lucas vennegoor of hesselink,379839,fctwente
etienne vaessen,227420,fcgroningen
rijk janse,306435,fcgroningen
lovro stubljar,347069,fcgroningen
stijn petiet,362898,fcgroningen
daan erdman,3116727,fcgroningen
marco rente,261212,fcgroningen
thijmen blokzijl,319298,fcgroningen
wouter prins,371412,fcgroningen
tyrique mercera,375666,fcgroningen
sven bouland,379550,fcgroningen
nikolas brandis,386562,fcgroningen
elvis laan,400799,fcgroningen
pelle clement,218947,fcgroningen
stije resink,310482,fcgroningen
tika de jonge,319297,fcgroningen
travis hearnes,349089,fcgroningen
jorg schreuders,352987,fcgroningen
tygo land,355957,fcgroningen
david van der werff,385716,fcgroningen
jismerai dillema,408836,fcgroningen
yenio holder,408839,fcgroningen
oskar zawada,206463,fcgroningen
brynjolfur willumsson,289883,fcgroningen
noam emeran,308228,fcgroningen
thom van bergen,351290,fcgroningen
nils eggens,378250,fcgroningen
mark hoekstra,408838,fcgroningen
ryan metu,417934,fcgroningen
stijn van gassel,196688,excelsior
celton biai,288895,excelsior
tijmen holla,395979,excelsior
simon janssen,278383,excelsior
hamdi akujobi,291225,excelsior
casper widell,303840,excelsior
rick meissen,305597,excelsior
stan hendrikx,324740,excelsior
jan plug,386880,excelsior
nolan martens,399246,excelsior
osman turay,403896,excelsior
marlon van de wetering,408214,excelsior
gijs van den berg,246424,excelsior
mathijs tielemans,310133,excelsior
lennard hartjes,321080,excelsior
noah naujoks,321341,excelsior
daniel van vianen,328957,excelsior
irakli yegoian,343207,excelsior
valentin sulzbacher,365032,excelsior
guilliano cairo,388590,excelsior
noa el hamdaoui,413914,excelsior
yacqub hassan muse finey,3100786,excelsior
david garden,328982,excelsior
gyan de regt,332656,excelsior
nesto groen,344197,excelsior
kasey bos,366388,excelsior
ilano silva timas,387986,excelsior
jeroen zoet,130177,azalkmaar
hobie verhulst,150166,azalkmaar
jari de busser,255740,azalkmaar
rome-jayden owusu-oduro,332466,azalkmaar
jur schipper,360261,azalkmaar
mees de wit,261596,azalkmaar
denso kasius,299530,azalkmaar
alexandre penetra,306510,azalkmaar
maxim dekker,318531,azalkmaar
wouter goes,329972,azalkmaar
seiya maikuma,333892,azalkmaar
lewis schouten,334064,azalkmaar
billy van duijl,340532,azalkmaar
elijah dijkstra,343924,azalkmaar
rion ichihara,362961,azalkmaar
mateo chavez,379193,azalkmaar
sam de grand,384654,azalkmaar
andrea natali,386238,azalkmaar
mathijs menu,394410,azalkmaar
jesper zwart,409683,azalkmaar
jordy clasie,150199,azalkmaar
calvin stengs,248677,azalkmaar
peer koopmeiners,269610,azalkmaar
dave kwakman,346269,azalkmaar
kees smit,353365,azalkmaar
rio robbemond,380172,azalkmaar
matej sin,382643,azalkmaar
ibrahim sadiq,266593,azalkmaar
jizz hornkamp,268688,azalkmaar
troy parrott,279790,azalkmaar
mayckel lahdo,304257,azalkmaar
isak jensen,309651,azalkmaar
sem van duijn,325219,azalkmaar
mexx meerdink,332465,azalkmaar
ro-zangelo daal,338775,azalkmaar
weslley patati,338959,azalkmaar
jasper hartog,347443,azalkmaar
ayoub oufkir,389354,azalkmaar
wassim bouziane,398766,azalkmaar
bendeguz kovacs,408528,azalkmaar
nick marsman,150070,goaheadeagles
kjetil haug,261423,goaheadeagles
nando verdoni,334352,goaheadeagles
gerrit nauber,153764,goaheadeagles
joris kramer,218424,goaheadeagles
alfons sampsted,237839,goaheadeagles
dean james,304868,goaheadeagles
julius dirksen,312142,goaheadeagles
giovanni van zwam,318573,goaheadeagles
pim saathof,346986,goaheadeagles
eus waayers,361534,goaheadeagles
melle meulensteen,258453,goaheadeagles
evert linthorst,272716,goaheadeagles
soren tengstedt,289301,goaheadeagles
jakob breum,303769,goaheadeagles
calvin twigt,307375,goaheadeagles
mathis suray,308091,goaheadeagles
robbin weijenberg,346985,goaheadeagles
yassir rahmouni,406247,goaheadeagles
richonell margaret,285014,goaheadeagles
stefan ingi sigurdarson,293395,goaheadeagles
oskar siira sivertsen,303498,goaheadeagles
thibo baeten,308986,goaheadeagles
victor edvardsen,313972,goaheadeagles
ofosu boakye,400957,goaheadeagles
dani tijman,415246,goaheadeagles
charlie setford,317284,ajaxamsterdam
daley blind,126489,ajaxamsterdam
ahmetcan kaplan,306806,ajaxamsterdam
tristan gooijer,336542,ajaxamsterdam
dies janse,368818,ajaxamsterdam
fouad zahouani,376342,ajaxamsterdam
jahyendrow amour,415089,ajaxamsterdam
marcos leonardo,304571,ajaxamsterdam
tolu arokodare,305372,ajaxamsterdam
michael brouwer,177022,fcutrecht
vasilios barkas,223162,fcutrecht
kevin gadellaa,313006,fcutrecht
mees eppink,359675,fcutrecht
justin eversen,397993,fcutrecht
siebe horemans,240351,fcutrecht
arthur zagre,266190,fcutrecht
mike eerdhuijzen,278644,fcutrecht
guus offerhaus,304595,fcutrecht
matisse didden,315705,fcutrecht
niklas vesterlund,319262,fcutrecht
neville nwankwo,352629,fcutrecht
emeka adeile,358580,fcutrecht
per kloosterboer,365391,fcutrecht
jamie schuldes,388684,fcutrecht
viggo plantinga,406251,fcutrecht
joris van overeem,159252,fcutrecht
kevin paredes,183529,fcutrecht
dani de wit,250528,fcutrecht
victor jensen,263618,fcutrecht
davy van den berg,291665,fcutrecht
can bozdogan,303790,fcutrecht
alonzo engwanda,321347,fcutrecht
zidane iqbal,325549,fcutrecht
rafik el arguioui,337056,fcutrecht
oualid agougil,355506,fcutrecht
jaygo van ommeren,399048,fcutrecht
david min,251979,fcutrecht
yoann cathline,305670,fcutrecht
noah ohio,312759,fcutrecht
miliano jonathans,340232,fcutrecht
adrian blake,340665,fcutrecht
angel alarcon,357698,fcutrecht
artem stepanov,390471,fcutrecht
bjorn menzo,399047,fcutrecht
dani bouchta,422003,fcutrecht
ilyes hamache,323989,sccambuur
thijs jansen,298565,sccambuur
jasper meijster,343579,sccambuur
matthijs kalisvaart,406925,sccambuur
jannick coehoorn,414176,sccambuur
rik mulders,292770,sccambuur
jamal amofa,306047,sccambuur
jorn berkhout,306401,sccambuur
ismael baouf,364402,sccambuur
jelte priem,391955,sccambuur
morgan costarelli,394751,sccambuur
amar bakkati,397118,sccambuur
buddy vogelzang,406926,sccambuur
fabian kvam,418062,sccambuur
nicky souren,259186,sccambuur
daan visser,402838,sccambuur
wiebe van der heide,408553,sccambuur
yme bruinsma,412287,sccambuur
danyello look,416391,sccambuur
ethan apkakou,416657,sccambuur
wessel van der goot,421840,sccambuur
nicolas binder,338919,sccambuur
wiebe kooistra,364992,sccambuur
iwan henstra,370607,sccambuur
liam bossin,226979,feyenoordrotterdam
tjark ernst,335870,feyenoordrotterdam
mannou berger,345509,feyenoordrotterdam
bart nieuwkoop,215172,feyenoordrotterdam
jerry st. juste,215524,feyenoordrotterdam
mats deijl,218529,feyenoordrotterdam
jordan lotomba,238878,feyenoordrotterdam
gijs smal,240911,feyenoordrotterdam
anel ahmedhodzic,245857,feyenoordrotterdam
tsuyoshi watanabe,276279,feyenoordrotterdam
neraysho kasanwirjo,292393,feyenoordrotterdam
thomas beelen,324952,feyenoordrotterdam
jordan bos,328541,feyenoordrotterdam
mika marmol,332573,feyenoordrotterdam
givairo read,337084,feyenoordrotterdam
tijme wessels,3102195,feyenoordrotterdam
twan schens,3106341,feyenoordrotterdam
luka ivanusec,228334,feyenoordrotterdam
charles vanhoutte,276260,feyenoordrotterdam
sem steijn,277106,feyenoordrotterdam
jakub moder,287461,feyenoordrotterdam
oussama targhaline,313354,feyenoordrotterdam
luciano valente,319296,feyenoordrotterdam
thijs kraaijeveld,343202,feyenoordrotterdam
gjivai zechiel,365021,feyenoordrotterdam
tobias van den elshout,399714,feyenoordrotterdam
hakeem agboluaje,415968,feyenoordrotterdam
jerayno schaken,415969,feyenoordrotterdam
arman nahany,417645,feyenoordrotterdam
illai grootfaam,421381,feyenoordrotterdam
ilian hadidi,422403,feyenoordrotterdam
ayase ueda,274277,feyenoordrotterdam
casper tengstedt,306664,feyenoordrotterdam
goncalo borges,332362,feyenoordrotterdam
anis hadj moussa,341711,feyenoordrotterdam
nacho ferri,364582,feyenoordrotterdam
stephano carrillo,371478,feyenoordrotterdam
aymen sliti,388327,feyenoordrotterdam
gaoussou diarra,402344,feyenoordrotterdam
jivayno zinhagel,406923,feyenoordrotterdam
matteo malasomma,408540,feyenoordrotterdam
shaqueel van persie,415052,feyenoordrotterdam
izu onunta,3106342,feyenoordrotterdam
andries noppert,190983,heerenveen
jan bekkema,239685,heerenveen
bernt klaverboer,358318,heerenveen
timo schreuder,408546,heerenveen
sam kersten,241526,heerenveen
vasilios zagaritis,290209,heerenveen
hristiyan petrov,323268,heerenveen
maas willemsen,324484,heerenveen
nikolai hopland,333779,heerenveen
oliver braude,364727,heerenveen
mats egbring,367664,heerenveen
darling bladi,377851,heerenveen
robin bouw,397714,heerenveen
ingmar mulder,418502,heerenveen
luuk brouwers,218528,heerenveen
ringo meerveld,291972,heerenveen
dirk proper,296510,heerenveen
maxence rivera,301323,heerenveen
levi smans,324739,heerenveen
marcus linday,378834,heerenveen
kai jansen,401302,heerenveen
nolhan courtens,407207,heerenveen
dylan vente,253396,heerenveen
luca oyen,303548,heerenveen
jacob trenskow,308051,heerenveen
lanroy machine,403320,heerenveen
jermaine rijssel,408544,heerenveen
kirayno schaken,415191,heerenveen
clayton bonevacia,422190,heerenveen
luuk koopmans,151900,fortunasittard
mattijs branderhorst,155965,fortunasittard
ramazan bayram,384165,fortunasittard
lars van parys,418498,fortunasittard
ivo pinto,132666,fortunasittard
daley sinkgraven,190986,fortunasittard
nick de groot,195965,fortunasittard
ivan marquez,250659,fortunasittard
shawn adewoye,277375,fortunasittard
syb van ottele,297295,fortunasittard
jasper dahlhaus,305616,fortunasittard
siebe wylin,328988,fortunasittard
justin hubner,346817,fortunasittard
alhaji bah,403414,fortunasittard
alen halilovic,179195,fortunasittard
mohamed ihattaren,284701,fortunasittard
yassin oukili,300592,fortunasittard
edouard michut,304738,fortunasittard
philip brittijn,324486,fortunasittard
sven simons,336547,fortunasittard
shiloh ’t zand,338120,fortunasittard
luka tunjic,387950,fortunasittard
hasip korkmazyurek,392583,fortunasittard
moussa gbemou,408556,fortunasittard
amin laoukili,411886,fortunasittard
wassim elasri,415966,fortunasittard
ganni buyukhan,422189,fortunasittard
kristoffer peterson,196353,fortunasittard
anthony descotte,299929,fortunasittard
lequincio zeefuik,318386,fortunasittard
owen johnson,376042,fortunasittard
ronald koeman,79505,telstar
daan reiziger,284790,telstar
tyrick bodak,297542,telstar
finn mulder,399284,telstar
marvin peersman,179181,telstar
jeff hardeveld,200158,telstar
nigel ogidi nwankwo,281027,telstar
abdelnour soualhia,356706,telstar
mano olfers,367650,telstar
gerald alders,368817,telstar
abdelraffie benzzine,388595,telstar
rojendro oudsten,408545,telstar
amin bouchouari,419027,telstar
tyrone owusu,306461,telstar
nils rossen,332709,telstar
prince aning,344668,telstar
isaiah ahmed,388723,telstar
rayyan koubini,404628,telstar
noach shenkman,411548,telstar
kay tejan,240916,telstar
patrick brouwer,306445,telstar
rui mendes,324448,telstar
emirhan demircan,352177,telstar
soufiane hetli,372971,telstar
jelani seedorf,397194,telstar
fabiano rust,406918,telstar
gonzalo crettaz,292223,necnijmegen
martijn overmars,388586,necnijmegen
freek entius,398044,necnijmegen
bram nuytinck,140350,necnijmegen
thomas ouwejan,223312,necnijmegen
perr schuurs,233894,necnijmegen
philippe sandler,239999,necnijmegen
