player_norm,espn_athlete_id,team_norm
angelo stiller,290232,vfbstuttgart
bilal el khannouss,336595,vfbstuttgart
laurin ulrich,345394,vfbstuttgart
jarzinho malanga,372027,vfbstuttgart
chema andres,387489,vfbstuttgart
mirza catovic,408285,vfbstuttgart
ertugrul yigit,410646,vfbstuttgart
lazar jovanovic,252323,vfbstuttgart
ermedin demirovic,269136,vfbstuttgart
deniz undav,273300,vfbstuttgart
jamie leweling,290811,vfbstuttgart
tiago tomas,304019,vfbstuttgart
badredine bouanani,345115,vfbstuttgart
leo sauer,355487,vfbstuttgart
justin diehl,357684,vfbstuttgart
jovan milosevic,364204,vfbstuttgart
jeremy arevalo,367725,vfbstuttgart
kevin muller,149276,schalke04
loris karius,165764,schalke04
johannes siebeking,408247,schalke04
timo becker,169481,
robin gosens,198087,schalke04
nikola katic,220538,schalke04
maximilian wober,231674,schalke04
anton donkor,238273,schalke04
hasan kurucay,246560,schalke04
martin wasinski,324012,schalke04
adrian gantenbein,326766,schalke04
dylan leonard,386117,schalke04
vitalie becker,386465,schalke04
steve noode,389670,schalke04
mert can ayhan,403400,schalke04
janik bachmann,205916,schalke04
finn porath,221671,schalke04
ron schallenberg,253816,schalke04
dejan ljubicic,262862,schalke04
adil aouchiche,290166,schalke04
satoshi tanaka,297565,schalke04
soufian el-faouzi,318343,schalke04
max gruger,386463,schalke04
mauro zalazar,389674,schalke04
luca vozar,414334,schalke04
moussa sylla,40791,schalke04
kenan karaman,188057,schalke04
bryan lasme,250866,schalke04
junior adamu,305957,schalke04
christian gomis,322156,schalke04
emil hojlund,332429,schalke04
zaid amoussou-tchibara,400329,schalke04
oliver baumann,138213,tsghoffenheim
luca philipp,304795,tsghoffenheim
lukas petersson,364646,tsghoffenheim
vladimir coufal,191209,tsghoffenheim
bernardo,340560,braga
koki machida,238025,tsghoffenheim
ozan kabak,266565,tsghoffenheim
valentin gendrey,277301,tsghoffenheim
albian hajdari,307567,tsghoffenheim
arthur chaves,319530,tsghoffenheim
alexander prass,320939,tsghoffenheim
robin hranac,322510,tsghoffenheim
mats rots,359744,tsghoffenheim
natnael abraha,403802,tsghoffenheim
sean dulic,3098291,tsghoffenheim
dennis geiger,221466,tsghoffenheim
wouter burger,274860,tsghoffenheim
patrick wimmer,300095,tsghoffenheim
bambase conte,336355,tsghoffenheim
umut tohumcu,340683,tsghoffenheim
leon avdullahu,362590,tsghoffenheim
luis engelns,383188,tsghoffenheim
nathan de cat,386884,tsghoffenheim
cajetan lenz,407682,tsghoffenheim
andrej kramaric,139520,tsghoffenheim
adam hlozek,292169,tsghoffenheim
tim lemperle,303792,tsghoffenheim
fisnik asllani,331057,tsghoffenheim
max moerstedt,372035,tsghoffenheim
deniz zeitler,386466,tsghoffenheim
alessandro vogt,396011,tsghoffenheim
nicolas kocik,233308,lemans
ewan hatfout,299457,lemans
augustin delbecque,344518,lemans
samuel yohou,223117,lemans
lucas buades,262482,lemans
alexandre lauray,287606,lemans
yasser larouci,289837,lemans
lucas calodat,331636,lemans
harold voyer,393721,lemans
theo eyoum,397317,lemans
noa boisse,397394,lemans
edwin quarshie,277526,lemans
jean vercruysse,315460,lemans
lucas bretelle,330722,lemans
milan robin,332827,lemans
martin rossignol,397327,lemans
antoine rabillard,232335,lemans
dame gueye,233702,lemans
louis mafouta,268720,lemans
bilal brahimi,279137,lemans
erwan colas,357006,lemans
william harhouz,407614,lemans
adil bourabaa,418536,lemans
anthony lopes,131743,angers
melvin zinga,297161,angers
oumar pona,378976,angers
jordan lefort,191712,angers
carlens arcus,218703,angers
jacques ekomie,333218,angers
lilian raolisoa,357154,angers
yacine gaya,362128,angers
marius courcoul,364683,angers
marius louar,394476,angers
ousmane camara,412188,castellon
branco van den boomen,196234,angers
haris belkebla,206993,angers
louis mouton,333845,angers
yassin belkhdim,338006,angers
emmanuel biumla,356211,angers
anthony bermont,379227,angers
jim allevinah,284333,angers
amine el ouazzani,301262,angers
mamadou simbakoli,312399,angers
amine sbai,314388,angers
prosper peter,403232,angers
harouna djibirin,412871,angers
markus kolke,162111,werderbremen
alexander schlager,195082,werderbremen
karl hein,282646,werderbremen
stefan smarkalev,385354,werderbremen
mitchell weiser,159139,werderbremen
niklas stark,186026,werderbremen
karim coulibaly,224074,werderbremen
marco friedl,232477,werderbremen
amos pieper,275844,werderbremen
felix agu,279961,werderbremen
olivier deman,282388,werderbremen
oskar wojcik,305821,werderbremen
julian malatini,309487,werderbremen
mick schmetgens,399865,werderbremen
mats heitmann,419946,werderbremen
luca hocker,3106917,werderbremen
jens stage,234757,werderbremen
romano schmid,238296,werderbremen
senne lynen,270389,werderbremen
skelly alvero,330964,werderbremen
chuki,371689,werderbremen
patrice covic,398005,werderbremen
dariusz stalmach,399747,werderbremen
darwin kaan soylu,3100710,werderbremen
dawid kownacki,220060,werderbremen
cedric itten,234153,werderbremen
marco grull,305853,werderbremen
keke topp,332325,werderbremen
justin njinmah,340639,werderbremen
samuel mbangula,355997,werderbremen
salim musah,407196,werderbremen
kenny quetant,415744,werderbremen
paul bright max erevbenagie,3106924,werderbremen
marc-aurele caillard,167905,lille
arnaud bodart,255780,lille
berke ozer,257267,lille
chancel mbemba,174322,lille
calvin verdonk,217381,lille
romain perraud,250853,lille
tanguy nianzou,290165,lille
nathan ngoy,318577,lille
alexsandro,340900,lille
tiago santos,346844,lille
ousmane toure,366905,lille
loun srdanovic,387346,lille
isaac cossier,393321,lille
benjamin andre,123683,lille
nabil bentaleb,179187,lille
hakon haraldsson,318779,lille
ngal'ayel mukau,345988,lille
ethan mbappe,355971,lille
ayyoub bouaddi,373927,lille
olivier giroud,88965,lille
gaetan perrin,231778,lille
mohamed bayo,267519,lille
osame sahraoui,283626,lille
felix correia,288900,lille
tiago morais,307846,lille
marius broholm,323173,lille
basar onal,337855,lille
hamza igmane,358999,lille
matias fernandez-pardo,359651,lille
noah edjouma,367360,lille
paul nardi,159312,ajauxerre
mamadou diop,345926,ajauxerre
louis mezerette,409261,ajauxerre
francisco sierralta,218620,ajauxerre
sekou fofana,252136,ajauxerre
sinaly diomande,302862,ajauxerre
marvin senaya,309638,ajauxerre
fredrik oppegard,310134,ajauxerre
bryan okoh,321097,ajauxerre
lamine sy,335320,ajauxerre
clement akpa,344520,ajauxerre
christ makosso,362476,ajauxerre
wei xiangxin,400649,ajauxerre
telli siwe,403125,ajauxerre
elikya legros,404532,ajauxerre
ackah-tidiane thiongane-zoukrou,3102990,ajauxerre
assane diousse,214305,ajauxerre
elisha owusu,266057,ajauxerre
romain faivre,268591,ajauxerre
naouirou ahamada,297775,ajauxerre
lasso coulibaly,323175,ajauxerre
kevin danois,323722,ajauxerre
arthur piedfort,359360,ajauxerre
aristide zossou,392126,ajauxerre
tidiane devernois,409262,ajauxerre
danny namaso,243748,ajauxerre
thelonius bair,255625,ajauxerre
eros maddy,280466,ajauxerre
josue casimir,304212,ajauxerre
remy labeau lascary,349185,ajauxerre
ryan rodin,409263,ajauxerre
lukas hradecky,134169,asmonaco
philipp kohn,258875,asmonaco
yann lienard,325600,asmonaco
jules stawiecki,388329,asmonaco
eric dier,155532,asmonaco
thilo kehrer,214401,asmonaco
jordan teze,240660,asmonaco
mohammed salisu,277718,asmonaco
vanderson,310640,asmonaco
nazinho,316559,asmonaco
christian mawissa,350525,asmonaco
sadibou sane,362288,asmonaco
lamine camara,38721,asmonaco
paul pogba,138860,asmonaco
takumi minamino,159348,asmonaco
aleksandr golovin,195501,asmonaco
mamadou coulibaly,208518,asmonaco
denis zakaria,222628,asmonaco
maghnes akliouche,329690,asmonaco
edan diop,345645,asmonaco
stanis idumbo,356925,asmonaco
samuel nibombe,388328,asmonaco
pape cabral,411449,asmonaco
folarin balogun,282643,asmonaco
ansu fati,292957,asmonaco
mika biereth,308552,asmonaco
matthis abline,318389,asmonaco
lucas michel,356651,asmonaco
paris brunner,365789,asmonaco
mathys detourbet,397994,asmonaco
gregoire coudert,260239,brest
noah jauny,388886,brest
noe poillion,3100741,brest
kenny lala,164187,brest
brendan chardonnet,186408,brest
bradley locko,324572,brest
luc zogbe,363150,brest
raphael le guen,397594,brest
justin bourgault,399248,brest
lucas tousart,215574,brest
romain del castillo,230896,brest
hugo magnetti,250377,brest
joris chotard,291850,brest
axel camblan,325330,brest
kamory doumbia,330412,brest
hamidou makalou,376352,brest
ludovic ajorque,192015,brest
mama balde,259960,brest
pathe mboup,365783,brest
ibrahim kante,388421,brest
lassine diarra,142743,lyon
dominik greif,221278,lyon
remy descamps,222175,lyon
justin bengui joao,362971,lyon
nicolas tagliafico,145190,lyon
duje caleta-car,194766,lyon
moussa niakhate,213181,lyon
clinton mata,214649,lyon
abner,285088,lyon
ruben kluivert,301354,lyon
mohamed ouedraogo,364589,lyon
noham kamara,403110,lyon
mahamadou diawara,133319,lyon
corentin tolisso,192060,lyon
ainsley maitland-niles,214402,lyon
orel mangala,228424,lyon
paul akouokou,284942,lyon
mads bidstrup,290401,lyon
tyler morton,298522,lyon
tanner tessmann,303308,lyon
pavel sulc,305545,lyon
noah nartey,365562,lyon
mathys de carvalho,402948,lyon
khalis merah,408345,lyon
lois openda,276265,lyon
ernest nuamah,333310,lyon
malick fofana,340645,lyon
julien duranville,341375,lyon
kail boudache,379066,lyon
enzo molebe,388571,lyon
alejandro rodriguez,402949,lyon
remi himbert,403842,lyon
mory diaw,197631,lehavreac
lionel mpasi,211669,lehavreac
paul argney,371498,lehavreac
vincent sasso,138563,lehavreac
gautier lloris,180174,lehavreac
ayumu seko,258270,lehavreac
timothee pembele,297167,lehavreac
fode doucoure,306548,lehavreac
yanis zouaoui,386384,lehavreac
stephan zagadou,401714,lehavreac
abdoulaye toure,185685,lehavreac
rassoul ndiaye,291982,lehavreac
amir richardson,319285,lehavreac
matheo bodmer,319286,lehavreac
kaito mizuta,325043,lehavreac
junior mwanga,340583,lehavreac
simon ebonog,346519,lehavreac
mokrane bentoumi,362606,lehavreac
ismail bouneb,371557,lehavreac
daren mosengo,388878,lehavreac
guy zohouri,388879,lehavreac
mbwana samatta,231366,lehavreac
godson kyeremeh,285840,lehavreac
felix mambimbi,285975,lehavreac
andy logbo,346518,lehavreac
joan tincres,371558,lehavreac
noam obougou,388881,lehavreac
sota nakamura,399434,lehavreac
enzo koffi,411169,lehavreac
geronimo rulli,167192,marseille
jeffrey de lange,228707,marseille
theo vermot,280650,marseille
jelle van neck,330271,marseille
emerson,159051,marseille
ulisses garcia,220718,marseille
derek cornelius,238712,marseille
nayef aguerd,245243,marseille
facundo medina,249663,marseille
leonardo balerdi,271555,marseille
cj egan-riley,307115,marseille
bamo meite,324960,marseille
hilan slimani,421852,marseille
geoffrey kondogbia,152270,marseille
pierre-emile højbjerg,159543,marseille
amine harit,238917,marseille
angel gomes,256773,marseille
himad abdelli,277525,marseille
quinten timber,282230,marseille
tochukwu nnadi,343114,marseille
yanis sellami,409118,marseille
tadjidine mmadi,411418,marseille
neal maupay,178760,marseille
amine gouiri,259743,marseille
timothy weah,266027,marseille
faris moumbagna,276160,marseille
igor paixao,289114,marseille
keyliane abdallah,384005,marseille
regis gurtner,101451,lens
mathieu gorgelin,131742,lens
herve koffi,247940,lens
robin risser,344517,lens
ilan jourdren,403417,lens
ruben aguilar,181946,lens
jonathan gradit,197187,lens
matthieu udol,233199,lens
saud abdulhamid,286011,lens
maik nawrocki,288487,lens
jhoanner chavez,297385,lens
samson baidoo,329484,lens
pierre ganiou,350577,lens
nidal celik,387044,lens
kyllian antonio,393432,lens
souleymane sagnan,401306,lens
noe kemtchoum,3114959,lens
thorgan hazard,158066,lens
mamadou sangare,228547,lens
amadou haidara,228557,lens
michael cuisance,258871,lens
alpha diallo,378981,lens
andrija bulatovic,387061,lens
mezian soares,412217,lens
florian thauvin,156898,lens
florian sotoca,215687,lens
odsonne edouard,222180,lens
michal skoras,288481,lens
abdallah sima,308246,lens
gabin capuano,398444,lens
rayan fofana,401045,lens
mohamed seddik,3114958,lens
benjamin leroy,139363,lorient
yvon mvogo,199381,lorient
bingourou kamara,207369,lorient
formose mendy,137397,lorient
alec georgen,221548,lorient
montassar talbi,265099,lorient
isaak toure,306535,lorient
nathaniel adjei,345563,lorient
dembo sylla,347940,lorient
panos katseris,364754,lorient
enzo genton,379062,lorient
arsene kouassi,381626,lorient
jean-victor makengo,225557,lorient
bandiougou fadiga,307263,lorient
noah cadiou,315215,lorient
joel mvuka,324932,lorient
theo le bris,325992,lorient
arthur avom,355870,lorient
gabin bernardeau,397392,lorient
tosin aiyegun,258100,lorient
mohamed bamba,345529,lorient
yehvann diouf,241029,nice
jonathan clauss,232089,nice
mohamed abdelmoneim,236957,nice
ali abdi,265234,nice
melvin bard,265923,nice
mattia viti,299990,nice
antoine mendy,319161,nice
kojo peprah oppong,357205,nice
moise bombito,358975,nice
hamza koutoune,376344,nice
morgan sanson,176816,nice
laurent abergel,181133,nice
issiaga camara,232670,nice
tanguy ndombele,240672,nice
youssouf ndayishimiye,255192,nice
sofiane diop,276995,nice
hicham boudaoui,287078,nice
salis abdul samed,292769,nice
djibril coulibaly,357425,nice
tom louchet,362061,nice
isak jansson,282597,nice
terem moffi,289769,nice
kevin carlos,304151,nice
mohamed-ali cho,306557,nice
victor orakpo,388090,nice
matvei safonov,248699,parissaintgermain
lucas chevalier,288925,parissaintgermain
alessandro longoni,387725,parissaintgermain
marquinhos,297070,cruzeiro
lucas hernandez,196200,parissaintgermain
achraf hakimi,240233,parissaintgermain
willian pacho,287005,parissaintgermain
nuno mendes,290591,parissaintgermain
illia zabarnyi,304503,parissaintgermain
lucas beraldo,316128,parissaintgermain
naoufel el hannach,376333,parissaintgermain
yoram zague,376505,parissaintgermain
fabian ruiz,214596,parissaintgermain
renato sanches,227217,parissaintgermain
warren zaire-emery,345581,parissaintgermain
joao neves,355061,parissaintgermain
senny mayulu,379088,parissaintgermain
dro fernandez,403578,parissaintgermain
ousmane dembele,229744,parissaintgermain
randal kolo muani,252971,parissaintgermain
khvicha kvaratskhelia,274745,parissaintgermain
bradley barcola,328238,parissaintgermain
desire doue,336388,parissaintgermain
ibrahim mbaye,388522,parissaintgermain
quentin ndjantou,403419,parissaintgermain
milosz piekutowski,371973,strasbourg
soumaila coulibaly,10767,strasbourg
ben chilwell,225426,strasbourg
andrew omobamidele,290101,strasbourg
ismael doukoure,305935,strasbourg
saidou sow,306558,strasbourg
mateo del blanco,335877,strasbourg
abakar sylla,340239,strasbourg
yoni gomis,345688,strasbourg
guela doue,346636,strasbourg
lucas høgsberg,359934,strasbourg
julio enciso,20975,strasbourg
sebastian nanasi,303787,strasbourg
valentin barco,320760,strasbourg
abdoul ouattara,336794,strasbourg
maximillian oyedele,347919,strasbourg
pape diop,353378,strasbourg
mathis amougou,364764,strasbourg
rabby nzingoula,365932,strasbourg
diogo sousa,368325,strasbourg
pape diong,370415,strasbourg
samir el mourabet,378491,strasbourg
benjamin brantlind,380238,strasbourg
sekou mara,305797,strasbourg
diego moreira,340678,strasbourg
martial godo,348301,strasbourg
samuel amo-ameyaw,350501,strasbourg
joaquin panichelli,350961,strasbourg
milos lukovic,370771,strasbourg
gessime yassine,379012,strasbourg
rayane messi,394467,strasbourg
brice samba,164126,staderennais
nicolas lemaitre,217668,staderennais
hans hateboer,193448,staderennais
bryan reynolds,250758,staderennais
lilian brassier,290141,staderennais
anthony rouault,291614,staderennais
alidu seidu,305669,staderennais
quentin merlin,313890,staderennais
mahamadou nagida,372260,staderennais
abdelhamid ait boudlal,376339,staderennais
rayan bamba,382872,staderennais
goncalo oliveira,401410,staderennais
jordan james,97867,staderennais
adrien thomasson,173266,staderennais
glen kamara,175064,staderennais
seko fofana,184118,staderennais
przemyslaw frankowski,190806,staderennais
valentin rongier,207136,staderennais
sebastian szymanski,243844,staderennais
mahdi camara,268966,staderennais
djaoui cisse,355982,staderennais
ayanda sishuba,366814,staderennais
breel embolo,202099,staderennais
ludovic blas,223120,staderennais
arnaud nordin,242738,staderennais
mousa al-tamari,257489,staderennais
issa soumare,297743,staderennais
esteban lepaul,323850,staderennais
eliezer mayenda,332862,staderennais
yassir zabiri,390389,staderennais
nordan mukiele,409660,staderennais
elias legendre,415193,staderennais
yanis benchaouch,404659,asmonaco
wout faes,228421,asmonaco
caio henrique,240353,asmonaco
kassoum ouattara,345243,asmonaco
bradel kiwa,396631,asmonaco
krepin diatta,253992,asmonaco
matthias wamu oyatambwe,403930,asmonaco
ilane toure,411027,asmonaco
guillaume restes,324289,toulouse
mathys niflore,371559,toulouse
naime said mchindra,396620,toulouse
mark mckenzie,77072,toulouse
rasmus nicolaisen,238213,toulouse
charlie cresswell,307713,toulouse
nicolas wasbauer,344521,toulouse
ylies aradj,355979,toulouse
christ tape,385000,toulouse
dayann methalie,388070,toulouse
ismail diallo,397384,toulouse
seny koumbassa,408252,toulouse
frederic efuele ngoyala,408254,toulouse
gaetan bakhouche,408255,toulouse
niklas schmidt,225565,toulouse
aron donnum,252740,toulouse
cristian casseres jr.,271244,toulouse
abu francis,290030,toulouse
mario sauer,322205,toulouse
noah lahmadi,355975,toulouse
rafik messali,384162,toulouse
mathis saka,386251,toulouse
alexis vossah,408251,toulouse
darris zema,409214,toulouse
yann gboho,277383,toulouse
jacen russell-rowe,297121,toulouse
