ticket_id,n_legs,composition,est_ticket_hit_prob,avg_leg_hit_prob,avg_leg_edge,avg_rank_score
T00000015,4,1S+3G+0D,0.96059601,0.99,3.4375,6.2725
T00000016,4,1S+3G+0D,0.96059601,0.99,3.425,6.2725
T00002942,4,1S+3G+0D,0.96059601,0.99,2.9875,6.2725
T00002943,4,1S+3G+0D,0.96059601,0.99,2.9375,6.2725
T00002944,4,1S+3G+0D,0.96059601,0.99,2.925,6.2725
T00005869,4,1S+3G+0D,0.96059601,0.99,3.7375,6.2725
T00005870,4,1S+3G+0D,0.96059601,0.99,3.6875,6.2725
T00005871,4,1S+3G+0D,0.96059601,0.99,3.675,6.2725
T00008795,4,1S+3G+0D,0.96059601,0.99,3.4875,6.2725
T00008796,4,1S+3G+0D,0.96059601,0.99,3.4375,6.2725
T00008797,4,1S+3G+0D,0.96059601,0.99,3.425,6.2725
T00011720,4,1S+3G+0D,0.96059601,0.99,3.65,6.2675
T00011721,4,1S+3G+0D,0.96059601,0.99,3.6,6.2675
T00011722,4,1S+3G+0D,0.96059601,0.99,3.5875,6.2675
T00014644,4,1S+3G+0D,0.96059601,0.99,3.9,6.2675
T00014645,4,1S+3G+0D,0.96059601,0.99,3.85,6.2675
T00014646,4,1S+3G+0D,0.96059601,0.99,3.8375,6.2675
T00017567,4,1S+3G+0D,0.96059601,0.99,2.775,6.2675
T00017568,4,1S+3G+0D,0.96059601,0.99,2.725,6.2675
T00017569,4,1S+3G+0D,0.96059601,0.99,2.7125,6.2675
T00000017,4,2S+2G+0D,0.96059601,0.99,3.3874999999999997,6.2524999999999995
T00002945,4,2S+2G+0D,0.96059601,0.99,2.8874999999999997,6.2524999999999995
T00005872,4,2S+2G+0D,0.96059601,0.99,3.6374999999999997,6.2524999999999995
T00008798,4,2S+2G+0D,0.96059601,0.99,3.3874999999999997,6.2524999999999995
T00000018,4,1S+3G+0D,0.96059601,0.99,2.6374999999999997,6.25
T00002946,4,1S+3G+0D,0.96059601,0.99,2.1374999999999997,6.25
T00005873,4,1S+3G+0D,0.96059601,0.99,2.8874999999999997,6.25
T00008799,4,1S+3G+0D,0.96059601,0.99,2.6374999999999997,6.25
T00000019,4,1S+3G+0D,0.96059601,0.99,3.25,6.2475
T00002947,4,1S+3G+0D,0.96059601,0.99,2.75,6.2475
T00005874,4,1S+3G+0D,0.96059601,0.99,3.5,6.2475
T00008800,4,1S+3G+0D,0.96059601,0.99,3.25,6.2475
T00011723,4,2S+2G+0D,0.96059601,0.99,3.55,6.2475
T00014647,4,2S+2G+0D,0.96059601,0.99,3.8,6.2475
T00017570,4,2S+2G+0D,0.96059601,0.99,2.675,6.2475
T00011724,4,1S+3G+0D,0.96059601,0.99,2.8,6.245
T00014648,4,1S+3G+0D,0.96059601,0.99,3.05,6.245
T00017571,4,1S+3G+0D,0.96059601,0.99,1.9249999999999998,6.245
T00011725,4,1S+3G+0D,0.96059601,0.99,3.4125,6.2425
T00014649,4,1S+3G+0D,0.96059601,0.99,3.6625,6.2425
T00017572,4,1S+3G+0D,0.96059601,0.99,2.5375,6.2425
T00000020,4,1S+3G+0D,0.96059601,0.99,2.5974999999999997,6.235
T00002948,4,1S+3G+0D,0.96059601,0.99,2.0974999999999997,6.235
T00005875,4,1S+3G+0D,0.96059601,0.99,2.8474999999999997,6.235
T00008801,4,1S+3G+0D,0.96059601,0.99,2.5974999999999997,6.235
T00000021,4,1S+3G+0D,0.96059601,0.99,2.55,6.23
T00002949,4,1S+3G+0D,0.96059601,0.99,2.05,6.23
T00005876,4,1S+3G+0D,0.96059601,0.99,2.8,6.23
T00008802,4,1S+3G+0D,0.96059601,0.99,2.55,6.23
T00011726,4,1S+3G+0D,0.96059601,0.99,2.76,6.23
T00014650,4,1S+3G+0D,0.96059601,0.99,3.01,6.23
T00017573,4,1S+3G+0D,0.96059601,0.99,1.8849999999999998,6.23
T00000022,4,1S+3G+0D,0.96059601,0.99,2.5124999999999997,6.225
T00000023,4,1S+3G+0D,0.96059601,0.99,3.725,6.225
T00000024,4,1S+3G+0D,0.96059601,0.99,2.8499999999999996,6.225
T00002950,4,1S+3G+0D,0.96059601,0.99,2.0124999999999997,6.225
T00002951,4,1S+3G+0D,0.96059601,0.99,3.225,6.225
T00002952,4,1S+3G+0D,0.96059601,0.99,2.3499999999999996,6.225
T00005877,4,1S+3G+0D,0.96059601,0.99,2.7624999999999997,6.225
T00005878,4,1S+3G+0D,0.96059601,0.99,3.975,6.225
T00005879,4,1S+3G+0D,0.96059601,0.99,3.0999999999999996,6.225
T00008803,4,1S+3G+0D,0.96059601,0.99,2.5124999999999997,6.225
T00008804,4,1S+3G+0D,0.96059601,0.99,3.725,6.225
T00008805,4,1S+3G+0D,0.96059601,0.99,2.8499999999999996,6.225
T00011727,4,1S+3G+0D,0.96059601,0.99,2.7125,6.225
T00014651,4,1S+3G+0D,0.96059601,0.99,2.9625,6.225
T00017574,4,1S+3G+0D,0.96059601,0.99,1.8375,6.225
T00011728,4,1S+3G+0D,0.96059601,0.99,2.675,6.22
T00011729,4,1S+3G+0D,0.96059601,0.99,3.8875,6.22
T00011730,4,1S+3G+0D,0.96059601,0.99,3.0125,6.22
T00014652,4,1S+3G+0D,0.96059601,0.99,2.925,6.22
T00014653,4,1S+3G+0D,0.96059601,0.99,4.1375,6.22
T00014654,4,1S+3G+0D,0.96059601,0.99,3.2625,6.22
T00017575,4,1S+3G+0D,0.96059601,0.99,1.7999999999999998,6.22
T00017576,4,1S+3G+0D,0.96059601,0.99,3.0125,6.22
T00017577,4,1S+3G+0D,0.96059601,0.99,2.1374999999999997,6.22
T00000025,4,1S+3G+0D,0.96059601,0.99,3.2375,6.2025
T00002953,4,1S+3G+0D,0.96059601,0.99,2.7375,6.2025
T00005880,4,1S+3G+0D,0.96059601,0.99,3.4875,6.2025
T00008806,4,1S+3G+0D,0.96059601,0.99,3.2375,6.2025
T00011731,4,1S+3G+0D,0.96059601,0.99,3.4,6.1975
T00014655,4,1S+3G+0D,0.96059601,0.99,3.65,6.1975
T00017578,4,1S+3G+0D,0.96059601,0.99,2.525,6.1975
T00000026,4,1S+3G+0D,0.96059601,0.99,2.4875,6.1925
T00000027,4,1S+3G+0D,0.96059601,0.99,2.5749999999999997,6.1925
T00000028,4,1S+3G+0D,0.96059601,0.99,2.625,6.1925
T00002954,4,1S+3G+0D,0.96059601,0.99,1.9874999999999998,6.1925
T00002955,4,1S+3G+0D,0.96059601,0.99,2.0749999999999997,6.1925
T00002956,4,1S+3G+0D,0.96059601,0.99,2.125,6.1925
T00005881,4,1S+3G+0D,0.96059601,0.99,2.7375,6.1925
T00005882,4,1S+3G+0D,0.96059601,0.99,2.8249999999999997,6.1925
T00005883,4,1S+3G+0D,0.96059601,0.99,2.875,6.1925
T00008807,4,1S+3G+0D,0.96059601,0.99,2.4875,6.1925
T00008808,4,1S+3G+0D,0.96059601,0.99,2.5749999999999997,6.1925
T00008809,4,1S+3G+0D,0.96059601,0.99,2.625,6.1925
T00011732,4,1S+3G+0D,0.96059601,0.99,2.65,6.1875
T00011733,4,1S+3G+0D,0.96059601,0.99,2.7375,6.1875
T00011734,4,1S+3G+0D,0.96059601,0.99,2.7875,6.1875
T00014656,4,1S+3G+0D,0.96059601,0.99,2.9,6.1875
T00014657,4,1S+3G+0D,0.96059601,0.99,2.9875,6.1875
T00014658,4,1S+3G+0D,0.96059601,0.99,3.0375,6.1875
T00017579,4,1S+3G+0D,0.96059601,0.99,1.775,6.1875
T00017580,4,1S+3G+0D,0.96059601,0.99,1.8624999999999998,6.1875
T00017581,4,1S+3G+0D,0.96059601,0.99,1.9124999999999999,6.1875
T00000029,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00000030,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00002957,4,1S+3G+0D,0.96059601,0.99,2.025,6.1825
T00002958,4,1S+3G+0D,0.96059601,0.99,2.025,6.1825
T00005884,4,1S+3G+0D,0.96059601,0.99,2.775,6.1825
T00005885,4,1S+3G+0D,0.96059601,0.99,2.775,6.1825
T00008810,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00008811,4,1S+3G+0D,0.96059601,0.99,2.525,6.1825
T00000031,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,6.18
T00002959,4,1S+3G+0D,0.96059601,0.99,1.9899999999999998,6.18
T00005886,4,1S+3G+0D,0.96059601,0.99,2.7399999999999998,6.18
T00008812,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,6.18
T00011735,4,1S+3G+0D,0.96059601,0.99,2.6875,6.1775
T00011736,4,1S+3G+0D,0.96059601,0.99,2.6875,6.1775
T00014659,4,1S+3G+0D,0.96059601,0.99,2.9375,6.1775
T00014660,4,1S+3G+0D,0.96059601,0.99,2.9375,6.1775
T00017582,4,1S+3G+0D,0.96059601,0.99,1.8125,6.1775
T00017583,4,1S+3G+0D,0.96059601,0.99,1.8125,6.1775
T00011737,4,1S+3G+0D,0.96059601,0.99,2.6525,6.175
T00014661,4,1S+3G+0D,0.96059601,0.99,2.9025,6.175
T00017584,4,1S+3G+0D,0.96059601,0.99,1.7774999999999999,6.175
T00000032,4,1S+3G+0D,0.96059601,0.99,3.1875,6.17
T00002960,4,1S+3G+0D,0.96059601,0.99,2.6875,6.17
T00005887,4,1S+3G+0D,0.96059601,0.99,3.4375,6.17
T00008813,4,1S+3G+0D,0.96059601,0.99,3.1875,6.17
T00011738,4,1S+3G+0D,0.96059601,0.99,3.35,6.165
T00014662,4,1S+3G+0D,0.96059601,0.99,3.6,6.165
T00017585,4,1S+3G+0D,0.96059601,0.99,2.475,6.165
T00000033,4,1S+3G+0D,0.96059601,0.99,3.175,6.1625
T00002961,4,1S+3G+0D,0.96059601,0.99,2.675,6.1625
T00005888,4,1S+3G+0D,0.96059601,0.99,3.425,6.1625
T00008814,4,1S+3G+0D,0.96059601,0.99,3.175,6.1625
T00011739,4,1S+3G+0D,0.96059601,0.99,3.3375,6.1575
T00014663,4,1S+3G+0D,0.96059601,0.99,3.5875,6.1575
T00017586,4,1S+3G+0D,0.96059601,0.99,2.4625,6.1575
T00000034,4,2S+2G+0D,0.96059601,0.99,2.495,6.14
T00002962,4,2S+2G+0D,0.96059601,0.99,1.9949999999999999,6.14
T00005889,4,2S+2G+0D,0.96059601,0.99,2.745,6.14
T00008815,4,2S+2G+0D,0.96059601,0.99,2.495,6.14
T00011740,4,2S+2G+0D,0.96059601,0.99,2.6574999999999998,6.135
T00014664,4,2S+2G+0D,0.96059601,0.99,2.9074999999999998,6.135
T00017587,4,2S+2G+0D,0.96059601,0.99,1.7825,6.135
T00000035,4,1S+3G+0D,0.96059601,0.99,2.46,6.1225
T00000036,4,1S+3G+0D,0.96059601,0.99,3.7375,6.1225
T00002963,4,1S+3G+0D,0.96059601,0.99,1.96,6.1225
T00002964,4,1S+3G+0D,0.96059601,0.99,3.2375,6.1225
T00005890,4,1S+3G+0D,0.96059601,0.99,2.71,6.1225
T00005891,4,1S+3G+0D,0.96059601,0.99,3.9875,6.1225
T00008816,4,1S+3G+0D,0.96059601,0.99,2.46,6.1225
T00008817,4,1S+3G+0D,0.96059601,0.99,3.7375,6.1225
T00000037,4,1S+3G+0D,0.96059601,0.99,2.4625,6.12
T00002965,4,1S+3G+0D,0.96059601,0.99,1.9625,6.12
T00005892,4,1S+3G+0D,0.96059601,0.99,2.7125,6.12
T00008818,4,1S+3G+0D,0.96059601,0.99,2.4625,6.12
T00011741,4,1S+3G+0D,0.96059601,0.99,2.6225,6.1175
T00011742,4,1S+3G+0D,0.96059601,0.99,3.9,6.1175
T00014665,4,1S+3G+0D,0.96059601,0.99,2.8725,6.1175
T00014666,4,1S+3G+0D,0.96059601,0.99,4.15,6.1175
T00017588,4,1S+3G+0D,0.96059601,0.99,1.7475,6.1175
T00017589,4,1S+3G+0D,0.96059601,0.99,3.025,6.1175
T00011743,4,1S+3G+0D,0.96059601,0.99,2.625,6.115
T00014667,4,1S+3G+0D,0.96059601,0.99,2.875,6.115
T00017590,4,1S+3G+0D,0.96059601,0.99,1.75,6.115
T00000038,4,1S+3G+0D,0.96059601,0.99,3.0,6.1125
T00002966,4,1S+3G+0D,0.96059601,0.99,2.5,6.1125
T00005893,4,1S+3G+0D,0.96059601,0.99,3.25,6.1125
T00008819,4,1S+3G+0D,0.96059601,0.99,3.0,6.1125
T00011744,4,1S+3G+0D,0.96059601,0.99,3.1625,6.1075
T00014668,4,1S+3G+0D,0.96059601,0.99,3.4125,6.1075
T00017591,4,1S+3G+0D,0.96059601,0.99,2.2875,6.1075
T00000039,4,1S+3G+0D,0.96059601,0.99,2.4625,6.1
T00002967,4,1S+3G+0D,0.96059601,0.99,1.9625,6.1
T00005894,4,1S+3G+0D,0.96059601,0.99,2.7125,6.1
T00008820,4,1S+3G+0D,0.96059601,0.99,2.4625,6.1
T00000040,4,1S+3G+0D,0.96059601,0.99,2.9524999999999997,6.095
T00002968,4,1S+3G+0D,0.96059601,0.99,2.4524999999999997,6.095
T00005895,4,1S+3G+0D,0.96059601,0.99,3.2024999999999997,6.095
T00008821,4,1S+3G+0D,0.96059601,0.99,2.9524999999999997,6.095
T00011745,4,1S+3G+0D,0.96059601,0.99,2.625,6.095
T00014669,4,1S+3G+0D,0.96059601,0.99,2.875,6.095
T00017592,4,1S+3G+0D,0.96059601,0.99,1.75,6.095
T00011746,4,1S+3G+0D,0.96059601,0.99,3.115,6.09
T00014670,4,1S+3G+0D,0.96059601,0.99,3.365,6.09
T00017593,4,1S+3G+0D,0.96059601,0.99,2.2399999999999998,6.09
T00000041,4,1S+3G+0D,0.96059601,0.99,2.5625,6.0825
T00002969,4,1S+3G+0D,0.96059601,0.99,2.0625,6.0825
T00005896,4,1S+3G+0D,0.96059601,0.99,2.8125,6.0825
T00008822,4,1S+3G+0D,0.96059601,0.99,2.5625,6.0825
T00000042,4,1S+3G+0D,0.96059601,0.99,2.4749999999999996,6.0775
T00002970,4,1S+3G+0D,0.96059601,0.99,1.9749999999999999,6.0775
T00005897,4,1S+3G+0D,0.96059601,0.99,2.7249999999999996,6.0775
T00008823,4,1S+3G+0D,0.96059601,0.99,2.4749999999999996,6.0775
T00011747,4,1S+3G+0D,0.96059601,0.99,2.725,6.0775
T00014671,4,1S+3G+0D,0.96059601,0.99,2.975,6.0775
T00017594,4,1S+3G+0D,0.96059601,0.99,1.8499999999999999,6.0775
T00011748,4,1S+3G+0D,0.96059601,0.99,2.6375,6.0725
T00014672,4,1S+3G+0D,0.96059601,0.99,2.8875,6.0725
T00017595,4,1S+3G+0D,0.96059601,0.99,1.7625,6.0725
T00000043,4,1S+3G+0D,0.96059601,0.99,2.4375,6.0675
T00000044,4,1S+3G+0D,0.96059601,0.99,2.4375,6.0675
T00002971,4,1S+3G+0D,0.96059601,0.99,1.9375,6.0675
T00002972,4,1S+3G+0D,0.96059601,0.99,1.9375,6.0675
T00005898,4,1S+3G+0D,0.96059601,0.99,2.6875,6.0675
T00005899,4,1S+3G+0D,0.96059601,0.99,2.6875,6.0675
T00008824,4,1S+3G+0D,0.96059601,0.99,2.4375,6.0675
T00008825,4,1S+3G+0D,0.96059601,0.99,2.4375,6.0675
T00000045,4,1S+3G+0D,0.96059601,0.99,2.9124999999999996,6.0649999999999995
T00002973,4,1S+3G+0D,0.96059601,0.99,2.4124999999999996,6.0649999999999995
T00005900,4,1S+3G+0D,0.96059601,0.99,3.1624999999999996,6.0649999999999995
T00008826,4,1S+3G+0D,0.96059601,0.99,2.9124999999999996,6.0649999999999995
T00011749,4,1S+3G+0D,0.96059601,0.99,2.6,6.0625
T00011750,4,1S+3G+0D,0.96059601,0.99,2.6,6.0625
T00014673,4,1S+3G+0D,0.96059601,0.99,2.85,6.0625
T00014674,4,1S+3G+0D,0.96059601,0.99,2.85,6.0625
T00017596,4,1S+3G+0D,0.96059601,0.99,1.7249999999999999,6.0625
T00017597,4,1S+3G+0D,0.96059601,0.99,1.7249999999999999,6.0625
T00000046,4,1S+3G+0D,0.96059601,0.99,2.4625,6.06
T00002974,4,1S+3G+0D,0.96059601,0.99,1.9625,6.06
T00005901,4,1S+3G+0D,0.96059601,0.99,2.7125,6.06
T00008827,4,1S+3G+0D,0.96059601,0.99,2.4625,6.06
T00011751,4,1S+3G+0D,0.96059601,0.99,3.075,6.06
T00014675,4,1S+3G+0D,0.96059601,0.99,3.325,6.06
T00017598,4,1S+3G+0D,0.96059601,0.99,2.1999999999999997,6.06
T00011752,4,1S+3G+0D,0.96059601,0.99,2.625,6.055
T00014676,4,1S+3G+0D,0.96059601,0.99,2.875,6.055
T00017599,4,1S+3G+0D,0.96059601,0.99,1.75,6.055
T00000047,4,1S+3G+0D,0.96059601,0.99,3.3249999999999997,6.035
T00002975,4,1S+3G+0D,0.96059601,0.99,2.8249999999999997,6.035
T00005902,4,1S+3G+0D,0.96059601,0.99,3.5749999999999997,6.035
T00008828,4,1S+3G+0D,0.96059601,0.99,3.3249999999999997,6.035
T00011753,4,1S+3G+0D,0.96059601,0.99,3.4875,6.03
T00014677,4,1S+3G+0D,0.96059601,0.99,3.7375,6.03
T00017600,4,1S+3G+0D,0.96059601,0.99,2.6125,6.03
T00000048,4,1S+3G+0D,0.96059601,0.99,2.51,6.0225
T00002976,4,1S+3G+0D,0.96059601,0.99,2.01,6.0225
T00005903,4,1S+3G+0D,0.96059601,0.99,2.76,6.0225
T00008829,4,1S+3G+0D,0.96059601,0.99,2.51,6.0225
T00011754,4,1S+3G+0D,0.96059601,0.99,2.6725,6.0175
T00014678,4,1S+3G+0D,0.96059601,0.99,2.9225,6.0175
T00017601,4,1S+3G+0D,0.96059601,0.99,1.7974999999999999,6.0175
T00000049,4,1S+3G+0D,0.96059601,0.99,3.0,5.9975
T00002977,4,1S+3G+0D,0.96059601,0.99,2.5,5.9975
T00005904,4,1S+3G+0D,0.96059601,0.99,3.25,5.9975
T00008830,4,1S+3G+0D,0.96059601,0.99,3.0,5.9975
T00000050,4,2S+2G+0D,0.96059601,0.99,2.4625,5.9925
T00002978,4,2S+2G+0D,0.96059601,0.99,1.9625,5.9925
T00005905,4,2S+2G+0D,0.96059601,0.99,2.7125,5.9925
T00008831,4,2S+2G+0D,0.96059601,0.99,2.4625,5.9925
T00011755,4,1S+3G+0D,0.96059601,0.99,3.1625,5.9925
T00014679,4,1S+3G+0D,0.96059601,0.99,3.4125,5.9925
T00017602,4,1S+3G+0D,0.96059601,0.99,2.2875,5.9925
T00011756,4,2S+2G+0D,0.96059601,0.99,2.625,5.9875
T00014680,4,2S+2G+0D,0.96059601,0.99,2.875,5.9875
T00017603,4,2S+2G+0D,0.96059601,0.99,1.75,5.9875
T00000051,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,5.985
T00002979,4,1S+3G+0D,0.96059601,0.99,1.9899999999999998,5.985
T00005906,4,1S+3G+0D,0.96059601,0.99,2.7399999999999998,5.985
T00008832,4,1S+3G+0D,0.96059601,0.99,2.4899999999999998,5.985
T00011757,4,1S+3G+0D,0.96059601,0.99,2.6525,5.98
T00014681,4,1S+3G+0D,0.96059601,0.99,2.9025,5.98
T00017604,4,1S+3G+0D,0.96059601,0.99,1.7774999999999999,5.98
T00000052,4,1S+3G+0D,0.96059601,0.99,4.5275,5.975
T00002980,4,1S+3G+0D,0.96059601,0.99,4.0275,5.975
T00005907,4,1S+3G+0D,0.96059601,0.99,4.7775,5.975
T00008833,4,1S+3G+0D,0.96059601,0.99,4.5275,5.975
T00011758,4,1S+3G+0D,0.96059601,0.99,4.6899999999999995,5.97
T00014682,4,1S+3G+0D,0.96059601,0.99,4.9399999999999995,5.97
T00017605,4,1S+3G+0D,0.96059601,0.99,3.815,5.97
T00000053,4,2S+2G+0D,0.96059601,0.99,3.3,5.9575
T00002981,4,2S+2G+0D,0.96059601,0.99,2.8,5.9575
T00005908,4,2S+2G+0D,0.96059601,0.99,3.55,5.9575
T00008834,4,2S+2G+0D,0.96059601,0.99,3.3,5.9575
T00000054,4,1S+3G+0D,0.96059601,0.99,2.425,5.955
T00002982,4,1S+3G+0D,0.96059601,0.99,1.9249999999999998,5.955
T00005909,4,1S+3G+0D,0.96059601,0.99,2.675,5.955
T00008835,4,1S+3G+0D,0.96059601,0.99,2.425,5.955
T00000055,4,1S+3G+0D,0.96059601,0.99,2.525,5.9525
T00000056,4,1S+3G+0D,0.96059601,0.99,3.125,5.9525
T00002983,4,1S+3G+0D,0.96059601,0.99,2.025,5.9525
T00002984,4,1S+3G+0D,0.96059601,0.99,2.625,5.9525
T00005910,4,1S+3G+0D,0.96059601,0.99,2.775,5.9525
T00005911,4,1S+3G+0D,0.96059601,0.99,3.375,5.9525
T00008836,4,1S+3G+0D,0.96059601,0.99,2.525,5.9525
T00008837,4,1S+3G+0D,0.96059601,0.99,3.125,5.9525
T00011759,4,2S+2G+0D,0.96059601,0.99,3.4625,5.9525
T00014683,4,2S+2G+0D,0.96059601,0.99,3.7125,5.9525
T00017606,4,2S+2G+0D,0.96059601,0.99,2.5875,5.9525
T00011760,4,1S+3G+0D,0.96059601,0.99,2.5875,5.95
T00014684,4,1S+3G+0D,0.96059601,0.99,2.8375,5.95
T00017607,4,1S+3G+0D,0.96059601,0.99,1.7125,5.95
T00011761,4,1S+3G+0D,0.96059601,0.99,2.6875,5.9475
T00011762,4,1S+3G+0D,0.96059601,0.99,3.2875,5.9475
T00014685,4,1S+3G+0D,0.96059601,0.99,2.9375,5.9475
T00014686,4,1S+3G+0D,0.96059601,0.99,3.5375,5.9475
T00017608,4,1S+3G+0D,0.96059601,0.99,1.8125,5.9475
T00017609,4,1S+3G+0D,0.96059601,0.99,2.4125,5.9475
T00000057,4,1S+3G+0D,0.96059601,0.99,2.4499999999999997,5.945
T00002985,4,1S+3G+0D,0.96059601,0.99,1.95,5.945
T00005912,4,1S+3G+0D,0.96059601,0.99,2.6999999999999997,5.945
T00008838,4,1S+3G+0D,0.96059601,0.99,2.4499999999999997,5.945
T00000058,4,1S+3G+0D,0.96059601,0.99,2.425,5.9399999999999995
T00002986,4,1S+3G+0D,0.96059601,0.99,1.9249999999999998,5.9399999999999995
T00005913,4,1S+3G+0D,0.96059601,0.99,2.675,5.9399999999999995
T00008839,4,1S+3G+0D,0.96059601,0.99,2.425,5.9399999999999995
T00011763,4,1S+3G+0D,0.96059601,0.99,2.6125,5.9399999999999995
T00014687,4,1S+3G+0D,0.96059601,0.99,2.8625,5.9399999999999995
T00017610,4,1S+3G+0D,0.96059601,0.99,1.7374999999999998,5.9399999999999995
