nba_player_id,player,pos,team,opp_team,line,prop_type,prop_norm,pick_type,standard_line,deviation_level,projection_id,pp_projection_id,player_id,pp_game_id,start_time,pp_home_team,pp_away_team,player_1,player_2,team_1,team_2,id_status,OPP_PTS,OPP_FGA,OPP_FGM,OPP_FG3A,OPP_FG3M,OPP_FTA,OPP_TOV,OPP_2PA,OPP_2PM,OPP_2PTS,OPP_PTS_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FGA_RANK,OPP_FGM_RANK,OPP_2PA_RANK,OPP_2PM_RANK,OPP_2PTS_RANK,OPP_FTA_RANK,OPP_TOV_FORCED_RANK,OVERALL_DEF_SCORE,OVERALL_DEF_RANK,DEF_TIER,opp_team_1,opp_team_2,OPP_PTS_DEF_1,OPP_FGA_DEF_1,OPP_FGM_DEF_1,OPP_FG3A_DEF_1,OPP_FG3M_DEF_1,OPP_FTA_DEF_1,OPP_TOV_DEF_1,OPP_2PA_DEF_1,OPP_2PM_DEF_1,OPP_2PTS_DEF_1,OPP_PTS_RANK_DEF_1,OPP_FG3M_RANK_DEF_1,OPP_FG3A_RANK_DEF_1,OPP_FGA_RANK_DEF_1,OPP_FGM_RANK_DEF_1,OPP_2PA_RANK_DEF_1,OPP_2PM_RANK_DEF_1,OPP_2PTS_RANK_DEF_1,OPP_FTA_RANK_DEF_1,OPP_TOV_FORCED_RANK_DEF_1,OVERALL_DEF_SCORE_DEF_1,OVERALL_DEF_RANK_DEF_1,DEF_TIER_DEF_1,OPP_PTS_DEF_2,OPP_FGA_DEF_2,OPP_FGM_DEF_2,OPP_FG3A_DEF_2,OPP_FG3M_DEF_2,OPP_FTA_DEF_2,OPP_TOV_DEF_2,OPP_2PA_DEF_2,OPP_2PM_DEF_2,OPP_2PTS_DEF_2,OPP_PTS_RANK_DEF_2,OPP_FG3M_RANK_DEF_2,OPP_FG3A_RANK_DEF_2,OPP_FGA_RANK_DEF_2,OPP_FGM_RANK_DEF_2,OPP_2PA_RANK_DEF_2,OPP_2PM_RANK_DEF_2,OPP_2PTS_RANK_DEF_2,OPP_FTA_RANK_DEF_2,OPP_TOV_FORCED_RANK_DEF_2,OVERALL_DEF_SCORE_DEF_2,OVERALL_DEF_RANK_DEF_2,DEF_TIER_DEF_2,is_combo_player,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,stat_status
201935,James Harden,G,CLE,OKC,36.5,Pts+Rebs+Asts,pra,Demon,32.5,2,10039314,10039314,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44,39,25,43,44,37,26,56,36,35.8,37.8,37.714,3,2,0,0.6,OK
1628378,Donovan Mitchell,G,CLE,OKC,35.5,Pts+Rebs+Asts,pra,Standard,35.5,0,10038807,10038807,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,42,31,38,25,44,58,34,41,51,34.8,40.2,39.113,3,2,0,0.6,OK
1631096,Chet Holmgren,C-F,OKC,CLE,35.5,Pts+Rebs+Asts,pra,Demon,29.5,3,10039171,10039171,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,29,43,31,19,18,30,36,15,35,31.8,29.3,27.7,2,3,0,0.4,OK
201935,James Harden,G,CLE,OKC,35.5,Pts+Rebs+Asts,pra,Demon,32.5,1,10039313,10039313,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44,39,25,43,44,37,26,56,36,35.8,37.8,37.714,3,2,0,0.6,OK
1628378,Donovan Mitchell,G,CLE,OKC,34.5,Pts+Rebs,pr,Demon,29.5,1,10043221,10043221,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,37,27,36,19,39,50,29,35,43,30.4,34.8,33.245,2,3,0,0.4,OK
201935,James Harden,G,CLE,OKC,34.5,Pts+Rebs,pr,Demon,23.5,2,10043227,10043227,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,37,26,24,29,36,31,13,45,31,26.6,28.9,29.531,1,4,0,0.2,OK
1628378,Donovan Mitchell,G,CLE,OKC,34.5,Pts+Asts,pa,Demon,30.5,1,10043383,10043383,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,40,28,37,21,42,54,29,35,36,32.4,35.8,34.679,3,2,0,0.6,OK
201935,James Harden,G,CLE,OKC,34.5,Pts+Asts,pa,Demon,27.5,2,10043389,10043389,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,37,33,21,38,37,31,26,46,28,31,32.3,32.878,2,3,0,0.4,OK
1631096,Chet Holmgren,C-F,OKC,CLE,34.5,Pts+Rebs,pr,Demon,27.5,2,10043783,10043783,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,27,42,29,16,17,28,34,14,33,29.8,27.5,26.06,2,3,0,0.4,OK
1628386,Jarrett Allen,C,CLE,OKC,34.5,Pts+Rebs,pr,Demon,23.5,2,10053792,10053792,26792,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,29,19,27,22,34,30,14,21,40,21,24.4,23.311,0,5,0,0,OK
1631096,Chet Holmgren,C-F,OKC,CLE,33.5,Pts+Rebs+Asts,pra,Demon,29.5,2,10039170,10039170,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,29,43,31,19,18,30,36,15,35,31.8,29.3,27.7,2,3,0,0.4,OK
201935,James Harden,G,CLE,OKC,32.5,Pts+Rebs+Asts,pra,Standard,32.5,0,10038882,10038882,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44,39,25,43,44,37,26,56,36,35.8,37.8,37.714,3,2,0,0.6,OK
1628378,Donovan Mitchell,G,CLE,OKC,32.5,Pts+Rebs+Asts,pra,Goblin,35.5,1,10039562,10039562,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,42,31,38,25,44,58,34,41,51,34.8,40.2,39.113,3,2,0,0.6,OK
1631096,Chet Holmgren,C-F,OKC,CLE,31.5,Pts+Rebs+Asts,pra,Demon,29.5,1,10039172,10039172,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,29,43,31,19,18,30,36,15,35,31.8,29.3,27.7,2,3,0,0.4,OK
1628378,Donovan Mitchell,G,CLE,OKC,31.5,Pts+Rebs+Asts,pra,Goblin,35.5,2,10039220,10039220,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,42,31,38,25,44,58,34,41,51,34.8,40.2,39.113,3,2,0,0.6,OK
1628386,Jarrett Allen,C,CLE,OKC,31.5,Fantasy Score,fantasy,Standard,31.5,0,10053924,10053924,26792,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15.3,43.4,24.7,31.4,29.7,55.5,45.3,24.6,25.4,44,28.9,33.93,32.133,1,4,0,0.2,OK
1630596,Evan Mobley,C,CLE,OKC,31.0,Fantasy Score,fantasy,Standard,31.0,0,10053919,10053919,53979,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45.1,33.1,54.6,45.7,44.2,52.1,40.1,38.5,39.5,43.1,44.54,43.6,40.591,5,0,0,1,OK
1628378,Donovan Mitchell,G,CLE,OKC,30.5,Pts+Asts,pa,Standard,30.5,0,10038805,10038805,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,40,28,37,21,42,54,29,35,36,32.4,35.8,34.679,3,2,0,0.6,OK
1628378,Donovan Mitchell,G,CLE,OKC,30.5,Points,pts,Demon,25.5,2,10039217,10039217,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,35,24,35,15,37,46,24,29,28,28,30.4,28.811,3,2,0,0.6,OK
201935,James Harden,G,CLE,OKC,30.5,Pts+Rebs+Asts,pra,Goblin,32.5,1,10039317,10039317,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44,39,25,43,44,37,26,56,36,35.8,37.8,37.714,3,2,0,0.6,OK
1628386,Jarrett Allen,C,CLE,OKC,30.5,Pts+Rebs+Asts,pra,Demon,25.5,3,10039358,10039358,26792,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,33,20,29,23,35,33,16,23,42,22.8,26.3,25.267,1,4,0,0.2,OK
1628392,Isaiah Hartenstein,C-F,OKC,CLE,30.0,Fantasy Score,fantasy,Standard,30.0,0,10053920,10053920,220343,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28.1,22.8,33,32.4,32.3,37.1,46.8,33.9,29.7,70.3,29.72,36.64,30.648,3,2,0,0.6,OK
1631096,Chet Holmgren,C-F,OKC,CLE,29.5,Pts+Rebs+Asts,pra,Standard,29.5,0,10038760,10038760,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,29,43,31,19,18,30,36,15,35,31.8,29.3,27.7,3,2,0,0.6,OK
1628378,Donovan Mitchell,G,CLE,OKC,29.5,Pts+Rebs,pr,Standard,29.5,0,10038806,10038806,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,37,27,36,19,39,50,29,35,43,30.4,34.8,33.245,3,2,0,0.6,OK
201935,James Harden,G,CLE,OKC,29.5,Pts+Rebs+Asts,pra,Goblin,32.5,2,10039316,10039316,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,44,39,25,43,44,37,26,56,36,35.8,37.8,37.714,3,2,0,0.6,OK
201935,James Harden,G,CLE,OKC,29.5,Pts+Rebs,pr,Demon,23.5,1,10043226,10043226,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,37,26,24,29,36,31,13,45,31,26.6,28.9,29.531,1,4,0,0.2,OK
1628386,Jarrett Allen,C,CLE,OKC,29.5,Pts+Rebs,pr,Demon,23.5,1,10043229,10043229,26792,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,29,19,27,22,34,30,14,21,40,21,24.4,23.311,0,5,0,0,OK
1628378,Donovan Mitchell,G,CLE,OKC,29.5,Pts+Rebs+Asts,pra,Goblin,35.5,3,10043385,10043385,188006,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,42,31,38,25,44,58,34,41,51,34.8,40.2,39.113,4,1,0,0.8,OK
201935,James Harden,G,CLE,OKC,29.5,Pts+Asts,pa,Demon,27.5,1,10043388,10043388,299373,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,37,33,21,38,37,31,26,46,28,31,32.3,32.878,3,2,0,0.6,OK
1631096,Chet Holmgren,C-F,OKC,CLE,29.5,Pts+Rebs,pr,Demon,27.5,1,10043782,10043782,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,27,42,29,16,17,28,34,14,33,29.8,27.5,26.06,2,3,0,0.4,OK
1631096,Chet Holmgren,C-F,OKC,CLE,29.5,Pts+Asts,pa,Demon,20.5,2,10044355,10044355,93905,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,115.9,89.6,41.5,37.4,13.9,23.8,15.9,52.199999999999996,27.6,55.2,16,22,20,18,12,13,8,8,17,5,14.795698924731182,16,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,17,32,20,14,11,23,25,12,27,22.6,21.1,19.04,2,3,0,0.4,OK
1630596,Evan Mobley,C,CLE,OKC,29.5,Pts+Rebs,pr,Demon,19.5,2,10048475,10048475,53979,129652,2026-02-22T13:00:00.000-05:00,,,,,,,OK,108.0,88.2,38.4,38.9,14.4,22.6,17.0,49.300000000000004,24.0,48.0,1,27,25,12,2,5,1,1,11,2,6.053763440860214,3,Elite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,21,31,26,30,37,22,28,28,32,27.6,28.5,26.488,3,2,0,0.6,OK
