projection_id,player_id,player_name,team,position,stat_type,line_score,standard_line,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,game_date,delta_pct
12522161,231718,Sean Walker,CAR,D,Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522163,57765,Shea Theodore,VGK,D,Points,0.5,0.5,standard,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,1.0
12522164,218684,William Carrier,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522166,267799,Colton Sissons,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522167,237785,Eric Robinson,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522168,218273,Jaccob Slavin,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522169,141441,Jalen Chatfield,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522170,64225,Jordan Martinook,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522171,268027,Mark Jankowski,CAR,F,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522172,304861,Nic Dowd,VGK,F,Assists,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522173,231718,Sean Walker,CAR,D,Assists,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522448,87700,Brett Howden,VGK,F,Shots On Goal,0.5,1.5,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12522583,268899,Alexander Nikishin,CAR,D,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522584,218693,Andrei Svechnikov,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522585,218693,Andrei Svechnikov,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522587,304529,Cole Smith,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522588,267799,Colton Sissons,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522589,237785,Eric Robinson,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522590,237785,Eric Robinson,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522591,125904,Ivan Barbashev,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522593,218273,Jaccob Slavin,CAR,D,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522594,218569,Jack Eichel,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522595,232486,Jackson Blake,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522596,232486,Jackson Blake,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522597,64225,Jordan Martinook,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522598,218298,Jordan Staal,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522599,268026,K'Andre Miller,CAR,D,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522600,231268,Logan Stankoven,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522601,231268,Logan Stankoven,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522602,268027,Mark Jankowski,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522603,57428,Mark Stone,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522604,267801,Mitch Marner,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522605,304861,Nic Dowd,VGK,F,Goals,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522606,265264,Nikolaj Ehlers,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522607,265264,Nikolaj Ehlers,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522608,172624,Pavel Dorofeyev,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522609,231718,Sean Walker,CAR,D,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522610,231718,Sean Walker,CAR,D,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522613,218224,Sebastian Aho,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522614,218224,Sebastian Aho,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522616,61274,Seth Jarvis,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522617,61274,Seth Jarvis,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522618,57765,Shea Theodore,VGK,D,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522619,226405,Taylor Hall,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522620,226405,Taylor Hall,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522621,218580,Tomas Hertl,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522623,218684,William Carrier,CAR,F,Goals,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522624,218684,William Carrier,CAR,F,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12522625,218753,William Karlsson,VGK,F,Power Play Points,0.5,,demon,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12525022,218298,Jordan Staal,CAR,F,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12525023,218704,Shayne Gostisbehere,CAR,D,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12525024,218704,Shayne Gostisbehere,CAR,D,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12538910,125904,Ivan Barbashev,VGK,F,Shots On Goal,0.5,,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12554513,141441,Jalen Chatfield,CAR,D,Plus/Minus,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12555063,64225,Jordan Martinook,CAR,F,Shots On Goal,0.5,1.5,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12555064,218704,Shayne Gostisbehere,CAR,D,Shots On Goal,0.5,1.5,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12555065,57765,Shea Theodore,VGK,D,Shots On Goal,0.5,1.5,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12555066,218580,Tomas Hertl,VGK,F,Shots On Goal,0.5,1.5,goblin,False,CAR,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,0.333333
12555242,218273,Jaccob Slavin,CAR,D,Blocked Shots,0.5,,goblin,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
12555293,268899,Alexander Nikishin,CAR,D,Power Play Points,0.5,,demon,False,VGK,,,2026-06-09T20:00:00.000-04:00,163593,2026-06-09T17:03:41Z,2026-06-09,
